Date,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
05/04/2023,LEAVING CARE 18-21 (25) TEAM,IKEA LTD 261 LEEDS IKE,1.6,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IKEA LTD 261 LEEDS IKE,100069,LEAVING CARE 18-21 (
05/04/2023,FOSTERING TEAM,SP DIRECT 4 BABY,282.5,56.5,5399,MISCELLANEOUS GENERAL MERCHANDISE,SP DIRECT 4 BABY,100057,FOSTERING TEAM
05/04/2023,LAC 0-18 TEAM,BKG HOTEL AT BOOKING.C,95,0,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,100068,LAC 0-18 TEAM
05/04/2023,LAC 0-18 TEAM,HALFORDS E.COMM,276,0,5533,"AUTOMOTIVE PARTS, ACCESSORIES STORES",HALFORDS E.COMM,100068,LAC 0-18 TEAM
05/04/2023,ELM GROVE,PAYPAL MEDICINA,10.8,2.16,5047,DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,PAYPAL MEDICINA,100094,ELM GROVE
05/04/2023,ELM GROVE,PAYPAL EBAY UK,22.4,0,5331,VARIETY STORES,PAYPAL EBAY UK,100094,ELM GROVE
05/04/2023,CATERING MANAGEMENT,LAKELAND.LIMITED,44.88,8.97,5399,MISCELLANEOUS GENERAL MERCHANDISE,LAKELAND.LIMITED,103164,CATERING MANAGEMENT
05/04/2023,YOUNG PEOPLES ENGAGEMENT TEAM,HOWGILL-LODGE.CO.UK,150,30,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",HOWGILL-LODGE.CO.UK,100133,DUKE OF EDIN AWARDS
05/04/2023,BED AND BREAKFAST,HOTEL IBIS,501.67,100.33,3533,HOTEL IBIS,HOTEL IBIS,103491,BED AND BREAKFAST
05/04/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODGE GB0000,199.72,39.95,3615,TRAVELODGE,TRAVELODGE,100037,ASSESSMENT & INT STH
05/04/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODGE GB0000,280.46,56.09,3615,TRAVELODGE,TRAVELODGE,100037,ASSESSMENT & INT STH
05/04/2023,BED AND BREAKFAST,TRAVELODGE GB0000,364.07,0,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
05/04/2023,IT PEOPLE,AMZNBUSINESS RE4WE8TJ5,13.19,2.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS RE4WE8TJ5,104055,S TRM & URGNT SUPPNK
05/04/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),,14.75,0,,,,100037,ASSESSMENT & INT STH
05/04/2023,LD DAY SERVICES NK,,3.54,0,,,,104049,LD DAY SERVICES NK
05/04/2023,LAC 0-18 TEAM,,14.75,0,,,,100068,LAC 0-18 TEAM
05/04/2023,NK DOMICILIARY SUPPORT (THE MEWS),,8.85,0,,,,104084,NK DOMIC SUPP (MEWS)
05/04/2023,GROWTH & REGEN BUSINESS SUPPORT,,10.33,0,,,,103492,HRA PROPERTIES
06/04/2023,TEMPORARY ACCOMMODATION TEAM,CEDAR COURT HUDDERSFIE,-960,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CEDAR COURT HUDDERSFIE,103490,TEMP ACCOMMODAT TEAM
06/04/2023,MILL DALE,WM MORRISONS STORE PIC,69.43,3.47,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE PIC,104081,MILL DALE
06/04/2023,MUSEUMS & GALLERIES HQ,WILKO RETAIL LIMITED,3.33,0.67,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO RETAIL LIMITED,104847,TECHNICAL EVT & REF
06/04/2023,ELM GROVE,TESCO STORES 2290,11.85,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2290,100094,ELM GROVE
06/04/2023,ELM GROVE,TESCO STORES 2187,159.28,2.24,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
06/04/2023,STRATEGIC COMMUNICATIONS,FACEBK E23YAPBKT2,18.15,0,7311,ADVERTISING SERVICES,FACEBK E23YAPBKT2,103164,CATERING MANAGEMENT
06/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.14,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
06/04/2023,CATERING MANAGEMENT,HAIGH FARM SHOP LTD,39.05,0,5499,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",HAIGH FARM SHOP LTD,103164,CATERING MANAGEMENT
06/04/2023,CATERING MANAGEMENT,HAIGH FARM SHOP LTD,39.05,0,5499,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",HAIGH FARM SHOP LTD,103127,SANDY MOUNT
06/04/2023,CATERING MANAGEMENT,HAIGH FARM SHOP LTD,42.3,0,5499,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",HAIGH FARM SHOP LTD,103126,MEADOW GREEN
06/04/2023,INCOME MANAGEMENT,POSSESSIONCLAIM.GO,355,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,POSSESSIONCLAIM.GO,107007,INCOME MANAGEMENT
06/04/2023,WOODLANDS,BLACKPOOL TOWER EYE,50.5,0,7922,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",BLACKPOOL TOWER EYE,100077,HEALDS ROAD
06/04/2023,WORKSHOPS,EURO CAR PARKS LTD,60,0,7523,AUTOMOBILE PARKING LOTS AND GARAGES,EURO CAR PARKS LTD,103367,POOL CARS
06/04/2023,WOODLANDS,WM MORRISONS STORE,43.19,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100077,HEALDS ROAD
06/04/2023,WOODLANDS,BLACKPOOL PLEASURE,120,0,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),BLACKPOOL PLEASURE,100077,HEALDS ROAD
06/04/2023,CASTLE GRANGE,AMZNMKTPLACE,29.12,5.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
06/04/2023,CASTLE GRANGE,AMZNMKTPLACE,58.3,11.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
06/04/2023,EARLY SUPPORT SERVICE WIDE,WWW.ARGOS.CO.UK,345,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100033,STRONGER FAMILIES
06/04/2023,SUPPORT SERVICES,GOV.UK,252,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GOV.UK,106093,CPC DRIVER TRAINING
06/04/2023,FAMILY PLACEMENT UNIT,NOA AND NANI,296.1,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NOA AND NANI,100058,FAMILY PLACEMENT UNI
06/04/2023,ELM GROVE,AMZ CHENYUAN-EU,-12.49,-2.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ CHENYUAN-EU,100094,ELM GROVE
06/04/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,LNER WEB SALES,308.2,0,4112,PASSENGER RAILWAYS,LNER WEB SALES,103937,CHIEF EXECUTIVE & CS
06/04/2023,TOWN HALL BARS HQ,HOME BARGAINS HUDDERSF,1.88,0,5251,HARDWARE STORES,HOME BARGAINS HUDDERSF,107331,ONE VENUE HUDDS TH
06/04/2023,ORCHARD VIEW,WWW.ARGOS.CO.UK,153.94,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100095,ORCHARD VIEW
06/04/2023,TEMPORARY ACCOMMODATION TEAM,MOUNT STREET CONVENIEN,28.57,1.43,5411,"GROCERY STORES, SUPERMARKETS",MOUNT STREET CONVENIEN,103490,TEMP ACCOMMODAT TEAM
06/04/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,36.1,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
06/04/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,-1,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
06/04/2023,REAL EMPLOYMENT,AMZNMKTPLACE,36.25,7.25,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104046,REAL EMPLOYMENT
06/04/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),HM PASSPORT OFFICE,53.5,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100037,ASSESSMENT & INT STH
06/04/2023,LEAVING CARE 18-21 (25) TEAM,AMZNMKTPLACE,881.14,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100069,LEAVING CARE 18-21 (
06/04/2023,DUKE OF EDINBURGH AWARDS,LIDL GB MIRFIELD,13.97,0.89,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB MIRFIELD,100133,DUKE OF EDIN AWARDS
06/04/2023,DUKE OF EDINBURGH AWARDS,LIDL GB MIRFIELD,4.47,0,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB MIRFIELD,100133,DUKE OF EDIN AWARDS
06/04/2023,EARLY SUPPORT SERVICE WIDE,TRAINLINE.COM,23.02,0,4112,PASSENGER RAILWAYS,TRAINLINE.COM,107428,CONNECTED PERSON TEAM
06/04/2023,CUSTOMER SERVICE CENTRE,AMZNMKTPLACE,6.25,1.25,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,106410,CUSTOMER SERV CENTRE
06/04/2023,GREENHEAD CONSERVATORY,LIDL GB MIRFIELD,65.75,0,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB MIRFIELD,103160,GREENHEAD CONSERVATY
06/04/2023,ORCHARD VIEW,B & Q 1240,73.82,14.76,5200,HOME SUPPLY WAREHOUSE STORES,B & Q 1240,100095,ORCHARD VIEW
06/04/2023,YOUTH JUSTICE SERVICE,WWW.ARGOS.CO.UK,41.66,8.33,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,107167,YOUTH JUSTICE SERVICE
06/04/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CALDERDALE MBC,33,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CALDERDALE MBC,100037,ASSESSMENT & INT STH
06/04/2023,LAC 0-18 TEAM,KIRKLEES COUNCIL,550,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100069,LEAVING CARE 18-21 (
06/04/2023,LAC 0-18 TEAM,WWW.DIRECT-DISCOUNTS.C,479.98,0,5722,HOUSEHOLD APPLIANCE STORES,WWW.DIRECT-DISCOUNTS.C,100069,LEAVING CARE 18-21 (
06/04/2023,LAC 0-18 TEAM,BRADFORD MET COUNCIL,22,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,BRADFORD MET COUNCIL,100069,LEAVING CARE 18-21 (
06/04/2023,MUSEUMS & GALLERIES HQ,WILKO RETAIL LIMITED,16.87,3.38,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO RETAIL LIMITED,104847,TECHNICAL EVT & REF
06/04/2023,WOODLANDS,,2.95,0,,,,100077,HEALDS ROAD
07/04/2023,ONE VENUES OAKWELL HALL BAR,TESCO STORES 2187,9.79,1.96,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,107322,OV OAKWELL HALL BAR
07/04/2023,CHERRY TREES,AMZNMKTPLACE,30.74,6.15,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104083,CHERRY TREES
07/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.12,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
07/04/2023,OAKWELL HALL MUSEUM,AMZNMKTPLACE AMAZON.CO,13.32,2.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104842,OAKWELL EVT & REF
07/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.18,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
07/04/2023,WOODLANDS,TEAM SPORT KARTING,88.8,0,7997,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF",TEAM SPORT KARTING,100081,WOODLANDS
07/04/2023,LOCAL ELECTIONS,AMZNBUSINESS EN1LU1W95,63.15,12.63,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS EN1LU1W95,103917,LOCAL ELECTIONS
07/04/2023,ORCHARD VIEW,,7.38,0,,,,100095,ORCHARD VIEW
07/04/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),,7.38,0,,,,100040,ASSESSMENT & INT NTH
07/04/2023,WOODLANDS,,5.9,0,,,,100077,HEALDS ROAD
07/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.85,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
07/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,4.22,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
07/04/2023,WOODLANDS,,7.38,0,,,,100081,WOODLANDS
07/04/2023,COPTHORNE (PROPOSED 4 BED UNIT),,7.38,0,,,,100079,COPTHORNE (PROPOSED
07/04/2023,WOODLANDS,,7.08,0,,,,100077,HEALDS ROAD
07/04/2023,YOUNG PEOPLES ENGAGEMENT TEAM,,5.9,0,,,,100133,DUKE OF EDIN AWARDS
07/04/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),,2.95,0,,,,100040,ASSESSMENT & INT NTH
07/04/2023,CHERRY TREES,,4.43,0,,,,104083,CHERRY TREES
08/04/2023,INGS GROVE HOUSE,MATALAN,28,0,5691,MEN'S AND WOMEN'S CLOTHING STORES,MATALAN,104076,INGS GROVE HOUSE
08/04/2023,ORCHARD VIEW,AMZNMKTPLACE AMAZON.CO,167.29,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100095,ORCHARD VIEW
08/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,5.32,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
08/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.1,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
08/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.35,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
09/04/2023,ELM GROVE,KIRKLEESACTIVELEISURE.,15,0,7997,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF",KIRKLEESACTIVELEISURE.,100094,ELM GROVE
09/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,11.24,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
09/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.07,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
09/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.26,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
10/04/2023,OAKWELL HALL,AMZNMKTPLACE AMAZON.CO,6.66,1.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,107176,OAKWELL HALL
10/04/2023,MILL DALE,WM MORRISONS STORE PIC,88.15,4.41,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE PIC,104081,MILL DALE
10/04/2023,IT PEOPLE,AMZNBUSINESS FS8GO6OZ5,63.95,12.79,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS FS8GO6OZ5,103858,IT SERVICES
10/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.04,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,101213,STRATEGIC COMMUNICAT
10/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.32,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
10/04/2023,IT PEOPLE,AMZNMKTPLACE,329.17,66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
10/04/2023,LOCAL ELECTIONS,AMZNBUSINESS ZK6IE27X5,63.15,12.63,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS ZK6IE27X5,103917,LOCAL ELECTIONS
10/04/2023,CLIFFE HOUSE - OPERATIONAL,CO-OP GROUP 190294,3.4,0,5411,"GROCERY STORES, SUPERMARKETS",CO-OP GROUP 190294,100318,CLIFFE HOUSE - OPERA
10/04/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,9.52,0.48,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
10/04/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,23.81,1.19,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
10/04/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,14.29,0.71,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
10/04/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,23.55,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
10/04/2023,REFUGEE RESETTLEMENT 2021,HEROKU MAR-80597771,14.17,0,7372,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",HEROKU MAR-80597771,106195,SRR COHORT 2
10/04/2023,LIBRARY & INFORMATION CENTRES,AMZNBUSINESS J94NN0TO5,16.79,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS J94NN0TO5,103763,BOOK FUND
10/04/2023,ELM GROVE,SP QURRY,20.9,0,5411,"GROCERY STORES, SUPERMARKETS",SP QURRY,100094,ELM GROVE
10/04/2023,ELM GROVE,TESCO STORES 2187,140.74,0.2,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
10/04/2023,WOODLANDS,,4.43,0,,,,100077,HEALDS ROAD
10/04/2023,STRATEGIC COMMUNICATIONS,123 REG LTD 006455375,47.96,0,4816,COMPUTER NETWORK/INFORMATION SERVICES,123 REG LTD 006455375,103936,PLACE B WKG TEAM
10/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,13.46,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,101213,STRATEGIC COMMUNICAT
10/04/2023,WOODLANDS,,7.38,0,,,,100077,HEALDS ROAD
10/04/2023,WOODLANDS,,2.95,0,,,,100077,HEALDS ROAD
10/04/2023,WOODLANDS,,5.9,0,,,,100077,HEALDS ROAD
10/04/2023,LAC 0-18 TEAM,AMAZON.CO.UK NC0Z38CB5,48.23,9.65,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK NC0Z38CB5,100069,LEAVING CARE 18-21 (
11/04/2023,ELM GROVE,AMZNMKTPLACE AMAZON.CO,5.41,1.08,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100094,ELM GROVE
11/04/2023,ELM GROVE,AMZNMKTPLACE AMAZON.CO,9.49,1.9,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100094,ELM GROVE
11/04/2023,YPAT,FOUR SQUARE HEALTHCARE,8.47,0,5047,DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,FOUR SQUARE HEALTHCARE,100096,YPAT
11/04/2023,TOWN HALL BARS HQ,TESCO STORES 2187,26.39,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,107334,ONE VENUE DEWS TH
11/04/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,28.57,1.43,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
11/04/2023,BED AND BREAKFAST,HOTEL IBIS,754.17,150.83,3533,HOTEL IBIS,HOTEL IBIS,103491,BED AND BREAKFAST
11/04/2023,MAYOR'S OFFICE,WILKO.COM,25,5,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO.COM,103925,MAYOR'S OFFICE
11/04/2023,THE GLASS BOX (FRIENDLY STREET),E.ON NEXT,61.42,3.07,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102108,BATLEY BUSINESS PARK
11/04/2023,TEMPORARY ACCOMMODATION TEAM,BEST ONE EXPRESS,28.57,2.86,5411,"GROCERY STORES, SUPERMARKETS",BEST ONE EXPRESS,103490,TEMP ACCOMMODAT TEAM
11/04/2023,TEMPORARY ACCOMMODATION TEAM,BEST ONE EXPRESS,28.57,0,5411,"GROCERY STORES, SUPERMARKETS",BEST ONE EXPRESS,103490,TEMP ACCOMMODAT TEAM
11/04/2023,REFUGEE RESETTLEMENT 2021,CALDERDALE MBC,35,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CALDERDALE MBC,106007,REFUGEE RESETTLEMENT
11/04/2023,THE GLASS BOX (FRIENDLY STREET),WWW.OPUSENERGY.COM,42.89,2.14,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.OPUSENERGY.COM,102108,BATLEY BUSINESS PARK
11/04/2023,CHERRY TREES,TESCO STORES 5731,162.56,32.51,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 5731,104083,CHERRY TREES
11/04/2023,KIRKLEES DIRECT,GET LICENSED,579.98,0,7392,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GET LICENSED,103742,KD 24HRS SERVICE
11/04/2023,MOORLANDS GRANGE,EBAY O 08-09930-90414,3.6,0,5311,DEPARTMENT STORES,EBAY O 08-09930-90414,104080,MOORLANDS GRANGE
11/04/2023,MOORLANDS GRANGE,WM MORRISONS STORE,14.06,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,104080,MOORLANDS GRANGE
11/04/2023,DISABLED CHILDREN SERVICE TEAM,WWW.ARGOS.CO.UK,292.95,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100089,DISABLED CHILDREN SE
11/04/2023,YOUTH JUSTICE SERVICE,WWW.ARGOS.CO.UK,13.5,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,107167,YOUTH JUSTICE SERVICE
11/04/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),AMZNMKTPLACE,34.97,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100037,ASSESSMENT & INT STH
11/04/2023,COPTHORNE (PROPOSED 4 BED UNIT),WWW.ARGOS.CO.UK,20.83,4.17,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100079,COPTHORNE (PROPOSED
11/04/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODGE GB0000,92.8,0,3615,TRAVELODGE,TRAVELODGE,100050,PERSONS ABROAD
11/04/2023,LAC 0-18 TEAM,B&Q MARKETPLACE,29.99,0,5211,"BUILDING MATERIALS, LUMBER STORES",B&Q MARKETPLACE,100069,LEAVING CARE 18-21 (
11/04/2023,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,57.95,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
11/04/2023,CATERING MANAGEMENT,AMZNMKTPLACE,45.81,9.16,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103265,"LINTHWAITE CLOUGH J,I&EY SCHOOL"
11/04/2023,ELM GROVE,TESCO STORES 2290,2.37,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2290,100094,ELM GROVE
11/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,4.67,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
11/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.3,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
11/04/2023,LAC 0-18 TEAM,HM PASSPORT OFFICE,53.5,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100068,LAC 0-18 TEAM
11/04/2023,WOODLANDS,WWW.ARGOS.CO.UK,89.99,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100077,HEALDS ROAD
11/04/2023,WOODLANDS,CURRYS ONLINE,279,0,5732,ELECTRONIC SALES,CURRYS ONLINE,100077,HEALDS ROAD
11/04/2023,WORKSHOPS,WWW.PROSOL.CO.UK,78.22,15.64,5533,"AUTOMOTIVE PARTS, ACCESSORIES STORES",WWW.PROSOL.CO.UK,103372,WORKSHOPS
11/04/2023,CASTLE GRANGE,AMZNMKTPLACE,24.21,4.84,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
11/04/2023,TEMPORARY ACCOMMODATION TEAM,TRAVELODGE GB0000,520.63,0,3615,TRAVELODGE,TRAVELODGE,103490,TEMP ACCOMMODAT TEAM
11/04/2023,FOSTERING TEAM,MANOMANO,100.82,20.16,5722,HOUSEHOLD APPLIANCE STORES,MANOMANO,100057,FOSTERING TEAM
11/04/2023,LEAVING CARE 18-21 (25) TEAM,WWW.ARGOS.CO.UK,341.95,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
11/04/2023,LEAVING CARE 18-21 (25) TEAM,HAMA,56,0,5814,FAST FOOD RESTAURANTS,HAMA,100069,LEAVING CARE 18-21 (
11/04/2023,LAC 0-18 TEAM,FARMFOODS 405,36.49,0,5411,"GROCERY STORES, SUPERMARKETS",FARMFOODS 405,100068,LAC 0-18 TEAM
11/04/2023,ELM GROVE,AMZNMKTPLACE,6.66,1.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
