Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Net Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000008990|5831|S0012531|5639109734,1141.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000008991|5832|S0012531|5639109734,697.51,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000008998|5833|S0012531|5639109734,507.28,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000008999|5834|S0012531|5639109734,507.28,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009000|5835|S0012531|5639109734,634.1,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009007|5838|S0012531|5639109734,887.74,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009008|5839|S0012531|5639109734,1160.28,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009009|5840|S0012531|5639109734,1141.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009010|5841|S0012531|5639109734,697.51,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009017|5846|S0012531|5639109734,697.51,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009018|5847|S0012531|5639109734,1141.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009019|5848|S0012531|5639109734,1141.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009021|5850|S0012531|5639109734,824.33,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Dis Support - Taunton,Medgen Limited,2023-05-22 00:00:00,SC01-000009025|5855|S0014329|5638673434,1728.45,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009030|5860|S0012531|5639109734,634.1,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009033|5863|S0012531|5639109734,1141.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009034|5864|S0012531|5639109734,1424.88,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Dis Support - Taunton,Medgen Limited,2023-05-22 00:00:00,SC01-000009035|5865|S0014329|5638673434,993.7,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Dis Support - Taunton,Medgen Limited,2023-05-22 00:00:00,SC01-000009036|5866|S0014329|5638673434,1609.5,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Family Assessments,Family Assessment & Support Service,2023-05-22 00:00:00,SC01-000009037|5867|S0006912|5639106439,-26055.72,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Covenant Care Limited,2023-05-22 00:00:00,SC01-000009040|5868|S0014360|5639005003,7667.28,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Elmwood Special School,[Redacted],2023-05-22 00:00:00,SC01-000009045|SC-ISC-100004615|S0041741|5638431918,575,Fees & Hired - Prof/Tech Serv Non-Curric
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009059|5876|S0012531|5639109734,697.51,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009064|5880|S0012531|5639109734,887.74,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009070|5882|S0012531|5639109734,697.51,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009071|5883|S0012531|5639109734,760.92,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009077|5886|S0012531|5639109734,634.1,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009078|5887|S0012531|5639109734,1141.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009080|5889|S0012531|5639109734,1141.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-05-22 00:00:00,SC01-000009081|5890|S0012531|5639109734,1141.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Wookey Primary School,The Fabulous Lunch Company Ltd,2023-05-22 00:00:00,SC01-000009101|SC-ISC-100004637|S0016184|5638363150,706.68,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Wookey Primary School,The Fabulous Lunch Company Ltd,2023-05-22 00:00:00,SC01-000009103|SC-ISC-100004640|S0016184|5638363150,709.02,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Ilchester Primary School,Figs Catering Ltd,2023-05-22 00:00:00,SC01-000009113|SC-ISC-100004646|S0009429|5638363158,1150,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Chilthorne Domer Primary Sch,Figs Catering Ltd,2023-05-22 00:00:00,SC01-000009129|SC-ISC-100004654|S0009429|5638363158,611.4,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Norton Sub Hamdon Primary Sch,Guardian Pest Control (SW) Ltd,2023-05-22 00:00:00,SC01-000009136|SC-ISC-100004661|S0003291|5638364264,950.4,Fees & Hired - Pest Control
Somerset Council,2023-09-30 00:00:00,Asst to Families - Sedgemoor,Staffing Operational Solutions,2023-05-22 00:00:00,SC01-000009154|5927|S0010998|5639099493,1804.88,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Curry Rivel Primary School,Competition Line (UK) Ltd,2023-05-22 00:00:00,SC01-000009196|SC-ISC-100004676|S0015776|5638366287,630,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,Templecombe Primary School,Piskula Catering,2023-05-22 00:00:00,SC01-000009204|SC-ISC-100004695|S0007241|5638126241,531.33,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Templecombe Primary School,South West Gas Services Limited,2023-05-22 00:00:00,SC01-000009204|SC-ISC-100004696|S0012686|5638366308,2278,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,Frome Community College,Spot-On-Supplies Industrial Consumables Ltd,2023-05-22 00:00:00,SC01-000009226|SC-ISC-100004729|S0001203|5638366778,520.8,Equip Furn Mat - Equipment - Cleaning & Materials
Somerset Council,2023-09-30 00:00:00,Frome Community College,TeacherActive Limited,2023-05-22 00:00:00,SC01-000009226|SC-ISC-100004730|S0008840|5638366779,1538.42,Employee Agency
Somerset Council,2023-09-30 00:00:00,Fostering Placements,TACT,2023-05-22 00:00:00,SC01-000009230|5967|S0003589|5638529055,3032.51,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,TACT,2023-05-22 00:00:00,SC01-000009231|5968|S0003589|5638529055,4988.61,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,TACT,2023-05-22 00:00:00,SC01-000009232|5969|S0003589|5638529055,3960,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Elmwood Special School,[Redacted],2023-05-22 00:00:00,SC01-000009234|SC-ISC-100004735|S0041741|5638431918,575,Fees & Hired - Prof/Tech Serv Non-Curric
Somerset Council,2023-09-30 00:00:00,Elmwood Special School,[Redacted],2023-05-22 00:00:00,SC01-000009234|SC-ISC-100004736|S0041741|5638431918,575,Fees & Hired - Prof/Tech Serv Non-Curric
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Connect Fostering Services Ltd,2023-05-22 00:00:00,SC01-000009244|5977|S0016133|5639155752,3919.29,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,CLA - Yeovil,Bristol Children's Contact Services,2023-05-22 00:00:00,SC01-000009265|6005|S0009551|5639108222,501,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Hindhayes Infants School,SOMERSET COUNTY COUNCIL,2023-05-22 00:00:00,SC01-000009297|SC-ISC-100005258|S0002850|5639104518,600,Catering - Hospitality
Somerset Council,2023-09-30 00:00:00,Ashcott Primary School,Rapide System Supplies Limited,2023-05-22 00:00:00,SC01-000009309|SC-ISC-100004816|S0001156|5639173706,502.5,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Beckington Primary School,Iris Software Group Limited,2023-05-22 00:00:00,SC01-000009314|SC-ISC-100004823|S0014410|5638369844,695.45,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Rockwell Green Primary School,LANIER SOUTH WEST LTD,2023-05-22 00:00:00,SC01-000009324|SC-ISC-100004843|S0002674|5638059542,524.57,Print Stationery Office Exp - Reprographics - LR
Somerset Council,2023-09-30 00:00:00,LD Transport SSom,Cathedral Taxis,2023-05-22 00:00:00,SC01-000009346|SC-ICT-100000381|S0002426|5638372857,525,Car Allowances - Vehicle Mileage Allowance - Volunteers
Somerset Council,2023-09-30 00:00:00,NHS Somerset,OUR TAXIS COM,2023-05-22 00:00:00,SC01-000009346|SC-ICT-100000383|S0002436|5639111274,840,Direct Transport - Medical Need Transport
Somerset Council,2023-09-30 00:00:00,NHS Somerset,OUR TAXIS COM,2023-05-22 00:00:00,SC01-000009346|SC-ICT-100000384|S0002436|5639111274,988,Direct Transport - Medical Need Transport
Somerset Council,2023-09-30 00:00:00,Special Independent,Trotta's Taxis,2023-05-22 00:00:00,SC01-000009347|SC-IST-100000548|S0007151|5638372894,2438,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Dulverton Junior School,CPOMS Systems Limited,2023-05-22 00:00:00,SC01-000009372|SC-ISC-100004977|S0012565|5638425939,555,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Parkfield Primary School,Pembrokeshire Surf School Ltd,2023-05-22 00:00:00,SC01-000009395|SC-ISC-100004973|S0015844|5638377605,2065,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Nurs OPMH Spot,Somerset Care Support Services Ltd,2023-05-22 00:00:00,SC01-000009453|6057|S0007651|5637521476,-9126.58,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Nurs OPMH Spot,Somerset Care Support Services Ltd,2023-05-22 00:00:00,SC01-000009454|6058|S0007651|5637521476,-9719.05,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,Residential Placements,Empower Residentials Limited,2023-05-22 00:00:00,SC01-000009466|7203|S0012786|5638666599,7509.3,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009481|6282|S0004081|5639216756,3914.99,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009500|6097|S0013857|5639029709,698.76,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009501|6098|S0013857|5639029709,698.76,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009507|6103|S0013857|5639029709,1364.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009509|6105|S0013857|5639029709,1164.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Unaccompanied Asylum Seekers Children,Horizon Supported Accommodation Limited,2023-05-22 00:00:00,SC01-000009511|6107|S0012504|5639176558,1704.3,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009519|6113|S0013857|5639029709,1164.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009520|6114|S0013857|5639029709,931.68,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009522|6116|S0013857|5639029709,873.45,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Unaccompanied Asylum Seekers Children,Lotus Foster Care Ltd,2023-05-22 00:00:00,SC01-000009523|6117|S0016113|5638529058,3535.5,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009526|6120|S0013857|5639029709,1164.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009527|6121|S0013857|5639029709,929.92,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009530|6124|S0013857|5639029709,3485,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009532|6126|S0013857|5639029709,931.68,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009534|6128|S0013857|5639029709,931.68,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Aspire@RossHolme,2023-05-22 00:00:00,SC01-000009536|6130|S0013857|5639029709,756.99,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Coroners,APC (Pathology) Limited,2023-05-22 00:00:00,SC01-000009593|6180|S0011710|5639107595,800,TPP Other - Doctors & Paths
Somerset Council,2023-09-30 00:00:00,LD Daycare Tton,Harmony Day Services,2023-05-22 00:00:00,SC01-000009614|6198|S0007294|5639274317,1437.12,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,The Bridge School,[Redacted],2023-05-22 00:00:00,SC01-000009623|SC-ISC-100005022|S0041741|5638431918,1150,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,LD Homecare SaWS,Raven Support Ltd,2023-05-22 00:00:00,SC01-000009745|6255|S0016070|5639099542,700,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Legal Services Disbursements,Daniel Woodman & Co Ltd,2023-05-22 00:00:00,SC01-000009746|6256|S0042476|5639175170,3610.46,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009747|6257|S0004081|5639216756,3972.29,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009748|6258|S0004081|5639216756,3914.99,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009749|6259|S0004081|5639216756,4055.73,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009750|6260|S0004081|5639216756,3692.76,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009751|6261|S0004081|5639216756,3774.69,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,External Placements Leaving Care,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009752|6262|S0004081|5639216756,2391.38,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009757|6266|S0004081|5639216756,3826.68,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009758|6267|S0004081|5639216756,7847.96,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009761|6268|S0004081|5639216756,5356.4,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009762|6269|S0004081|5639216756,5758.74,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009769|6274|S0004081|5639216756,3911.76,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009779|6283|S0004081|5639216756,3826.68,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,FIVE RIVERS CHILD CARE LTD,2023-05-22 00:00:00,SC01-000009782|6288|S0004081|5639216756,5356.4,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Closed Landfill Sites,WATER2BUSINESS,2023-05-22 00:00:00,SC01-000009830|6323|S0039175|5639091109,2080.54,Water - Trade Effluent Discharge
Somerset Council,2023-09-30 00:00:00,Dulverton Junior School,BFS Group Ltd t/a Bidfood,2023-05-22 00:00:00,SC01-000009850|SC-ISC-100005198|S0003466|5639021128,505.72,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Ind & NM Schs-Code of Practice,Spaghetti Bridge Ltd,2023-05-22 00:00:00,SC01-000009882|7119|S0014293|5639216758,17352.6,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,Ind & NM Schs-Code of Practice,Sporting Stars CIC,2023-05-22 00:00:00,SC01-000009890|7103|S0015939|5639216551,7000,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,Somerset County Council,Newsquest Media Group Ltd,2023-05-22 00:00:00,SC01-000009916|SC-IDA-100000364|S0038917|5638442126,834.48,Print Stationery Office Exp - Advertising (not recruitment)
Somerset Council,2023-09-30 00:00:00,Somerset County Council,Newsquest Media Group Ltd,2023-05-22 00:00:00,SC01-000009916|SC-IDA-100000378|S0038917|5638442126,788.4,Print Stationery Office Exp - Advertising (not recruitment)
Somerset Council,2023-09-30 00:00:00,Hindhayes Infants School,Premier Support Services Ltd,2023-05-22 00:00:00,SC01-000009944|SC-ISC-100005276|S0015583|5638450863,1936.13,Equip Furn Mat - Equipment - Cleaning & Materials
Somerset Council,2023-09-30 00:00:00,COVID-19 Adults,Imperium Resourcing Ltd,2023-05-22 00:00:00,SC01-000009952|6407|S0015907|5639160299,12128,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,COVID-19 Adults,Imperium Resourcing Ltd,2023-05-22 00:00:00,SC01-000009953|6408|S0015907|5639160299,14402,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Unaccompanied Asylum Seekers Children,Horizon Supported Accommodation Limited,2023-05-22 00:00:00,SC01-000009972|6422|S0012504|5639176558,1704.3,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Unaccompanied Asylum Seekers Children,Horizon Supported Accommodation Limited,2023-05-22 00:00:00,SC01-000009973|6423|S0012504|5639176558,1704.3,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Unaccompanied Asylum Seekers Children,Horizon Supported Accommodation Limited,2023-05-22 00:00:00,SC01-000009974|6424|S0012504|5639176558,3621.9,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Unaccompanied Asylum Seekers Children,Horizon Supported Accommodation Limited,2023-05-22 00:00:00,SC01-000009975|6425|S0012504|5639176558,1704.3,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Unaccompanied Asylum Seekers Children,Horizon Supported Accommodation Limited,2023-05-22 00:00:00,SC01-000009981|6429|S0012504|5639176558,1704.3,TPP Other - Purchased Services - Personal Care
