Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Baltonsborough Village Hall And Playing Field Trust,2023-07-03 00:00:00,SC01-000027896|SC-ISC-100015032|S0000013|5642151640,1060.15,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Ridlers Ltd,2023-07-04 00:00:00,SC01-000028287|SC-IST-100001778|S0002363|5642158602,4678.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Ridlers Ltd,2023-07-04 00:00:00,SC01-000028287|SC-IST-100001779|S0002363|5642158603,4678.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Ridlers Ltd,2023-07-04 00:00:00,SC01-000028287|SC-IST-100001780|S0002363|5642158604,5459.4,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Ridlers Ltd,2023-07-04 00:00:00,SC01-000028287|SC-IST-100001781|S0002363|5642158605,5439.8,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Ridlers Ltd,2023-07-04 00:00:00,SC01-000028287|SC-IST-100001782|S0002363|5642158606,4219.6,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Ridlers Ltd,2023-07-04 00:00:00,SC01-000028287|SC-IST-100001783|S0002363|5642158607,7260.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Ridlers Ltd,2023-07-04 00:00:00,SC01-000028287|SC-IST-100001784|S0002363|5642158608,5439.8,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,Rayford Ltd,2023-07-04 00:00:00,SC01-000027832|SC-ISC-100015201|S0002365|5642156352,1520,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,Concessionary Fares Management,Hatch Green Coaches Ltd,2023-07-04 00:00:00,SC01-000027980|SC-SID-100005693|S0002368|5642154790,3180,Sup & Serv Oth - Contractors Costs - Not 3rd Party
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-07-04 00:00:00,SC01-000028285|SC-IST-100001760|S0002376|5642158580,1868.08,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-07-04 00:00:00,SC01-000028285|SC-IST-100001761|S0002376|5642158581,2118.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-07-04 00:00:00,SC01-000028285|SC-IST-100001762|S0002376|5642158582,2400,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-07-04 00:00:00,SC01-000028285|SC-IST-100001763|S0002376|5642158583,1471,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-07-04 00:00:00,SC01-000028285|SC-IST-100001764|S0002376|5642158584,4682,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Justaxis,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001768|S0002442|5642158588,1817,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Highways Depot - Yeovil,Algeco UK Ltd,2023-07-04 00:00:00,SC01-000025701|16558|S0002612|5642172037,731.59,Rents - Rents
Somerset Council,2023-09-30 00:00:00,Holway Park Community School,HOLWAY COMMUNITY CATERERS,2023-07-04 00:00:00,SC01-000027020|SC-ISC-100015365|S0002647|5642172356,9605,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Bowlish Infant School,SOMERSET COUNTY COUNCIL,2023-07-04 00:00:00,SC01-000028164|SC-ISC-100015181|S0002850|5642155849,1050,Training - Course Fees
Somerset Council,2023-09-30 00:00:00,Ilchester Primary School,SOMERSET COUNTY COUNCIL,2023-07-04 00:00:00,SC01-000028277|SC-ISC-100015226|S0002850|5642158195,702.15,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Wiveliscombe Primary School,SOMERSET COUNTY COUNCIL,2023-07-04 00:00:00,SC01-000028282|SC-ISC-100015239|S0002850|5642158497,726.73,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,TRUTEX,2023-07-04 00:00:00,SC01-000028288|SC-ISC-100015292|S0002815|5642158710,1887.65,Equip Furn Mat - Special Facility - School Uniform
Somerset Council,2023-09-30 00:00:00,Milborne Port Primary School,OAK APPLE EMBROIDERY,2023-07-04 00:00:00,SC01-000026973|SC-ISC-100015349|S0002909|5642172340,533,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,NAS Services Limited,2023-07-04 00:00:00,SC01-000020904|13574|S0002948|5642174588,-859.02,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,NAS Services Limited,2023-07-04 00:00:00,SC01-000023053|14853|S0002948|5642158879,2045.94,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,NAS Services Limited,2023-07-04 00:00:00,SC01-000023054|14854|S0002948|5642159163,1661.52,BST HMRC - Control Account - Output VAT
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,NAS Services Limited,2023-07-04 00:00:00,SC01-000025397|16290|S0002948|5642157612,3055.84,Contributions - Other Local Authorities
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,NAS Services Limited,2023-07-04 00:00:00,SC01-000025398|16291|S0002948|5642157613,1428.76,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare Mdp,NAS Services Limited,2023-07-04 00:00:00,SC01-000025399|16292|S0002948|5642157614,2529.24,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,NAS Services Limited,2023-07-04 00:00:00,SC01-000025400|16293|S0002948|5642157615,12427.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,NAS Services Limited,2023-07-04 00:00:00,SC01-000027763|17928|S0002948|5642156521,2219.19,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,MENCAP,2023-07-04 00:00:00,SC01-000027746|17911|S0003085|5642156520,8334.04,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Dillington HSE Overheads,BFS Group Ltd t/a Bidfood,2023-07-04 00:00:00,SC01-000020196|13260|S0003466|5642157960,774.63,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,BFS Group Ltd t/a Bidfood,2023-07-04 00:00:00,SC01-000025433|16326|S0003466|5642154665,728.6,Catering - Catering Provisions
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,BFS Group Ltd t/a Bidfood,2023-07-04 00:00:00,SC01-000025438|16331|S0003466|5642154666,876.84,Catering - Catering Provisions
Somerset Council,2023-09-30 00:00:00,Milford Infants School,Futurform Limited,2023-07-04 00:00:00,SC01-000028370|SC-ISC-100015333|S0003385|5642172324,522.92,Print Stationery Office Exp - Stationery
Somerset Council,2023-09-30 00:00:00,Contraception,CROWN MEDICAL CENTRE,2023-07-04 00:00:00,SC01-000026535|SC-SID-100005613|S0003597|5642055288,693.41,TPP Other - Contract Payment
Somerset Council,2023-09-30 00:00:00,LD Daycare SSom,Umbrella Homes,2023-07-04 00:00:00,SC01-000026352|16904|S0003599|5642156468,2781.44,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Mdp,Lifeline Homecare Limited,2023-07-04 00:00:00,SC01-000027291|17670|S0003725|5642156509,2150,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Bristol Water PLC,2023-07-04 00:00:00,SC01-000028122|SC-ISC-100015175|S0003884|5642153724,564.75,Water - Water Charges / Sewer
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Williton Mobility Services,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001765|S0004043|5642158585,1934,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,St Georges Primary (Taunton),Yorkshire Purchasing Organisation,2023-07-04 00:00:00,SC01-000028298|SC-ISC-100015318|S0004372|5642159440,535.03,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Contraception,Langport Surgery,2023-07-04 00:00:00,SC01-000026535|SC-SID-100005620|S0004716|5642055295,5599.54,TPP Other - Contract Payment
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001744|S0004736|5642158564,3990,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001745|S0004736|5642158565,2582.98,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001746|S0004736|5642158566,3111,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001747|S0004736|5642158567,1940,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001748|S0004736|5642158568,5560,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001749|S0004736|5642158569,3780,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001750|S0004736|5642158570,4743.6,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001751|S0004736|5642158571,2600,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001752|S0004736|5642158572,5722.8,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001753|S0004736|5642158573,3024.6,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001754|S0004736|5642158574,2583.05,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001755|S0004736|5642158575,3860,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001756|S0004736|5642158576,4104,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001757|S0004736|5642158577,3220.4,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001758|S0004736|5642158578,4200,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-07-04 00:00:00,SC01-000028285|SC-IST-100001759|S0004736|5642158579,4600,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000026958|17396|S0004972|5642156492,11200,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000026959|17397|S0004972|5642156493,825,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000026960|17398|S0004972|5642156494,11600,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000026961|17399|S0004972|5642156499,13708.24,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Respite SaWS,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000026963|17401|S0004972|5642156501,2627.64,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Residential Tton,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000026964|17402|S0004972|5642173935,6126.54,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000026965|17403|S0004972|5642156502,5600,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Respite SSom,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000026966|17404|S0004972|5642173936,7361.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000027230|17626|S0004972|5642156504,27566,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000027231|17627|S0004972|5642156505,1500,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD JF Supp Liv Tton,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000027233|17629|S0004972|5642156506,13566,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000027633|17757|S0004972|5642156512,28532,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ICM - Cross Pathway,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000027634|17758|S0004972|5642156513,13566,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000027635|17759|S0004972|5642156514,22662.64,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Crimson Hill Support Limited,2023-07-04 00:00:00,SC01-000027636|17760|S0004972|5642156515,27566,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Other Organisations/Individuals,Greenham,2023-07-04 00:00:00,SC01-000027323|SC-SIN-100003349|S0005058|5642172109,641.8,BST AP Supplier Returned Payments
Somerset Council,2023-09-30 00:00:00,Contraception,Redgate Medical Centre,2023-07-04 00:00:00,SC01-000026535|SC-SID-100005629|S0005531|5642055304,1368.88,TPP Other - Contract Payment
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-07-04 00:00:00,SC01-000026664|17156|S0005580|5642156470,1635.52,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-07-04 00:00:00,SC01-000026665|17157|S0005580|5642156471,1048.64,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare SaWS,Newcross Healthcare Solutions Ltd,2023-07-04 00:00:00,SC01-000026667|17159|S0005580|5642156473,1572.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-07-04 00:00:00,SC01-000026668|17160|S0005580|5642156474,8796.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Contraception,Queen Camel Medical Centre,2023-07-04 00:00:00,SC01-000026535|SC-SID-100005625|S0005654|5642055300,3131.81,TPP Other - Contract Payment
Somerset Council,2023-09-30 00:00:00,Concessionary Fares Management,Dartline Coaches,2023-07-04 00:00:00,SC01-000028027|SC-SID-100005698|S0006430|5642154795,1265,Sup & Serv Oth - Contractors Costs - Not 3rd Party
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000018435|16742|S0006763|5642173880,1330.72,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026038|16726|S0006763|5642173911,1307.04,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026039|16727|S0006763|5642173912,529.12,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026040|16728|S0006763|5642173913,933.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026041|16729|S0006763|5642173914,715.04,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026056|16738|S0006763|5642173915,2037.92,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026064|16743|S0006763|5642173916,1238.56,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026073|16750|S0006763|5642173918,1182.56,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026074|16751|S0006763|5642173919,762.4,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026075|16752|S0006763|5642173920,1019.2,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026076|16753|S0006763|5642173921,2082.08,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-07-04 00:00:00,SC01-000026078|16755|S0006763|5642173923,894.72,Transfer Payments - Adult Social Care Services Clients
