Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,06/01/2023,6003628865,10648.04,0.00,10648.04,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,06/01/2023,6003628164,12634.09,0.00,12634.09,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,06/01/2023,6003628041,31429.83,0.00,31429.83,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,06/01/2023,6003628863,32832.23,0.00,32832.23,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,06/01/2023,6003628864,33233.16,0.00,33233.16,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,06/01/2023,6003628866,42492.48,0.00,42492.48,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,06/01/2023,6003628867,50517.04,0.00,50517.04,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,06/01/2023,1600702365,7435.20,1239.20,6196.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,06/01/2023,6003628342,1050.00,0.00,1050.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,06/01/2023,6003628819,1145.00,0.00,1145.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,06/01/2023,6003628761,1200.00,0.00,1200.00,Sumup *Lmac Roofing,People (Adults) - CHSC,Subscriptions
Salford City Council,06/01/2023,6003628415,1200.00,0.00,1200.00,Sure Storage Irlam,People (Adults) - CHSC,General Repairs
Salford City Council,06/01/2023,6003628594,600.00,0.00,600.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,06/01/2023,6003628612,640.00,0.00,640.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,06/01/2023,6003628772,640.00,0.00,640.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,06/01/2023,6003628525,800.00,0.00,800.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,06/01/2023,6003628632,700.00,0.00,700.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,06/01/2023,6003628434,800.00,0.00,800.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,06/01/2023,6003628432,900.00,0.00,900.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,06/01/2023,1600702386,735.48,122.58,612.90,Thinkproject Uk Limited,Capital Expenditure,External Fees - Other
Salford City Council,06/01/2023,1600702352,1031.03,171.84,859.19,Thinkproject Uk Limited,Capital Expenditure,Other Works
Salford City Council,06/01/2023,1600702372,16853.93,0.00,16853.93,Together Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,06/01/2023,1600702373,20606.80,0.00,20606.80,Together Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,06/01/2023,1600702374,6090.00,1015.00,5075.00,Tools4Ever Ltd,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,06/01/2023,601480296,800.00,0.00,800.00,Toras Emes Primary School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,06/01/2023,1600702326,3360.00,560.00,2800.00,Ubiq Group Limited,Capital Expenditure,External Fees - Other
Salford City Council,06/01/2023,1600702370,3240.00,540.00,2700.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,06/01/2023,1600702383,555.37,92.56,462.81,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,06/01/2023,1600702377,6329.80,1050.82,5278.98,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,06/01/2023,6003628529,1872.00,0.00,1872.00,Www.Irrv.Org.Uk,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,06/01/2023,6003628601,600.00,0.00,600.00,Zettle_*Kevin Booth Pa,People (Adults) - CHSC,Other Professional Fees
Salford City Council,06/01/2023,6003628648,950.00,0.00,950.00,Zettle_*Kevin Booth Paint,People (Adults) - CHSC,Other Professional Fees
Salford City Council,06/01/2023,6003628790,950.00,0.00,950.00,Zettle_*Kevin Booth Paint,People (Adults) - CHSC,Other Professional Fees
Salford City Council,09/01/2023,601480352,7125.00,0.00,7125.00,Abbey Court Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,09/01/2023,1600702443,1065.50,177.58,887.92,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,09/01/2023,1600702451,1733.17,288.86,1444.31,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,09/01/2023,1600702450,2518.50,419.75,2098.75,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,09/01/2023,1600702452,6033.47,1005.58,5027.89,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,09/01/2023,1600702447,6727.18,1121.20,5605.98,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,09/01/2023,1600702449,8307.13,1384.52,6922.61,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,09/01/2023,1600702444,8312.04,1385.34,6926.70,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,09/01/2023,1600702460,1282.80,213.80,1069.00,Assa Abloy Global Solutions Uk Ltd,People (Childrens) Service Group,Licencing
Salford City Council,09/01/2023,1600702463,3600.00,0.00,3600.00,Big Toes Little Toes,People (Childrens) Service Group,Equipment Purchase
Salford City Council,09/01/2023,1600702485,2742.94,0.00,2742.94,Birtenshaw Hall,People (Childrens) Service Group,Pupil Assistance
Salford City Council,09/01/2023,1600702441,623.64,103.94,519.70,Chipside Ltd,Place Directorate,IT  Licence Fees
Salford City Council,09/01/2023,1600700536,10143.18,566.34,9576.84,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,09/01/2023,601480376,515.63,85.94,429.69,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,09/01/2023,601480324,517.46,86.25,431.21,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,09/01/2023,601480394,520.14,86.69,433.45,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,09/01/2023,601480364,600.00,100.00,500.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,09/01/2023,601480395,640.86,106.81,534.05,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,09/01/2023,601480378,1195.22,199.21,996.01,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,09/01/2023,601480368,1500.00,0.00,1500.00,Kiddiewinkles Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,09/01/2023,601480367,2188.00,0.00,2188.00,Magical Moments Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,09/01/2023,601480335,10710.54,0.00,10710.54,Manchester City Council,People (Adults) - CHSC,Salaries and Wages reallocated
Salford City Council,09/01/2023,601480366,2813.00,0.00,2813.00,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,09/01/2023,1600702158,1140.00,0.00,1140.00,Monton Village School Ltd,People (Childrens) Service Group,Payments to Agencies
,09/01/2023,2206216388,14226583.66,0.00,14226583.66,NHS CCG,People (Adults) - CHSC,Payment to HA
Salford City Council,09/01/2023,601480334,1059.48,176.58,882.90,Paypoint Network Ltd,People (Adults) - CHSC,Furniture
Salford City Council,09/01/2023,601480333,1632.06,272.01,1360.05,Paypoint Network Ltd,People (Adults) - CHSC,Furniture
Salford City Council,09/01/2023,601477740,361347.88,60224.65,301123.23,Peel Media Ltd,Service Reform (Corp Bus & Transform),Service Tenancies
Salford City Council,09/01/2023,1600702494,1299.11,216.52,1082.59,Reach Publishing Services Ltd,People (Adults) - CHSC,Marketing & Publicity
Salford City Council,09/01/2023,601480351,608.23,0.00,608.23,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,09/01/2023,601480355,69180.39,11529.94,57650.45,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,09/01/2023,1600702408,1320.00,220.00,1100.00,Royal Mail Group Ltd,Capital Expenditure,Other Works
Salford City Council,09/01/2023,1600702486,6500.00,0.00,6500.00,The Citywall Project Community Inte,People (Childrens) Service Group,Payments to Agencies
Salford City Council,09/01/2023,601480371,3150.00,0.00,3150.00,The Court Service,Place Directorate,Debt Collection Agents
Salford City Council,09/01/2023,1600702475,3046.56,0.00,3046.56,Together Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,09/01/2023,1600702474,3507.05,0.00,3507.05,Together Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,09/01/2023,1600702477,3639.46,0.00,3639.46,Together Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,09/01/2023,1600702479,3724.32,0.00,3724.32,Together Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,09/01/2023,1600702412,9968.95,1661.49,8307.46,Vaisala Ltd,Place Directorate,Other Office Expenses
Salford City Council,09/01/2023,1600702402,750.24,125.04,625.20,Vision For Education Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,09/01/2023,1600702405,750.24,125.04,625.20,Vision For Education Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,10/01/2023,1600702504,1560.21,47.85,1512.36,1010 Taxis,People (Childrens) Service Group,Client Travel Expenses
Salford City Council,10/01/2023,6003629556,9955.28,0.00,9955.28,Active Care Solutions Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,601480440,1684.50,0.00,1684.50,Adullam Homes Housing Assoc Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,1600702532,1376.28,229.38,1146.90,Allied Publicity Services (M/Cr)Ltd,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,10/01/2023,1600702514,4776.01,796.00,3980.01,Allpay Ltd,Service Reform (Corp Bus & Transform),Bank Commission
Salford City Council,10/01/2023,6003629562,4602.13,0.00,4602.13,Alpha Plus Fostering  Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629568,75299.66,0.00,75299.66,Bright Futures Care Ltd T/A Corners,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,601480523,703.45,0.00,703.45,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,10/01/2023,601480520,4342.31,0.00,4342.31,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,10/01/2023,1600702567,7820.06,1303.34,6516.72,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,10/01/2023,6003629576,24775.84,0.00,24775.84,Capstone Foster Care (North) Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629586,4856.00,0.00,4856.00,Capstone Foster Care (South West) ,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629566,37059.52,0.00,37059.52,Care Today Childrens Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629583,17253.20,0.00,17253.20,Compass Children'S Home Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629560,18424.00,0.00,18424.00,Dove Adolescent Services Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629559,3308.00,0.00,3308.00,Family Care Goup Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629579,40600.00,0.00,40600.00,Family Child Care Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629580,30422.44,0.00,30422.44,Five Rivers Child Care Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,601480521,724.94,0.00,724.94,Forbes Solicitors,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,10/01/2023,6003629565,18677.55,0.00,18677.55,Foster Care Associates Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629563,6737.60,0.00,6737.60,Foster Cares Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629569,26418.00,0.00,26418.00,Fostering Solutions Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,601480399,526.69,87.78,438.91,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480517,564.23,94.04,470.19,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480518,564.30,94.05,470.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480442,616.10,102.68,513.42,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480515,759.00,126.50,632.50,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480482,824.48,137.41,687.07,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480485,893.66,148.94,744.72,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480448,965.55,160.92,804.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480514,1192.36,198.73,993.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480432,1228.55,204.76,1023.79,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480436,1283.77,213.97,1069.80,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480447,1321.69,220.28,1101.41,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480403,1556.90,259.49,1297.41,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/01/2023,601480438,930.00,155.00,775.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/01/2023,601480408,1467.00,244.50,1222.50,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/01/2023,601480409,2384.68,388.18,1996.50,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/01/2023,601480439,2800.80,466.80,2334.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/01/2023,1600700255,1000.00,0.00,1000.00,Greater Manchester Travelcards Ltd,People (Childrens) Service Group,Staff Travel
Salford City Council,10/01/2023,1600702545,557.94,92.99,464.95,Hireway Rentals Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/01/2023,1600702547,557.94,92.99,464.95,Hireway Rentals Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/01/2023,1600702542,558.00,93.00,465.00,Hireway Rentals Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/01/2023,1600702549,558.00,93.00,465.00,Hireway Rentals Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/01/2023,1600702541,581.92,96.99,484.93,Hireway Rentals Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/01/2023,1600702543,581.92,96.99,484.93,Hireway Rentals Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/01/2023,1600702544,770.57,128.43,642.14,Hireway Rentals Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/01/2023,1600702546,770.57,128.43,642.14,Hireway Rentals Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/01/2023,6003629572,23325.00,0.00,23325.00,Holistic Approach Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,6003629561,13800.00,0.00,13800.00,Horizon Care & Education Group Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/01/2023,1600702577,26854.41,0.00,26854.41,Islington Mill Arts Club,Place Directorate,Grants - Externally Funded
