Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,15/02/2023,601483960,932.80,0.00,932.80,Jane Lark T/A Brencliff Childcare,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705047,5760.00,960.00,4800.00,Jep Youth Engagement Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,15/02/2023,601483835,1452.00,0.00,1452.00,Jitterbugz Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483963,3547.50,0.00,3547.50,Jitterbugz Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705002,1005.00,150.00,855.00,Junction 17 Defensive Driving,Place Directorate,Training expenses
Salford City Council,15/02/2023,601483838,580.80,0.00,580.80,Kay's Just Like Home Childcare,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483840,871.20,0.00,871.20,Kerem Schlome Independent Schools,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483970,16439.50,0.00,16439.50,Kerem Schlome Independent Schools,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483841,3194.40,0.00,3194.40,Kiddiewinkles Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483971,3753.75,0.00,3753.75,Kiddiewinkles Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483843,1716.00,0.00,1716.00,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483844,4638.27,0.00,4638.27,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483846,5756.89,0.00,5756.89,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483845,8421.60,0.00,8421.60,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483976,17326.77,0.00,17326.77,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483974,18591.80,0.00,18591.80,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483977,19836.48,0.00,19836.48,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483975,23461.44,0.00,23461.44,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483979,4527.25,0.00,4527.25,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483848,5808.00,0.00,5808.00,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483852,2613.60,0.00,2613.60,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483983,12100.55,0.00,12100.55,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483853,2904.00,0.00,2904.00,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483984,13424.40,0.00,13424.40,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483849,3775.20,0.00,3775.20,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483980,6960.80,0.00,6960.80,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483850,2032.80,0.00,2032.80,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483981,3837.17,0.00,3837.17,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483851,4936.80,0.00,4936.80,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483982,13013.00,0.00,13013.00,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483806,871.20,0.00,871.20,Kinderland,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483856,6441.60,0.00,6441.60,Ladybird Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483987,15015.00,0.00,15015.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483934,1609.30,0.00,1609.30,Little Blessings Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483807,1742.40,0.00,1742.40,Little Blessings Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483860,2013.44,0.00,2013.44,Little Explorers,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483991,2300.50,0.00,2300.50,Little Explorers,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483859,4065.60,0.00,4065.60,Little Explorers Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483990,8987.00,0.00,8987.00,Little Explorers Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483858,4646.40,0.00,4646.40,Little Explorers Eccles,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483989,6233.50,0.00,6233.50,Little Explorers Eccles,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483861,1161.60,0.00,1161.60,Little Gems Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483992,5636.40,0.00,5636.40,Little Gems Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483993,709.50,0.00,709.50,Little Learners,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483862,2032.80,0.00,2032.80,Little Learners,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483863,3194.40,0.00,3194.40,Little People Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483994,3311.00,0.00,3311.00,Little People Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483864,3484.80,0.00,3484.80,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483995,5676.00,0.00,5676.00,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484071,696.97,116.16,580.81,Mainline Private Hire Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,15/02/2023,601483867,580.80,0.00,580.80,Manchester Jnr Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483866,2323.20,0.00,2323.20,Manchester Jnr Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483998,19015.15,0.00,19015.15,Manchester Jnr Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705081,3835.00,0.00,3835.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,15/02/2023,601483869,1452.00,0.00,1452.00,Merlin Childcare,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484000,5676.00,0.00,5676.00,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483870,10090.08,0.00,10090.08,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483771,629.40,104.90,524.50,Mike Davies Transport Ltd T/A Lynch,People (Childrens) Service Group,Pupil Assistance
Salford City Council,15/02/2023,601483874,1452.00,0.00,1452.00,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484003,1643.95,0.00,1643.95,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484002,1655.50,0.00,1655.50,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483873,4065.60,0.00,4065.60,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484004,18521.25,0.00,18521.25,Monton Village School Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600704979,1500.00,250.00,1250.00,Mr Mike Smith T/A Strand Refrigerat,Capital Expenditure,Works & Building
Salford City Council,15/02/2023,1600705016,6756.13,1126.02,5630.11,Nps Electrical Ltd,Capital Expenditure,External Fees - Other
Salford City Council,15/02/2023,601483847,2032.80,0.00,2032.80,Nutkins Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483978,14916.00,0.00,14916.00,Nutkins Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484009,693.00,0.00,693.00,Our Precious Tots Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483880,871.20,0.00,871.20,Our Precious Tots Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483887,1452.00,0.00,1452.00,Our Precious Tots Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484010,5363.60,0.00,5363.60,Oyy Lubavitch Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483773,12905.00,0.00,12905.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,15/02/2023,601484014,2716.45,0.00,2716.45,Pomegranate Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483885,4936.80,0.00,4936.80,Pomegranate Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483914,6256.25,0.00,6256.25,Prestolee Multi Academy Trust,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705105,12053.49,0.00,12053.49,Project Inc Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,15/02/2023,601483888,4065.60,0.00,4065.60,Rainbows Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484017,5203.00,0.00,5203.00,Rainbows Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600704989,611.70,101.95,509.75,Redacted Data,Place Directorate,Clothing & Uniforms
Salford City Council,15/02/2023,1600704998,1540.00,0.00,1540.00,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,15/02/2023,601483854,580.80,0.00,580.80,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483877,580.80,0.00,580.80,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483886,580.80,0.00,580.80,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483954,699.60,0.00,699.60,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483921,704.55,0.00,704.55,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483967,709.50,0.00,709.50,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484008,709.50,0.00,709.50,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483819,871.20,0.00,871.20,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483829,871.20,0.00,871.20,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483857,871.20,0.00,871.20,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483892,884.40,0.00,884.40,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484020,924.00,0.00,924.00,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483961,939.40,0.00,939.40,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484013,946.00,0.00,946.00,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484018,946.00,0.00,946.00,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484015,1182.50,0.00,1182.50,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483962,1399.20,0.00,1399.20,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483945,1409.10,0.00,1409.10,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483872,1452.00,0.00,1452.00,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484089,817.03,1.82,815.21,Refreshment Systems Ltd,Place Directorate,Food and refreshments
Salford City Council,15/02/2023,1600705071,2256.42,376.07,1880.35,Salix Homes Ltd,Capital Expenditure,Miscellaneous Expenses
Salford City Council,15/02/2023,601484021,946.00,0.00,946.00,Schools Out North West Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483893,2032.80,0.00,2032.80,Schools Out North West Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705015,386019.92,0.00,386019.92,Seddon Construction Ltd,Capital Expenditure,Other Works
Salford City Council,15/02/2023,1600705131,1230.00,205.00,1025.00,Seddon Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,15/02/2023,601483878,1452.00,0.00,1452.00,Shelleys Shortie's,People (Childrens) Service Group,Payments to Private Providers
