Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,18/01/2024,Tribunal appellant costs,Solicitor's Office & Legal Services,Harston Post Office & Village Stores c/o Lex Law,1900466043,"117,500.00",Costs awarded against department,EC4Y 9AA,,,,
HMRC,HMRC,18/01/2024,Project Development,CDIO - Core,EQUAL EXPERTS UK LTD,1900466072,"537,331.75",Project Development,AL1 5HE,,,,
HMRC,HMRC,18/01/2024,Project Development,CDIO - Core,ACCENTURE (UK) LTD,1900466073,"593,485.50",Project Development,EC3M 3BD,,,,
HMRC,HMRC,18/01/2024,Project Development,CDIO - Core,OPENCAST SOFTWARE EUROPE LTD,1900466076,"495,020.00",Project Development,NE6 1AB,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,Unity Business Services,CGI IT UK LTD,5100061366,"23,848.88",Project Support Labour Hours,CF31 9AP,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100061369,"519,395.51",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100061371,"156,757.87",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100061373,"33,564.61",Software Development,TF3 3BD,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100061384,"27,950.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100061390,"24,455.12",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100061395,"24,455.12",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,18/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100061396,"43,996.19",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,18/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100061396,"270,262.33",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100061405,"25,795.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100061406,"29,710.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100061411,"226,688.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,18/01/2024,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100061419,"51,305.06",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,18/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100061424,"8,101.48",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,18/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100061424,"49,766.20",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,18/01/2024,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100061426,207.6,Nat Pst Del Ser(VAT),S49 1HQ,,,,
HMRC,HMRC,18/01/2024,National postal ZVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100061426,"3,744.12",National postal ZVAT,S49 1HQ,,,,
HMRC,HMRC,18/01/2024,National postal EVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100061426,"3,551,261.48",National postal EVAT,S49 1HQ,,,,
HMRC,HMRC,18/01/2024,Soft FM Services,Estates,SODEXO LTD,5100061427,"83,670.32",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Soft FM Services,Estates,SODEXO LTD,5100061427,"513,974.82",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,18/01/2024,SW Lic Sup Off shlf,CDIO - Core,Phoenix Software,5100061436,"399,996.00",SW Lic Sup Off shlf,YO42 1NS,,,,
HMRC,HMRC,18/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100061437,"22,153.90",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,18/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100061437,"136,088.24",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100061440,"29,660.27",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,18/01/2024,Maintenance fees,Customs Policy and Strategy,ENGINE PARTNERS UK LLP,5100061454,"235,113.33",Maintenance fees,W1W 7RT,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,Customs Policy and Strategy,ACCENTURE (UK) LTD,5100061455,"42,474.67",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100061637,"262,279.36",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100061671,"234,015.98",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100061678,"393,660.50",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100061681,"152,526.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100061683,"240,057.75",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CCG Transformation,COGNIZANT Technology Solutions,5100061692,"80,662.25",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100061693,"24,786.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,CAPGEMINI,5100061695,"123,022.15",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,18/01/2024,Consultancy – IT,CDIO - Core,COGNIZANT Technology Solutions,5100061696,"21,619.00",Consultancy – IT,EC2M 4AG,,,,
HMRC,HMRC,18/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100061699,"348,921.75",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,IT Software Licenses and Support,CDIO - Core,INFORMATICA SOFTWARE LTD,1900466136,"590,550.56",IT Software Licenses and Support,SL6 3TN,,,,
HMRC,HMRC,19/01/2024,Project Development,CDIO - Core,Atos Holding UK 1 Ltd,1900469214,"3,640,295.33",Project Development,WC1V 6EA,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100061719,"36,405.08",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays HMRC,Unity Business Services,Baringa Partners LLP,5100061721,"32,640.00",Project Support Labour Hours,SW1E 6AJ,,,,
HMRC,HMRC,19/01/2024,Contin Labor Build,CDIO - Core,EQUAL EXPERTS UK LTD,5100061722,"36,800.00",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Knowledge Analysis & Intelligence,EQUAL EXPERTS UK LTD,5100061727,"73,602.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,Contin Labor Build,PDC Customer Strategy & Tax Design,EQUAL EXPERTS UK LTD,5100061728,"27,770.63",Software Development,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100061729,"394,972.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100061730,"434,368.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100061731,"434,368.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100061763,"244,234.62",IT contractors,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100061767,"49,464.75",IT contractors,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100061768,"246,228.36",Customs Declaration Service Contractor Costs,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100061772,"190,440.28",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100061775,"44,534.72",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100061779,"38,320.18",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,EQUAL EXPERTS UK LTD,5100061780,"47,325.86",Software Development,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,SW Lic Sup mngd Serv,CDIO - Core,BYTES SOFTWARE SERVICES LTD,5100061793,"42,482.15",SW Lic Sup mngd Serv,KT22 7TW,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Risk & Intelligence,EQUAL EXPERTS UK LTD,5100061794,"27,343.13",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,Recruitment services,Transformation HMRC Change Portfolio,CABINET OFFICE,5100061801,"35,200.00",Recruitment services,FY1 9JN,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100061811,"42,700.00",IT contractors,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100061813,"7,252.66",IT contractors,N1 7GU,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100061813,"12,880.87",IT contractors,N1 7GU,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100061813,"13,044.96",IT contractors,N1 7GU,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,TECKNUOVO LTD,5100061813,"22,808.16",Customs Declaration Service Contractor Costs,N1 7GU,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100061813,"29,863.93",IT contractors,N1 7GU,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,TECKNUOVO LTD,5100061813,"78,236.92",IT contractors,N1 7GU,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,FUJITSU SERVICES LTD,5100061816,"21,532.56",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100061974,"24,226.48",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100061989,"136,893.75",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100062033,"35,500.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,19/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100062034,"35,500.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,22/01/2024,Cycle Purchase for Staff - Cycle to Work Scheme,HMRC,EDENRED (UK GROUP) LTD (CYCLE TO WO,1900469310,"23,239.72",Cycle Purchase for Staff - Cycle to Work Scheme,SW1V 2RS,,,,
HMRC,HMRC,22/01/2024,Project Development,CDIO - Core,NATWEST- INTERNAL HMRC USE ONLY,1900469393,"30,041.72",Project Development,ST5 0QX,,,,
HMRC,HMRC,22/01/2024,Soft FM Services,Estates,SODEXO LTD,5100059656,"8,686.06",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,22/01/2024,Soft FM Services,Estates,SODEXO LTD,5100059656,"53,357.22",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,22/01/2024,Soft FM Services,Estates,SODEXO LTD,5100061429,"22,720.94",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,22/01/2024,Soft FM Services,Estates,SODEXO LTD,5100061429,"139,571.47",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,22/01/2024,Disposal Seized Gds,Fraud Investigation Service,GXO LOGISTICS SERVICES UK LIMITED,5100062044,"30,592.92",Disposal Seized Gds,EH2 4DF,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100062054,"271,314.69",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100062055,"93,834.94",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100062058,"155,802.01",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100062069,"36,851.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100062070,"66,640.32",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/01/2024,SW Lic Sup mngd Serv,Transformation DG & Programme Office,CGI IT UK LTD,5100062079,"72,459.55",SW Lic Sup mngd Serv,CF31 9AP,,,,
HMRC,HMRC,22/01/2024,SW Lic Sup mngd Serv,Transformation DG & Programme Office,CGI IT UK LTD,5100062080,"82,111.29",SW Lic Sup mngd Serv,CF31 9AP,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,ACCENTURE (UK) LTD,5100062097,"47,073.64",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,22/01/2024,Soft FM Services,Estates,SODEXO LTD,5100062099,"77,946.04",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,22/01/2024,Soft FM Services,Estates,SODEXO LTD,5100062099,"478,811.37",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,HMRC Security,CAPGEMINI,5100062116,"33,020.40",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100062147,"25,348.68",Customs Declaration Service Contractor Costs,AL1 5HE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100062149,"31,061.73",Trader Data IT contractors,TF3 3BD,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100062319,"44,800.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100062320,"226,650.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100062322,"92,000.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100062323,"22,950.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100062324,"213,725.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100062328,"175,550.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,22/01/2024,Maintenance fees,CSG Transformation,GENERAL REGISTER OFFICE,5100062335,"78,000.00",Maintenance fees,BT9 5RR,,,,
HMRC,HMRC,22/01/2024,Research (VAT rec),Knowledge Analysis & Intelligence,OFFICE FOR NATIONAL STATISTICS,5100062337,"212,200.00",Research Services,NP10 8XG,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100062345,"319,316.00",Customs Declaration Service Contractor Costs,EC2M 4AG,,,,
HMRC,HMRC,22/01/2024,Contingent Labr-Adm,PT Operations,BROOK STREET (UK) LTD,5100062350,"1,059,547.10",Contingent Labr-Adm,LU1 2AZ,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays HMRC,Operational Excellence & Output Mgmt,ACCENTURE (UK) LTD,5100062356,"31,232.21",PROJECT Mandays HMRC,EC3M 3BD,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ACCENTURE (UK) LTD,5100062361,"124,083.83",Software Development,EC3M 3BD,,,,
HMRC,HMRC,22/01/2024,Network Voice Serv,CDIO - Core,BRITISH TELECOMMUNICATIONS PLC,5100062371,"14,944.28",Network Voice Serv,E1 8EE,,,,
HMRC,HMRC,22/01/2024,WAN maint or supp,CDIO - Core,BRITISH TELECOMMUNICATIONS PLC,5100062371,"298,149.56",WAN maint or supp,E1 8EE,,,,
HMRC,HMRC,22/01/2024,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100062376,"44,468.65",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100062391,"72,798.76",IT contractors,AL1 5HE,,,,
HMRC,HMRC,23/01/2024,Govt dept services,CFO Transformation Programmes,LOGAN CONSTRUCTION SE LTD,5100062410,"161,817.62",Dover Specialist Site. Professional Services - Project Support. Dec 23,SE9 3TL,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100062418,"38,228.10",Customs Declaration Service Contractor Costs,EC2M 4AG,,,,
HMRC,HMRC,23/01/2024,Soft FM Services,Estates,SODEXO LTD,5100062426,"7,052.90",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,23/01/2024,Soft FM Services,Estates,SODEXO LTD,5100062426,"43,324.94",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,23/01/2024,SW Lic Sup Off shlf,CDIO - Core,Phoenix Software,5100062435,"50,176.90",SW Lic Sup Off shlf,YO42 1NS,,,,
HMRC,HMRC,23/01/2024,Fast Strm Irrec VAT,Estates,CABINET OFFICE,5100062445,"-6,194.00",Fast Strm Irrec VAT,NP10 8FZ,,,,
HMRC,HMRC,23/01/2024,Fast Strm Irrec VAT,Estates,CABINET OFFICE,5100062445,"37,164.00",Fast Strm Irrec VAT,NP10 8FZ,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,IBM UNITED KINGDOM LTD,5100062475,"1,485,000.00",PROJECT Mandays Supp,SE1 9PZ,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,Indirect Tax Directorate,STREEVA LTD,5100062489,"118,792.50",PROJECT Mandays Supp,TR27 5EX,,,,
HMRC,HMRC,23/01/2024,Soft Licen Integral,Transformation DG & Programme Office,PEGASYSTEMS LTD,5100062594,"202,978.74",Soft Licen Integral,RG1 3JH,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,EQUAL EXPERTS UK LTD,5100062595,"97,151.25",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,EQUAL EXPERTS UK LTD,5100062600,"30,629.67",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays HMRC,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100062601,"455,141.38",PROJECT Mandays HMRC,EC2M 4AG,,,,
HMRC,HMRC,23/01/2024,SW Lic Sup mngd Serv,Transformation DG & Programme Office,CGI IT UK LTD,5100062602,"70,843.05",SW Lic Sup mngd Serv,CF31 9AP,,,,
HMRC,HMRC,23/01/2024,Consultancy - Learni,CFO Corporate Support,HM TREASURY,5100062603,"178,000.00",HMRC Contribution to GFF,NR7 0HS,,,,
HMRC,HMRC,23/01/2024,Paper surveys,Knowledge Analysis & Intelligence,OFFICE FOR NATIONAL STATISTICS,5100062612,"39,048.25",Paper surveys,NP10 8XG,,,,
HMRC,HMRC,23/01/2024,Legal services,Estates,DAC Beachcroft LLP - Office Account,5100062616,"33,852.50",Legal services,BS1 9HS,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,CDIO - Core,ATKINSREALIS UK LIMITED,5100062621,"43,205.00",PROJECT Mandays Supp,KT18 5BW,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COMPUTACENTER (UK) LTD,5100062632,"43,716.65",PROJECT Mandays Supp,AL10 9TW,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COMPUTACENTER (UK) LTD,5100062633,"59,096.91",PROJECT Mandays Supp,AL10 9TW,,,,
HMRC,HMRC,23/01/2024,Consultancy - P&C,CFO Transformation Programmes,Mott MacDonald,5100062634,"72,266.00",Newcastle Regional Centre. Professional Services - Project Support. Dec 23 ,SE1 9LZ,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,CDIO - Core,MICROSOFT LTD,5100062635,"48,833.00",PROJECT Mandays Supp,RG6 1WG,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,CDIO - Core,ATKINSREALIS UK LIMITED,5100062638,"26,865.00",PROJECT Mandays Supp,KT18 5BW,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,CDIO - Core,RESTORE DIGITAL LTD,5100062650,"64,888.00",PROJECT Mandays Supp,WV14 0UJ,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays HMRC,Transformation DG & Programme Office,DELOITTE LLP (L),5100062651,"40,800.00",PROJECT Mandays HMRC,MK9 1FD,,,,
HMRC,HMRC,23/01/2024,Cons ad imp (Ir VAT),Strat Planning Customer & Infrastructure,ERNST & YOUNG,5100062654,"288,000.00",Customs Target Operating Model design,NE1 4JD,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays HMRC,Transformation DG & Programme Office,DELOITTE LLP (L),5100062656,"141,588.00",PROJECT Mandays HMRC,MK9 1FD,,,,
HMRC,HMRC,23/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100062657,"28,502.55",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,23/01/2024,HMRC Shared(Rec-VAT),Unity Business Services,DEPARTMENT FOR TRANSPORT (DFT),5100062678,"1,262,664.41",Department for Transport Contracted out Service passthrough charge,SW1P 4DR,,,,
HMRC,HMRC,24/01/2024,Outhousing seized goods,Individuals & Small Business Compliance,Wincanton Group PLC,1900474968,"655,160.81",Outhousing seized goods,SN14 0WT,,,,
HMRC,HMRC,24/01/2024,Outhousing seized goods,Individuals & Small Business Compliance,Wincanton Group PLC,1900474969,"768,381.82",Outhousing seized goods,SN14 0WT,,,,
HMRC,HMRC,24/01/2024,Virtual Hosting and Infrastructure,CDIO - Core,SOFTCAT LTD,1900475037,"1,360,806.42",Virtual Hosting and Infrastructure,SL7 1LW,,,,
HMRC,HMRC,24/01/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900475067,"258,266.96",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,24/01/2024,Accommodation Security Services,Estates,Mitie Limited,1900475081,"1,042,665.48",Accommodation Security Services,SE1 9SG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100062658,"105,392.70",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100062659,"105,392.70",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,CGI IT UK LTD,5100062663,"55,921.90",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100062665,"73,107.44",Customs Declaration Service Contractor Costs,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,Contin Labor Build,CDIO - Core,COGNIZANT Technology Solutions,5100062673,"128,175.00",Contin Labor Build,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062685,"139,040.00",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062686,"112,840.00",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,Atos Holding UK 1 Ltd,5100062690,"200,216.92",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,Atos Holding UK 1 Ltd,5100062690,"372,468.17",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/01/2024,SW Lic Sup Off shlf,CDIO - Core,INSIGHT DIRECT (UK) LTD,5100062704,"207,835.20",SW Lic Sup Off shlf,S9 2BU,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100062705,"64,158.75",IT contractors,AL1 5HE,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062710,"124,966.25",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062714,"170,302.50",IT contractors,EC2M 4AG,,,,
