Organisation Name,Organisation Code,Unique Ref No ,Effective Date,Directorate where expenditure incurred, Supplier Name ,Payment Date,Net amount,Purpose of Spend,"Procurement Classification
(Higher Level)","Procurement Classification
(Lower Level)",CAPITAL / REVEUNE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-102,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,360,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-103,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-104,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,288,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-105,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,378,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-106,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-107,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,"1,008.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-108,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-109,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,597,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-110,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,585,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-111,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,"1,386.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-112,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-113,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,378,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-114,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,864,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-115,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,651,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-116,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,756,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-117,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,328.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-118,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,504,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-119,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,-445.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-120,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,262.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-121,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-122,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,819,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-123,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,630,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-124,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,630,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-125,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-126,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-127,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,598.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-128,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,357,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-129,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-130,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-131,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,"-1,381.68",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-132,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,603,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-133,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-134,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,"1,080.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-135,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,360,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-136,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,774,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-137,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,756,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-138,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,328.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-139,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-140,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,597,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-141,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,"1,386.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-142,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,864,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-143,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-144,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,630,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-145,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-146,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-147,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,378,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-148,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-149,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,"1,008.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-150,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,651,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-151,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-152,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-153,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,504,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-154,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,262.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-155,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,630,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-156,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,819,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-157,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-158,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,270,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-159,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,378,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-160,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-161,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-162,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,18/07/2023,603,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-163,31.07.2023,ADULT SOCIAL CARE,5 CARE SERVICES LTD,26/07/2023,"1,548.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-164,31.07.2023,CHILDRENS,5UP CIC,03/07/2023,"6,240.00",6211-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-165,31.07.2023,RESOURCES AND TRANSFORMATION,A D T FIRE AND SECURITY PLC,25/07/2023,"1,532.50",6310-Security & Alarm Maintenance,PREMISES,REPAIRS & MAINTENANCE,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-166,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,26/07/2023,408.94,6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-167,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,26/07/2023,"1,127.65",6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-168,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,28/07/2023,259.19,6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-169,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,28/07/2023,"1,412.23",6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-170,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,25/07/2023,443.43,6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-171,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,25/07/2023,878.52,6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-172,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,27/07/2023,"-1,607.68",6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-173,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,27/07/2023,-823.15,6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-174,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,27/07/2023,823.15,6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-175,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",A F BLAKEMORE & SON LTD,27/07/2023,"1,607.68",6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-176,31.07.2023,CHILDRENS,A1 WALSALL RADIO CARS,17/07/2023,"1,660.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-177,31.07.2023,CHILDRENS,A1 WALSALL RADIO CARS,17/07/2023,"1,530.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-178,31.07.2023,CHILDRENS,A1 WALSALL RADIO CARS,17/07/2023,"1,300.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-179,31.07.2023,CHILDRENS,A1 WALSALL RADIO CARS,17/07/2023,"-2,566.60",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-180,31.07.2023,CHILDRENS,A1 WALSALL RADIO CARS,17/07/2023,"2,220.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-181,31.07.2023,CHILDRENS,A1 WALSALL RADIO CARS,17/07/2023,"2,160.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-182,31.07.2023,CHILDRENS,A1 WALSALL RADIO CARS,17/07/2023,"1,536.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-183,31.07.2023,ADULT SOCIAL CARE,REDACTED,06/07/2023,900.96,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-184,31.07.2023,CHILDRENS,ABACUS FOSTERING LTD,11/07/2023,"2,984.80",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-185,31.07.2023,CHILDRENS,ABACUS FOSTERING LTD,11/07/2023,"2,818.88",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-186,31.07.2023,ADULT SOCIAL CARE,ABBEY HEALTHCARE HOMES LTD,04/07/2023,"3,180.76",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-187,31.07.2023,ADULT SOCIAL CARE,ABBEY HEALTHCARE HOMES LTD,04/07/2023,"3,180.76",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-188,31.07.2023,ADULT SOCIAL CARE,ABBEY HEALTHCARE HOMES LTD,04/07/2023,"3,604.84",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-189,31.07.2023,ADULT SOCIAL CARE,ABBEY HEALTHCARE HOMES LTD,04/07/2023,"2,432.32",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
