Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Arcus Consulting Llp,1265536,,,,13/12/2023,2200362158,"12,100.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ark Consultancy Limited,1275605,,,,02/11/2023,2200353577,"2,850.00",,Site Works,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ark Consultancy Limited,1275605,,,,27/11/2023,2200358583,"6,000.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ark Consultancy Limited,1275605,,,,19/12/2023,2200363450,"9,510.85",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,T/A Artelia UK,1232443,,,,20/11/2023,2200357046,720.00,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,T/A Artelia UK,1232443,,,,20/11/2023,2200357047,700.86,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,T/A Artelia UK,1232443,,,,20/11/2023,2200357048,"1,758.75",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,T/A Artelia UK,1232443,,,,20/11/2023,2200357049,"1,890.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Artesian Air Limited,1299055,,,,26/10/2023,2200352136,"3,121.00",,Special Maintenance,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Artesian Air Limited,1299055,,,,22/11/2023,2200357684,"1,198.00",,Special Maintenance,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Artesian Air Limited,1299055,,,,07/12/2023,2200360803,"1,198.00",,Special Maintenance,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Artesian Air Limited,1299055,,,,28/12/2023,2200364599,"3,121.00",,Special Maintenance,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ascendit Lifts Limited,1305556,,,,08/11/2023,2200354544,"7,915.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,30/10/2023,2200352718,"2,291.38",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,30/10/2023,2200352719,"130,177.82",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,01/11/2023,2200353411,"2,291.38",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,06/11/2023,2200354102,"109,851.70",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,13/12/2023,2200362173,"71,276.53",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ash Contracting Limited,1315733,,,,20/12/2023,2200363758,"343,137.34",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/10/2023,2200347173,"1,640.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/10/2023,2200347174,598.00,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,12/10/2023,2200349395,"26,154.00",,Professional Fees : Non Legal,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,12/10/2023,2200349491,800.00,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,12/10/2023,2200349494,651.00,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,01/11/2023,2200353407,"7,735.00",,Professional Fees : Non Legal,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/11/2023,2200353578,659.50,,Legal Fees & expenses,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/11/2023,2200353580,620.00,,Legal Fees & expenses,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,02/11/2023,2200353698,644.00,,Professional Fees : Non Legal,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,03/11/2023,2200353838,968.00,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,03/11/2023,2200353843,"1,300.00",,Legal Fees & expenses,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,03/11/2023,2200353854,"5,894.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,07/11/2023,2200354388,784.00,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,08/11/2023,2200354551,801.00,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,08/11/2023,2200354552,"2,774.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,09/11/2023,2200354859,750.00,,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,29/11/2023,2200359128,"1,883.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,29/11/2023,2200359130,"3,232.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,30/11/2023,2200359419,"1,500.00",,Other Consultants,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,01/12/2023,2200359605,"1,750.00",,Legal Fees & expenses,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,05/12/2023,2200360202,"2,363.00",,Professional Fees : Non Legal,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,15/12/2023,2200362720,"4,353.00",,Professional Fees : Non Legal,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,19/12/2023,2200363298,"1,750.00",,Legal Fees & expenses,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Atlas Maintenance Service Limited,1299798,,,,09/10/2023,2200348704,"9,129.79",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Atlas Maintenance Service Limited,1299798,,,,20/12/2023,2200363766,"7,086.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Austin-Smith Lord Limited,1316749,,,,12/12/2023,2200361764,"3,120.00",,Site Works,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Austin-Smith Lord Limited,1316749,,,,12/12/2023,2200361899,500.00,,Site Works,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Austin-Smith Lord Limited,1316749,,,,12/12/2023,2200361902,"2,544.00",,Site Works,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,29/11/2023,2200359145,"71,959.00",,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,29/11/2023,2200359181,829.00,,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,29/11/2023,2200359181,"16,170.20",,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,05/12/2023,2200360284,"87,746.25",,Other capital equipment,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,06/12/2023,2200360365,"5,147.28",,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,06/12/2023,2200360501,"2,865.00",,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,06/12/2023,2200360501,"1,065.00",,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,06/12/2023,2200360501,"2,865.00",,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,06/12/2023,2200360501,955.00,,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BT Global Services ,1233001,,,,06/12/2023,2200360501,710.00,,Creditors Control : AP GRIR,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,13/11/2023,2200355662,"1,250.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,16/11/2023,2200356590,"2,600.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,16/11/2023,2200356609,"2,500.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,23/11/2023,2200357967,"3,250.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,15/12/2023,2200362749,"6,250.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,15/12/2023,2200362750,"2,625.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,15/12/2023,2200362751,"1,250.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,15/12/2023,2200362754,750.00,,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,15/12/2023,2200362755,"11,375.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bates Wells & Braithwaite LONDON LL,1300920,,,,08/11/2023,2200354682,"7,094.00",,Professional Fees : Non Legal,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bates Wells & Braithwaite LONDON LL,1300920,,,,08/12/2023,2200361044,"2,013.00",,Professional Fees : Non Legal,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,31/10/2023,2200352876,845.00,,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,31/10/2023,2200352877,"2,505.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/11/2023,2200353412,"2,288.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,06/11/2023,2200354119,"11,890.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,15/11/2023,2200356109,"22,500.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,20/11/2023,2200357136,"8,180.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,27/11/2023,2200358605,"23,386.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/12/2023,2200359691,"2,212.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,08/12/2023,2200360971,"9,000.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,11/12/2023,2200361490,"140,000.00",,Construction : enhancements,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Benchmarx Kitchens and Joinery Ltd,1270136,,,,16/11/2023,2200356612,635.70,,Special Maintenance,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Beta Distribution (South) Ltd,1234938,,,,19/10/2023,2200350510,739.15,,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Beta Distribution (South) Ltd,1234938,,,,05/12/2023,2200360205,627.83,,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bevan Brittan Llp ,1232737,,,,25/10/2023,2200351696,"3,600.00",,Legal Fees & expenses,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bevan Brittan Llp ,1232737,,,,14/11/2023,2200355993,570.00,,Legal Fees & expenses,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bishop Creighton House Care & Repair Clients Account,1232751,,,,03/11/2023,2200354043,"7,500.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bishop Creighton House Care & Repair Clients Account,1232751,,,,03/11/2023,2200354047,"1,103.26",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bishop Creighton House Care & Repair Clients Account,1232751,,,,03/11/2023,2200354048,"7,355.06",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bishop Creighton House Care & Repair Clients Account,1232751,,,,03/11/2023,2200354049,"1,125.00",,Payments to main contractor,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bishop Creighton House Care & Repair Clients Account,1232751,,,,03/11/2023,2200354050,"1,029.00",,Payments to main contractor,,,,,,0,,,,
