Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,Lee Valley Regional Park Authority ,1234895,,,,19/04/2024,3110642314,"21,288.49",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,Lee Valley Regional Park Authority ,1234895,,,,16/05/2024,3110659173,"21,288.49",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,Lee Valley Regional Park Authority ,1234895,,,,19/06/2024,3110673294,"21,288.49",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Rider Levett Bucknall UK Ltd,1274167,,,,07/06/2024,2200398423,"35,308.26",,Surveys,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Rider Levett Bucknall UK Ltd,1274167,,,,07/06/2024,2200398424,"30,143.84",,Surveys,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Rider Levett Bucknall UK Ltd,1274167,,,,07/06/2024,2200398425,"25,566.45",,Surveys,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,24 Seven Companies Ltd,1260952,,,,26/04/2024,2200390335,"1,000.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,24 Seven Companies Ltd,1260952,,,,20/06/2024,2200401107,550,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Alphabet GB Ltd,1306001,,,,10/04/2024,2200386660,596.97,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Alphabet GB Ltd,1306001,,,,14/05/2024,2200393287,596.97,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Alphabet GB Ltd,1306001,,,,14/05/2024,2200393290,596.97,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Alphabet GB Ltd,1306001,,,,25/06/2024,2200401935,596.97,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Ashfords Llp ,1232627,,,,02/05/2024,2200391409,"2,137.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,01/04/2024,2200384573,690,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,01/04/2024,2200384574,979,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,01/04/2024,2200384580,982,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,01/04/2024,2200388536,685,,Cleaning Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,01/04/2024,2200388537,585,,Cleaning Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,01/04/2024,2200388538,810,,Cleaning Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,09/04/2024,2200386229,"2,441.40",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,09/04/2024,2200386232,"2,775.95",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,09/04/2024,2200386235,982.24,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,18/04/2024,2200388494,"1,600.88",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,26/04/2024,2200390333,980,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,26/04/2024,2200390334,"1,456.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,26/04/2024,2200390336,"1,261.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,09/05/2024,2200392326,"1,112.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,09/05/2024,2200392340,"1,179.44",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,17/05/2024,2200394245,880,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,20/05/2024,2200394595,"1,481.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,04/06/2024,2200397341,"2,495.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,04/06/2024,2200397347,"1,170.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,06/06/2024,2200398081,"1,985.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,10/06/2024,2200398950,"4,940.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,18/06/2024,2200400701,685,,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bell Decorating & Building Ltd ,1232723,,,,28/06/2024,2200402575,990,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Bevan Brittan Llp ,1232737,,,,10/05/2024,2200392783,750,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Cavendish Construction LTD,1267193,,,,09/04/2024,2200386205,"5,846.53",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Cavendish Construction LTD,1267193,,,,20/05/2024,2200394493,"9,990.00",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Cavendish Construction LTD,1267193,,,,12/06/2024,2200399551,"1,580.00",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Decontaminate UK Limited,1280985,,,,29/04/2024,2200390684,988.37,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Ecolution Group Limited,1305294,,,,18/06/2024,2200400681,"7,868.00",,Reactive Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Focus Furnishing ,1234438,,,,18/06/2024,2200400702,"1,172.00",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Redacted,D000000023,,,,08/04/2024,3110638434,"5,000.00",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Westminster City Council,D000000023,,,,08/04/2024,3110638459,"3,094.00",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Westminster City Council,D000000023,,,,08/04/2024,3110638460,"3,971.49",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Westminster City Council,D000000023,,,,08/04/2024,3110638461,"2,213.34",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Westminster City Council,D000000023,,,,08/04/2024,3110638462,"3,593.27",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Redacted,D000000023,,,,15/04/2024,3110641294,"3,600.00",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Resident Management Limited,D000000023,,,,15/04/2024,3110641295,621.75,,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Willmotts (Ealing) Ltd. Client Acco,D000000023,,,,15/04/2024,3110641298,"1,501.97",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Cordrose Management Limited,D000000023,,,,15/04/2024,3110641299,"1,515.50",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Urang Property Management Ltd,D000000023,,,,15/04/2024,3110641302,"1,670.90",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,G &  HZ LIMITED RE Hatherley Court,D000000023,,,,15/04/2024,3110641322,"1,216.40",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Dillion Property Management,D000000023,,,,17/04/2024,3110642062,"1,055.76",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Redacted,D000000023,,,,18/04/2024,3110642241,"1,406.20",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Redacted,D000000023,,,,24/04/2024,3110644164,"2,751.66",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,London Lettings and Estate Agent,D000000023,,,,24/04/2024,3110644178,"2,900.00",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Peabody Trust,D000000023,,,,24/04/2024,3110644189,"1,617.00",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,101-109 LADBROKE GROVE MANAGEMENT L,D000000023,,,,01/05/2024,3110645694,"2,592.40",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Cordrose Management Limited,D000000023,,,,01/05/2024,3110645695,866.11,,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Notting Hill Home Ownership,D000000023,,,,20/05/2024,3110661526,"3,128.25",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,JB Leitch Ltd Client Account,D000000023,,,,20/05/2024,3110661527,"1,729.87",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,POD General Client Account,D000000023,,,,20/05/2024,3110661534,"2,305.49",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Principia Estate and Asset Manageme,D000000023,,,,20/05/2024,3110661535,"2,816.42",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Principia Estate and Asset Manageme,D000000023,,,,20/05/2024,3110661536,"2,866.42",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,297 Westbourne Park (residents) Ltd,D000000023,,,,20/05/2024,3110661538,"1,080.00",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Danebury (Kensington) Limited,D000000023,,,,22/05/2024,3110664650,750,,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Trust Union Properties ( Number Six,D000000023,,,,22/05/2024,3110664651,"1,197.21",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,EDF Energy Customers Ltd,D000000023,,,,24/05/2024,3110665650,"1,414.96",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,G &  HZ LIMITED RE Hatherley Court,D000000023,,,,29/05/2024,3110666261,"1,472.26",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,G &  HZ LIMITED RE Hatherley Court,D000000023,,,,29/05/2024,3110666276,"1,562.45",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,G &  HZ LIMITED RE Hatherley Court,D000000023,,,,29/05/2024,3110666277,"1,216.40",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Best Gapp Estate Agent  Limited,D000000023,,,,31/05/2024,3110666608,"1,668.00",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Graig Sheehan Property Management,D000000023,,,,14/06/2024,3110670580,"2,372.29",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Space Management LLP,D000000023,,,,14/06/2024,3110670585,987.7,,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Cameret Court Residents Association,D000000023,,,,14/06/2024,3110670588,565.58,,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,"39 RUSSELL ROAD RTM CO. LTD., C/o S",D000000023,,,,19/06/2024,3110673286,"3,343.20",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,JMW Barnard Property Limited,D000000023,,,,19/06/2024,3110673290,"2,664.90",,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,TPS Estates,D000000023,,,,21/06/2024,3110673989,723,,Service Charges : Premises,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,Notting Hill Home Ownership,D000000023,,,,26/06/2024,3110674773,"1,766.09",,Service Charges : Premises,,,,,,No
