Beneficiary,Transactiosn Date,TransNo,Procurement,Purpose of Spend,Organisation,Amount
TOOLSTATION LTD,01/12/2024,31181002,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,52.51
TOOLSTATION LTD,01/12/2024,31181040,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,14.36
TOOLSTATION LTD,01/12/2024,31181147,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,25.96
TOOLSTATION UK,01/12/2024,31181085,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,4.11
WICKES CLIFTON,01/12/2024,31180858,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,66.00
WICKES CLIFTON,01/12/2024,31181024,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,34.00
WICKES CLIFTON,01/12/2024,31181099,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,45.00
WWW.CATERKWIK.CO.UK,01/12/2024,31181185,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,341.96
WWW.CATERKWIK.CO.UK,01/12/2024,31181089,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,299.98
Amazon Prime NQ90R6JD5,02/12/2024,31175877,"Supplies, Services & Other Expenses",Subscriptions,Greater Manchester Combined Authority,8.99
Amazon Prime TO7NC7334,02/12/2024,31178650,"Supplies, Services & Other Expenses",Subscriptions,Greater Manchester Combined Authority,8.99
Amazon Prime Y02Z14U65,02/12/2024,31173717,"Supplies, Services & Other Expenses",Subscriptions,Greater Manchester Combined Authority,8.99
APPLE.COM/BILL,02/12/2024,31178891,"Supplies, Services & Other Expenses",Computer Software,Greater Manchester Combined Authority,0.99
APPLE.COM/BILL,02/12/2024,31180882,"Supplies, Services & Other Expenses",Computer Software,Greater Manchester Combined Authority,0.99
BAR N BLOCK 40537685,02/12/2024,31178896,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,351.00
BURGER KING,02/12/2024,31178827,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,11.56
HARDWARE,02/12/2024,31180949,Premises Related Expenditure,Fixtures & Fittings,Greater Manchester Combined Authority,147.63
MOTO CHERWELL VALLEY,02/12/2024,31178428,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,35.26
MOTO CHERWELL VALLEY,02/12/2024,31178822,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,51.74
PHD BOATHOUSE 7,02/12/2024,31178507,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,74.55
PHD BOATHOUSE 7,02/12/2024,31178634,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,81.26
RAMSBOTTOM S STN,02/12/2024,31169261,"Supplies, Services & Other Expenses",Detection Identification and Monitoring,Greater Manchester Combined Authority,4.25
Rodney Street XAY,02/12/2024,31178472,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,5.00
SCREWFIX DIRECT,02/12/2024,31178744,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,59.99
SCREWFIX DIRECT,02/12/2024,31178893,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,59.99
The Liquorist,02/12/2024,31178643,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,144.79
ALDI 84 773,03/12/2024,31163925,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,15.73
AMAZON  204-2554873-33,03/12/2024,31163927,"Supplies, Services & Other Expenses",Computer Hardware,Greater Manchester Combined Authority,45.80
Amazon Prime TX9VB8P44,03/12/2024,31181159,"Supplies, Services & Other Expenses",Subscriptions,Greater Manchester Combined Authority,8.99
AMZNMktplace TQ81V45B4,03/12/2024,31181138,"Supplies, Services & Other Expenses",Subscriptions,Greater Manchester Combined Authority,3.99
ASDA STORES,03/12/2024,31181239,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,7.50
ASDA STORES,03/12/2024,31163769,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,5.85
ASDA STORES,03/12/2024,31166598,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,7.20
BOOKER LTD - 38531774,03/12/2024,31163901,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,66.53
CO-OP GROUP 108689,03/12/2024,31171209,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,5.95
Dunelm SoftFurnishings,03/12/2024,31178746,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,140.00
ESSO MIDDLEFORTH,03/12/2024,31181213,Transport Related Expenditure,Fuel,Greater Manchester Combined Authority,4.20
Go Local,03/12/2024,31175879,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,2.94
RUSSELLS,03/12/2024,31164545,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,5.00
SAINSBURYS S/MKTS,03/12/2024,31166738,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,25.20
Screwfix Spares Ltd,03/12/2024,31164565,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,36.10
SMBC PARKING,03/12/2024,31173669,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,2.20
STOCKPORT NHS FOUNDATI,03/12/2024,31180895,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,3.60
The Souvlaki Franchis,03/12/2024,31181044,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,8.50
WM MORRISONS STORE,03/12/2024,31178539,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,15.00
B & Q 1304,04/12/2024,31181246,"Supplies, Services & Other Expenses",Stationery,Greater Manchester Combined Authority,7.50
FARMFOODS 344,04/12/2024,31181108,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,22.55
HOME BARGAINS DROYSLDE,04/12/2024,31178867,"Supplies, Services & Other Expenses",Office Equipment,Greater Manchester Combined Authority,4.33
NCP MANCHESTER OXFFORD,04/12/2024,31176003,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,14.85
POUNDLAND LTD - 1361,04/12/2024,31178888,"Supplies, Services & Other Expenses",Office Equipment,Greater Manchester Combined Authority,2.20
TESCO STORES 2401,04/12/2024,31180981,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,21.60
AMAZON  204-6030999-33,05/12/2024,31163849,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,37.03
AMAZON  T361A3B14,05/12/2024,31181245,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,26.88
AMAZON  T36P71XJ4,05/12/2024,31180837,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,245.00
AMAZON  TL32L3H74,05/12/2024,31180933,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,14.97
AMZNMktplace T14PQ2OE4,05/12/2024,31181036,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,12.98
AMZNMktplace TX3QU1514,05/12/2024,31180954,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,20.17
AMZNMktplace TX5ND2RA4,05/12/2024,31180989,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,5.69
BOLTON COUNCIL,05/12/2024,31180995,Transport Related Expenditure,Additional Travel,Greater Manchester Combined Authority,70.00
BOLTON COUNCIL,05/12/2024,31181046,Transport Related Expenditure,Additional Travel,Greater Manchester Combined Authority,70.00
BOLTON COUNCIL,05/12/2024,31181195,Transport Related Expenditure,Additional Travel,Greater Manchester Combined Authority,105.00
CATERPARTS GBP,05/12/2024,31181075,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,44.82
DIGITAL ID,05/12/2024,31181244,"Supplies, Services & Other Expenses",Stationery,Greater Manchester Combined Authority,354.00
ELECTRIC CENTRE,05/12/2024,31180953,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,88.72
ELECTRIC CENTRE,05/12/2024,31181229,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,351.94
FABRIPLAS LIMITED,05/12/2024,31180932,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,420.00
GO OUTDOORS,05/12/2024,31162181,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,45.00
Go Outdoors Retail Lim,05/12/2024,31163850,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,292.00
IND PRODS,05/12/2024,31181063,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,653.82
MASTERCHARGE LTD,05/12/2024,31180861,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,594.00
MCC INTERNET,05/12/2024,31180901,Transport Related Expenditure,Additional Travel,Greater Manchester Combined Authority,30.00
ONLINESECUR,05/12/2024,31180883,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,131.06
PETER COX LTD,05/12/2024,31164560,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,390.00
R F SOLUTIONS LTD,05/12/2024,31181128,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,246.90
SAFETY SIGNS 4 LESS,05/12/2024,31180853,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,179.40
SCREWFIX DIRECT,05/12/2024,31180896,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,30.47
SITEBOX LIMITED,05/12/2024,31181123,"Supplies, Services & Other Expenses",Operational Equipment Consumables,Greater Manchester Combined Authority,559.99
SP ADK SECURITY,05/12/2024,31180985,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,840.00
SP APPLIANCE WORLD,05/12/2024,31181034,"Supplies, Services & Other Expenses",Fire Investigation Dog,Greater Manchester Combined Authority,274.99
SUPERLEC,05/12/2024,31181110,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,77.16
TLC DIRECT.CO.UK,05/12/2024,31180955,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,163.73
WWW.BROOKITE.COM,05/12/2024,31181011,"Supplies, Services & Other Expenses",General Office Expenses,Greater Manchester Combined Authority,339.48
WWW.PLANNINGPORTAL.CO.,05/12/2024,31163820,Capital,Estates Capital Contracts,Greater Manchester Combined Authority,209.00
WWW.PLANNINGPORTAL.CO.,05/12/2024,31163859,Capital,Estates Capital Contracts,Greater Manchester Combined Authority,209.00
WWW.PLANNINGPORTAL.CO.,05/12/2024,31163883,Capital,Estates Capital Contracts,Greater Manchester Combined Authority,209.00
YOURPARKINGSPACE,05/12/2024,31181037,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,16.00
Ryanair D 0000000YRBZGD,06/12/2024,31180852,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,40.72
SONESTA COLUMBUS 1154,06/12/2024,31180900,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,175.43
THE CASTLE INN,06/12/2024,31181080,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,47.95
THE LOWRY CENTRE LIMIT,06/12/2024,31180829,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,43.25
WARRINGTON BQ CAR PARK,06/12/2024,31181119,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,25.00
AMAZON  204-9213999-91,09/12/2024,31169142,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,61.95
Amazon Prime TQ4XL2KL4,09/12/2024,31181198,"Supplies, Services & Other Expenses",Periodicals & Magazines,Greater Manchester Combined Authority,8.99
AMZNMktplace TQ3BZ1PV4,09/12/2024,31181210,"Supplies, Services & Other Expenses",Stationery,Greater Manchester Combined Authority,2.65
CREVEJARIA STA CRUZ,09/12/2024,31181054,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,72.60
CREVEJARIA STA CRUZ,09/12/2024,31181193,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,43.14
CREVEJARIA STA CRUZ,09/12/2024,31180934,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,100.02
CREVEJARIA STA CRUZ,09/12/2024,31180961,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,63.99
DMN  THELIQUORISTPORTS,09/12/2024,31178401,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,21.50
GULSHAN,09/12/2024,31178673,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,43.80
LOCK AND KEY CENTR,09/12/2024,31180915,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,121.20
MANCHESTER CITY COUNCI,09/12/2024,31181182,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,11.00
RACKING SOLUTIONS,09/12/2024,31178439,Capital,Estates Capital Contracts,Greater Manchester Combined Authority,"1,800.00"
RACKING SOLUTIONS,09/12/2024,31178758,Capital,Estates Capital Contracts,Greater Manchester Combined Authority,"1,800.00"
REST DELICIOSO,09/12/2024,31181238,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,40.11
SCREWFIX DIR LTD,09/12/2024,31178548,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,26.49
STORE FIRST,09/12/2024,31173556,Capital,Estates Capital Contracts,Greater Manchester Combined Authority,661.82
THE GRAND HOTEL,09/12/2024,31178761,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,52.75
THE GRAND HOTEL,09/12/2024,31178796,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,50.05
UBER    TRIP,09/12/2024,31181079,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,18.90
UBER    TRIP,09/12/2024,31181133,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,18.91
UBER    TRIP,09/12/2024,31181008,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,17.94
UBER    TRIP,09/12/2024,31181149,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,14.94
UBER    TRIP,09/12/2024,31180823,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,24.92
UBER    TRIP,09/12/2024,31180840,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,19.91
UBER    TRIP,09/12/2024,31180868,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,17.92
UBER    TRIP,09/12/2024,31180873,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,9.94
