BODY,NAME,EXPENSE AREA,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555364,45097,-325.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555365,45097,1449.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555365,45097,-325.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555366,45097,1124.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555366,45097,325.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555366,45097,-325.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555367,45097,1449.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555367,45097,-325.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555368,45097,1449.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555368,45097,-325.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555369,45097,1449.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555369,45097,-325.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555370,45097,1208.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555370,45097,-271.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555371,45097,1208.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555371,45097,-271.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555372,45097,1208.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11555372,45097,-271.66
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ROTHERHAM OPPORTUNITIES COLLEGE LTD,Specialized Educational Services,11555386,45104,109459.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,KNIVETON (UK) LIMITED,Waste Disposal Inc Skip Hire,11555406,45083,994.08
Rotherham Metropolitan Borough Council,Assistant Chief Executive,TUSKER DIRECT,Fleet Hire And Purchase Financing,11555516,45090,-297.28
Rotherham Metropolitan Borough Council,Assistant Chief Executive,TUSKER DIRECT,Fleet Hire And Purchase Financing,11555517,45090,-402.87
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,G-MAP SERVICES LIMITED,Training Services,11555520,45090,2420
Rotherham Metropolitan Borough Council,Adult Care & Housing,GRANT AND ANNE KANGLEY,Hotel Accommodation & Conferencing,11555530,45092,3720
Rotherham Metropolitan Borough Council,Adult Care & Housing,GRANT AND ANNE KANGLEY,Hotel Accommodation & Conferencing,11555531,45092,3600
Rotherham Metropolitan Borough Council,Adult Care & Housing,GRANT AND ANNE KANGLEY,Hotel Accommodation & Conferencing,11555532,45092,2565
Rotherham Metropolitan Borough Council,Adult Care & Housing,GRANT AND ANNE KANGLEY,Hotel Accommodation & Conferencing,11555533,45092,3870
Rotherham Metropolitan Borough Council,Adult Care & Housing,GRANT AND ANNE KANGLEY,Hotel Accommodation & Conferencing,11555534,45092,3600
Rotherham Metropolitan Borough Council,Adult Care & Housing,GRANT AND ANNE KANGLEY,Hotel Accommodation & Conferencing,11555535,45092,4785
Rotherham Metropolitan Borough Council,Adult Care & Housing,BACK CARE SOLUTIONS LTD,Stationery Furniture & It Consumables,11555547,45105,537
Rotherham Metropolitan Borough Council,Adult Care & Housing,GRANT AND ANNE KANGLEY,Hotel Accommodation & Conferencing,11555650,45092,3750
Rotherham Metropolitan Borough Council,Adult Care & Housing,GRANT AND ANNE KANGLEY,Hotel Accommodation & Conferencing,11555651,45092,3900
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRYTONE LTD,Catering Equipment,11555659,45091,93.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,Road Markings And Traffic Management,11555751,45084,7675.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,Road Markings And Traffic Management,11555754,45089,1684.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Surveillance And Detection Equipment,11555759,45083,166.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11555836,45085,158
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11555837,45083,200
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11555838,45083,64
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11555839,45083,47
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11555840,45083,162
Rotherham Metropolitan Borough Council,Regeneration & Environment,SRCL LTD,Waste Disposal Inc Skip Hire,11555842,45107,1987.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11555849,45096,967.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11555849,45096,-217.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558690,45083,180
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558728,45096,695.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558728,45096,-156.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558729,45106,550.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558729,45106,-123.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558732,45096,551.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558732,45096,-123.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558733,45096,94.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558733,45096,-21.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558734,45096,551.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP VANS LTD,Transport Operations And Logistics,11558734,45096,-123.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,ROADWAY UK (TM) LTD,Road Markings And Traffic Management,11558785,45083,5436.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Q-FREE (BRISTOL) UK LTD,Street Lighting Materials,11558787,45098,430
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11558789,45096,608.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11558789,45096,-136.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11558793,45097,801.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11558793,45097,-180.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11558795,45096,801.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11558795,45096,-180.21
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11558797,45096,746.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11558797,45096,-167.78
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558808,45086,1400
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558811,45083,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558812,45083,64
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558818,45083,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRYTONE LTD,Catering Equipment,11558819,45091,151.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRYTONE LTD,Catering Equipment,11558821,45091,85
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558823,45083,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558825,45083,32
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11558826,45084,278.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558827,45083,114
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11558830,45084,24.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11558833,45085,548
Rotherham Metropolitan Borough Council,Regeneration & Environment,LEEDS COMMERCIAL LIMITED,Fleet Hire And Purchase Financing,11558882,45099,429.12
Rotherham Metropolitan Borough Council,Adult Care & Housing,SPECIALISED MOVERS,Removal Services,11558883,45085,439.9
Rotherham Metropolitan Borough Council,Adult Care & Housing,DA LANGUAGES LTD,Translation & Interpretation,11558964,45086,805.86
Rotherham Metropolitan Borough Council,Adult Care & Housing,DA LANGUAGES LTD,Translation & Interpretation,11558965,45092,2157.21
Rotherham Metropolitan Borough Council,Finance & Customer Services,DA LANGUAGES LTD,Translation & Interpretation,11558967,45084,6352.49
Rotherham Metropolitan Borough Council,Adult Care & Housing,DA LANGUAGES LTD,Translation & Interpretation,11558990,45086,463.4
Rotherham Metropolitan Borough Council,Adult Care & Housing,DA LANGUAGES LTD,Translation & Interpretation,11559005,45092,74.5
Rotherham Metropolitan Borough Council,Adult Care & Housing,DA LANGUAGES LTD,Translation & Interpretation,11559006,45092,68.15
Rotherham Metropolitan Borough Council,Public Health,ELIOR UK PLC,Hotel Accommodation & Conferencing,11559151,45090,1242.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,WENTWORTH WOODHOUSE PRESERVATION TRUST,Funding Contributions Or Grant,11559155,45090,42201.29
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11560710,45083,308
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11560712,45083,94
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11560713,45083,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,NG BAILEY FACILITIES SERVICES LIMITED,Repair And Maintenance,11560778,45083,345.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,NG BAILEY FACILITIES SERVICES LIMITED,Repair And Maintenance,11560779,45083,1057.19
Rotherham Metropolitan Borough Council,Regeneration & Environment,NG BAILEY FACILITIES SERVICES LIMITED,Repair And Maintenance,11560780,45083,1736.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,NG BAILEY FACILITIES SERVICES LIMITED,Repair And Maintenance,11560781,45083,632.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,Repair And Maintenance,11560848,45090,145
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,TLC LIVE,Specialized Educational Services,11560850,45103,528
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARROW COMMERCIAL CENTRE HUDDERSFIELD LTD,Fleet Hire And Purchase Financing,11560868,45097,154.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARROW COMMERCIAL CENTRE HUDDERSFIELD LTD,Fleet Hire And Purchase Financing,11560868,45097,-34.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11560869,45084,24.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11560870,45084,92
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11560871,45084,168.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,YORKSHIRE PURCHASING ORGANISATION,Stationery Furniture & It Consumables,11560922,45085,1115.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,AQUAM WATER SERVICES,Water Services,11560923,45106,860
Rotherham Metropolitan Borough Council,Regeneration & Environment,AQUAM WATER SERVICES,Water Services,11560924,45106,860
Rotherham Metropolitan Borough Council,Regeneration & Environment,CROMWELL POLYTHENE LTD,Waste Disposal Inc Skip Hire,11560953,45085,1924.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,AECOM INFRASTRUCTURE & ENVIRONMENT UK,Consultancy,11561991,45110,1849.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,KNIVETON (UK) LIMITED,Waste Disposal Inc Skip Hire,11562003,45083,737.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,Waste Disposal Inc Skip Hire,11562011,45090,243.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,INSIGHT DIRECT (UK) LTD,Technology,11562168,45085,166.07
Rotherham Metropolitan Borough Council,Regeneration & Environment,SG EQUIPMENT FINANCE LTD,Banking Leasing And Insurance,11562272,45091,4785
Rotherham Metropolitan Borough Council,Regeneration & Environment,SG EQUIPMENT FINANCE LTD,Banking Leasing And Insurance,11562272,45091,4785
Rotherham Metropolitan Borough Council,Regeneration & Environment,SG EQUIPMENT FINANCE LTD,Banking Leasing And Insurance,11562273,45091,3280
Rotherham Metropolitan Borough Council,Adult Care & Housing,SAFESPACES (CORNHOLME) LTD,Health And Hygiene Equipment,11562282,45084,7539.29
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,CYGNET (NW) LTD,Supporting People - Mental Health,11562297,45083,905
Rotherham Metropolitan Borough Council,Regeneration & Environment,AWS LANDSCAPES LTD T/A PTE,Repair And Maintenance,11562308,45086,107.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,AWS LANDSCAPES LTD T/A PTE,Repair And Maintenance,11562309,45086,115.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,AWS LANDSCAPES LTD T/A PTE,Repair And Maintenance,11562310,45086,82.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,AWS LANDSCAPES LTD T/A PTE,Repair And Maintenance,11562311,45086,86.8
