Supplier Name,Net Amount,Spend Type,Service,Department,Account,Entry Date,Payment type,
LONGACRE TREE SURGERY LTD.," 10,494.00 ",Private Sector Provision      ,Tree Service                  ,Environment & Climate Change,General Fund,15 Aug 23,Invoiced,
LONGACRE TREE SURGERY LTD.," 16,318.00 ",Private Sector Provision      ,Tree Service                  ,Environment & Climate Change,General Fund,15 Aug 23,Invoiced,
LOOK AHEAD CARE AND SUPPORT LTD," 1,489.14 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,23 Aug 23,Invoiced,
LOOMIS UK LIMITED, 547.52 ,General Fees & Services       ,Camden & Isl Cemetery Operatio,Environment & Climate Change,General Fund,1 Aug 23,Invoiced,
LOOMIS UK LIMITED, 657.02 ,General Fees & Services       ,Camden & Isl Cemetery Operatio,Environment & Climate Change,General Fund,14 Sep 23,Invoiced,
LOUISE FOX CONSULTING LTD," 1,513.72 ",Consultants - Fees            ,Safeguarding Adults           ,Adult Social Services,General Fund,7 Aug 23,Invoiced,
LOVE2REWARD, 507.50 ,General Fees & Services       ,CIN Barnsbury                 ,Children & Young People,General Fund,22 Aug 23,Invoiced,
LOVE2REWARD, 509.00 ,General Fees & Services       ,CIN Highbury                  ,Children & Young People,General Fund,19 Sep 23,Invoiced,
LOVE2REWARD, 509.00 ,General Fees & Services       ,CIN Holloway                  ,Children & Young People,General Fund,1 Aug 23,Invoiced,
Loxford House Nursery," 9,114.00 ",Direct Payment To N.S.O       ,PVI Nursery Education Funding ,Children & Young People,General Fund,5 Sep 23,Invoiced,
Loxford House Nursery," 23,452.80 ",Direct Payment To N.S.O       ,PVI Nursery Education Funding ,Children & Young People,General Fund,6 Jul 23,Invoiced,
LUCY ELECTRIC UK LTD," 1,298.00 ",General Works                 ,Vehicle Fleet Electrification ,Environment & Climate Change,General Fund,29 Jun 23,Invoiced,
Lul Ticket Machine, 5.00 ,Travel By Public Transpt,RSAP Housing First            ,Homes & Neighbourhoods,General Fund,11 Sep 23,Purchase Card,
Lul Ticket Machine, 10.00 ,Travel By Public Transpt,Islington Afghan              ,Homes & Neighbourhoods,General Fund,28 Jul 23,Purchase Card,
Lul Ticket Machine, 10.00 ,Travel By Public Transpt,Islington Afghan              ,Homes & Neighbourhoods,General Fund,17 Jul 23,Purchase Card,
Lul Ticket Machine, 10.00 ,Travel By Public Transpt,Islington Afghan              ,Homes & Neighbourhoods,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 10.00 ,Travel By Public Transpt,Islington Afghan              ,Homes & Neighbourhoods,General Fund,18 Sep 23,Purchase Card,
Lul Ticket Machine, 10.00 ,Travel By Public Transpt,COMMUNITY SAFETY - E&R,Homes & Neighbourhoods,General Fund,11 Sep 23,Purchase Card,
Lul Ticket Machine, 12.00 ,Travel By Public Transpt,COMMUNITY SAFETY - E&R,Homes & Neighbourhoods,General Fund,15 Aug 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,17 Jul 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Travel By Public Transpt,ESOL - Comm Learning,Community Wealth Building,General Fund,6 Jul 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Travel By Public Transpt,Holland Walk Caretakers,Homes & Neighbourhoods,HRA,7 Aug 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Purchases General,PAUSE,Children & Young People,General Fund,2 Oct 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,28 Sep 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Travel By Public Transpt,PAUSE,Children & Young People,General Fund,21 Sep 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Travel By Public Transpt,PAUSE,Children & Young People,General Fund,8 Sep 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Client Expenses,Rough Sleeping,Homes & Neighbourhoods,General Fund,7 Sep 23,Purchase Card,
Lul Ticket Machine, 15.00 ,Travel By Public Transpt,PAUSE,Children & Young People,General Fund,6 Sep 23,Purchase Card,
Lul Ticket Machine, 17.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,16 Aug 23,Purchase Card,
Lul Ticket Machine, 17.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,2 Oct 23,Purchase Card,
Lul Ticket Machine, 17.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,21 Sep 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Holland Walk Caretakers,Homes & Neighbourhoods,HRA,28 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,29 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,29 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Post 16 Progression Team,Community Wealth Building,General Fund,18 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Post 16 Progression Team,Community Wealth Building,General Fund,18 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,17 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,17 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,17 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,17 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,PAUSE,Children & Young People,General Fund,14 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,11 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Contact Islington,Community Engagement & Wellbeing,General Fund,11 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,ESOL - Comm Learning,Community Wealth Building,General Fund,6 Jul 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,PAUSE,Children & Young People,General Fund,15 Aug 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Holland Walk Caretakers,Homes & Neighbourhoods,HRA,14 Aug 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,10 Aug 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,PAUSE,Children & Young People,General Fund,10 Aug 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,5 Aug 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,5 Aug 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,3 Aug 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,27 Sep 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,PAUSE,Children & Young People,General Fund,21 Sep 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Post 16 Progression Team,Community Wealth Building,General Fund,21 Sep 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,PAUSE,Children & Young People,General Fund,20 Sep 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,COMMUNITY SAFETY - E&R,Homes & Neighbourhoods,General Fund,12 Sep 23,Purchase Card,
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Post 16 Progression Team,Community Wealth Building,General Fund,7 Sep 23,Purchase Card,
Lul Ticket Machine, 27.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,19 Jul 23,Purchase Card,
Lul Ticket Machine, 27.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,15 Aug 23,Purchase Card,
Lul Ticket Machine, 27.00 ,Travel By Public Transpt,Post 16 Progression Team,Community Wealth Building,General Fund,7 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,1 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Community Development,Homes & Neighbourhoods,HRA,19 Jul 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,London Regional Adoption Agenc,Children & Young People,General Fund,12 Jul 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Contact Islington,Community Engagement & Wellbeing,General Fund,11 Jul 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,11 Jul 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Contact Islington,Community Engagement & Wellbeing,General Fund,11 Jul 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,11 Jul 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Contact Islington,Community Engagement & Wellbeing,General Fund,11 Jul 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,6 Jul 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Residential Management Exp,Homes & Neighbourhoods,HRA,30 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Parks Management,Environment & Climate Change,General Fund,29 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Shared Lives,Adult Social Services,General Fund,29 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,22 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Purchases General,Noise Pollution,Homes & Neighbourhoods,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Pollution Projects Team,Environment & Climate Change,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Pollution Projects Team,Environment & Climate Change,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Pollution Projects Team,Environment & Climate Change,General Fund,21 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,17 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,17 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,16 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Community Partnerships        ,Community Engagement & Wellbeing,General Fund,15 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,15 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,15 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,15 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,15 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,15 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travelling Expenses,Fleet,Environment & Climate Change,General Fund,14 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,5 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,3 Aug 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Purchases General,PAUSE,Children & Young People,General Fund,2 Oct 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,26 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Caretaking & Cleaning General,Homes & Neighbourhoods,HRA,25 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Fleet,Environment & Climate Change,General Fund,25 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Caretaking & Cleaning General,Homes & Neighbourhoods,HRA,25 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,21 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,21 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,21 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,21 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,T A Development Team,Homes & Neighbourhoods,General Fund,20 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Holland Walk Caretakers,Homes & Neighbourhoods,HRA,20 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Holland Walk Caretakers,Homes & Neighbourhoods,HRA,20 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,19 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,19 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,19 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,19 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,19 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,14 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,14 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,14 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,14 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,14 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,14 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,London Regional Adoption Agenc,Children & Young People,General Fund,13 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,13 Sep 23,Purchase Card,
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,6 Sep 23,Purchase Card,
Lul Ticket Machine, 37.00 ,Travel By Public Transpt,Community Partnerships        ,Community Engagement & Wellbeing,General Fund,15 Aug 23,Purchase Card,
Lul Ticket Machine, 37.00 ,Travel By Public Transpt,Purchases General,Corporate,General Fund,19 Sep 23,Purchase Card,
Lul Ticket Machine, 37.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,5 Sep 23,Purchase Card,
Lul Ticket Machine, 41.67 ,Travel By Public Transpt,Estates champion team         ,Homes & Neighbourhoods,HRA,8 Sep 23,Purchase Card,
Lul Ticket Machine, 42.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,10 Jul 23,Purchase Card,
Lul Ticket Machine, 45.00 ,Travel By Public Transpt,St. John Street Caretakers,Homes & Neighbourhoods,HRA,19 Sep 23,Purchase Card,
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Housing Investigations Team,Homes & Neighbourhoods,HRA,26 Jul 23,Purchase Card,
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Highways - Maintenance,Environment & Climate Change,General Fund,25 Jul 23,Purchase Card,
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,In-house Repairs Contract Mgt,Homes & Neighbourhoods,HRA,25 Jul 23,Purchase Card,
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Highways - Maintenance,Environment & Climate Change,General Fund,25 Jul 23,Purchase Card,
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Highways - Maintenance,Environment & Climate Change,General Fund,25 Jul 23,Purchase Card,
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,11 Jul 23,Purchase Card,
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,11 Jul 23,Purchase Card,
