Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   2,,,,,,
Start Date:  30 April 2023,,,,,,
End Date:   27 May 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Cameras,1002\5110268988,25 May 2023,"229,752.60",
TFL CORPORATE,KANTAR PUBLIC UK LTD,Planning & Development Consultancy,1001\5110256878,03 May 2023,"226,475.00",
TFL CORPORATE,KANTAR PUBLIC UK LTD,Planning & Development Consultancy,1001\5110260128,03 May 2023,"226,475.00",
SURFACE TRANSPORT CORP,CSTS LTD,Connect PFI Service Costs,1002\5110258044,09 May 2023,"226,264.76",
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Building Maintenance & Repairs,1025\5110274246,23 May 2023,"226,102.94",
LONDON UNDERGROUND LTD,API CAPACITORS LIMITED,Signalling Systems,1005\5110268242,09 May 2023,"225,000.00",
LONDON UNDERGROUND LTD,UK POWER NETWORKS LTD,MR Construction Costs,1005\5110271364,17 May 2023,"224,631.22",
LONDON UNDERGROUND LTD,WHITMORE EUROPE LIMITED,Maintenance Materials,1005\5110277299,26 May 2023,"220,447.89",
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900048878,19 May 2023,"216,059.42",
DOCKLANDS LIGHT RAILWAY,DELATIM LIMITED,Civil Engineering Construction Works,1012\5110269856,11 May 2023,"213,396.91",
LONDON UNDERGROUND LTD,WINGATE ELECTRICAL PLC,MR Construction Costs,1005\5110272011,16 May 2023,"212,413.33",
DOCKLANDS LIGHT RAILWAY,CLESHAR CONTRACT SERVICES,Civil Engineering Construction Works,1012\5110264418,12 May 2023,"211,739.90",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110263362,17 May 2023,"209,554.36",
LONDON UNDERGROUND LTD,WINGATE ELECTRICAL PLC,MR Construction Costs,1005\5110268908,10 May 2023,"206,987.99",
RFL (IINFRASTRUCTURE) LTD,TALLERES ZITRON SA UK BRANCH,Professional Engineering Services,1025\5110257698,05 May 2023,"206,859.34",
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Professional Engineering Services,1025\5110274443,19 May 2023,"206,350.26",
LONDON UNDERGROUND LTD,GT GETTAXI (UK) LTD,Travel to/from work (Unsocial Hours),1005\5110265590,02 May 2023,"205,534.56",
LONDON BUS SERVICES LTD,KIER HIGHWAYS LTD T/A TARMACKIER JV,Road Maintenance,1006\5110275535,24 May 2023,"202,354.37",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Maintenance of Plant & Equipment,1002\5110268268,11 May 2023,"200,832.30",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900074894,22 May 2023,"200,000.00",
LONDON UNDERGROUND LTD,HYDER CONSULTING (UK) LTD,Planning & Development Consultancy,1005\5110264084,22 May 2023,"197,063.50",
TRANSPORT TRADING LTD,HERBERT SMITH LLP,Legal Fees,1004\5110278084,26 May 2023,"193,453.32",
TFL CORPORATE,NCC GROUP SECURITY SERVICES LTD,Management & Support Consultancy,1001\5110261242,16 May 2023,"193,000.00",
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5110258063,09 May 2023,"192,102.06",
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001\1900167377,12 May 2023,"190,926.71",
LONDON UNDERGROUND LTD,LENDLEASE JACOBS JOINT VENTURE,Contractors,1005\5110263542,16 May 2023,"190,397.28",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110261452,16 May 2023,"189,322.64",
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900259263,11 May 2023,"187,632.83",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BEXLEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900075007,24 May 2023,"185,168.27",
DOCKLANDS LIGHT RAILWAY,EVERSHEDS,Legal Fees,1012\1900005615,12 May 2023,"184,534.00",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5110265712,02 May 2023,"180,608.55",
DOCKLANDS LIGHT RAILWAY,MTR CORPORATION (UK) LIMITED,Civil Engineering Construction Works,1012\5110271928,15 May 2023,"177,985.96",
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Ticket & Pass Production,1004\5110268714,11 May 2023,"176,037.17",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Traffic Signals,1002\5110264423,19 May 2023,"175,843.81",
LONDON UNDERGROUND LTD,TELEFONIKA KABLE SA,Signalling Systems,1005\5110261225,16 May 2023,"173,486.33",
TFL CORPORATE,DELOITTE MCS LIMITED ,Management & Support Consultancy,1001\5110261974,17 May 2023,"172,150.00",
DOCKLANDS LIGHT RAILWAY,TRACK AND BUILD LTD.,Civil Engineering Construction Works,1012\5110272727,17 May 2023,"172,141.93",
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,Maintenance Materials,1005\5110266441,24 May 2023,"170,780.66",
RFL (IINFRASTRUCTURE) LTD,EDF ENERGY,Electricity,1025\1900001547,04 May 2023,"170,701.48",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110272625,24 May 2023,"169,706.94",
LONDON UNDERGROUND LTD,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1005\5110275739,24 May 2023,"168,736.75",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003\5110268743,23 May 2023,"166,728.37",
TFL CORPORATE,ATKINS LIMITED,Management & Support Consultancy,1001\5110259382,10 May 2023,"163,933.44",
TTL PROPERTIES LTD,CONAMAR BUILDING SERVICES LTD,Building Maintenance & Repairs,1040\5110264034,10 May 2023,"163,641.71",
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900260207,18 May 2023,"162,451.40",
LONDON UNDERGROUND LTD,OTIS LIMITED,Lift Maintenance,1005\5110271986,16 May 2023,"162,274.18",
RAIL FOR LONDON LIMITED,VOLKERRAIL SPECIALIST BUSINESSES LTD,Track General Maintenance,1020\5110263649,05 May 2023,"161,130.33",
SURFACE TRANSPORT CORP,NTT DATA UK LTD,IT Consultancy,1002\5110260791,12 May 2023,"160,681.26",
SURFACE TRANSPORT CORP,COSTAIN LTD,Road Maintenance,1002\5110275532,24 May 2023,"159,632.77",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5110265675,02 May 2023,"158,538.00",
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,PCN and Penalty Fare Processing,1002\5110266833,24 May 2023,"158,252.22",
LUL NOMINEE SSL LIMITED,CRAIG & DERRICOTT LTD,N/A,1031\5110261268,19 May 2023,"156,610.79",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,National Rail Contribution,1020\5110256865,03 May 2023,"154,493.40",
SURFACE TRANSPORT CORP,MEDIAEDGE,Management & Support Consultancy,1002\5110263428,05 May 2023,"154,267.34",
RAIL FOR LONDON LIMITED,ESG RAIL,Management & Support Consultancy,1020\5110253821,17 May 2023,"153,350.00",
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031\5110274947,22 May 2023,"153,211.19",
RAIL FOR LONDON LIMITED,KANTAR PUBLIC UK LTD,Transport Planning Consultancy & Services,1020\5110259708,10 May 2023,"151,400.00",
LONDON UNDERGROUND LTD,GT GETTAXI (UK) LTD,PCO Outsourced Services,1005\5110265591,15 May 2023,"149,865.73",
TRANSPORT TRADING LTD,MVA CONSULTANCY GROUP,Marketing Strategy And Consultancy,1004\5110264722,17 May 2023,"149,530.51",
DOCKLANDS LIGHT RAILWAY,AECOM LTD,Professional Engineering Services,1012\5110265702,11 May 2023,"148,241.11",
RFL (IINFRASTRUCTURE) LTD,SIEMENS MOBILITY LIMITED,Professional Engineering Services,1025\5110260583,12 May 2023,"148,033.44",
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004\5110273423,24 May 2023,"148,011.67",
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901693617,03 May 2023,"146,920.35",
LONDON UNDERGROUND LTD,MODULE-AR LTD,Vehicle Operating Leases,1005\5110272340,18 May 2023,"146,000.00",
TFL CORPORATE,PRICEWATERHOUSECOOPERS LLP,Management & Support Consultancy,1001\5110252587,16 May 2023,"145,000.00",
RAIL FOR LONDON LIMITED,EDF ENERGY,Traction Current,1020\5110262603,03 May 2023,"144,254.94",
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900048847,12 May 2023,"144,064.94",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5110269597,11 May 2023,"143,912.66",
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5110260099,12 May 2023,"143,544.70",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5110265722,02 May 2023,"143,520.83",
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Professional Engineering Services,1012\5110262321,12 May 2023,"141,374.24",
LONDON UNDERGROUND LTD,REFERENCE POINT LTD,Computer Software,1005\5110262354,04 May 2023,"140,000.00",
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900259267,05 May 2023,"139,780.89",
LONDON BUS SERVICES LTD,VOLKER FITZPATRICK LTD,Infrastructure Maintenance and Repair,1006\5110275566,24 May 2023,"139,593.38",
TTL PROPERTIES LTD,JOHN COBB & PARTNERS,Building Maintenance & Repairs,1040\5110270578,17 May 2023,"138,070.95",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110264055,17 May 2023,"138,048.87",
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5110258068,09 May 2023,"137,525.46",
LONDON UNDERGROUND LTD,TOTAL GAS & POWER LTD,Gas,1005\1900259780,11 May 2023,"136,171.05",
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004\1901694083,05 May 2023,"135,660.00",
DOCKLANDS LIGHT RAILWAY,TRACK AND BUILD LTD.,Civil Engineering Construction Works,1012\5110272666,17 May 2023,"135,271.41",
TTL PROPERTIES LTD,LONDON BOROUGH OF HACKNEY,Legal Fees,1040\1900005147,19 May 2023,"135,000.00",
TFL CORPORATE,DELOITTE MCS LIMITED ,Management & Support Consultancy,1001\5110261971,17 May 2023,"134,300.00",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Vehicle Repairs & Maintenance,1020\5110273998,26 May 2023,"134,056.46",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110263900,17 May 2023,"133,977.00",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110263359,17 May 2023,"133,272.79",
LONDON UNDERGROUND LTD,BRYEN & LANGLEY LTD,Building Maintenance & Repairs,1005\5110261953,05 May 2023,"132,145.09",
SURFACE TRANSPORT CORP,EURO PARKING COLLECTION PLC,CCS DVLA Costs,1002\5110267725,09 May 2023,"132,134.98",
TFL CORPORATE,ISIO GROUP LIMITED,Management & Support Consultancy,1001\5110272379,16 May 2023,"131,400.00",
DOCKLANDS LIGHT RAILWAY,KONE PLC,Civil Engineering Construction Works,1012\5110272529,24 May 2023,"130,123.51",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5110270633,12 May 2023,"130,102.86",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services - Claim Against Pr Yr Accrual,1002\1900074888,24 May 2023,"129,854.55",
LONDON RIVER SERVICES LTD,COUNTY BUILDING SERVICES LTD,Infrastructure Maintenance and Repair,1007\5110276396,24 May 2023,"129,528.02",
RAIL FOR LONDON LIMITED,F M CONWAY LTD,Building Maintenance & Repairs,1020\5110275631,24 May 2023,"129,376.21",
LONDON UNDERGROUND LTD,BALFOUR BEATTY GROUP LTD,Traction Current,1005\5110271416,16 May 2023,"129,302.26",
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110274081,24 May 2023,"127,925.96",
LONDON UNDERGROUND LTD,RAILWAY WHEELSET & BRAKE LTD ,Fleet,1005\5110266846,03 May 2023,"126,980.00",
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,Civil Engineering Construction Works,1012\5110269866,11 May 2023,"125,731.06",
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Maintenance Materials,1005\5110270119,16 May 2023,"125,000.00",
DOCKLANDS LIGHT RAILWAY,OCTAVIUS INFRASTRUCTURE LTD,Professional Engineering Services,1012\5110270447,12 May 2023,"122,878.04",
TFL CORPORATE,DR SAUER & PARTNERS LTD,Planning & Development Consultancy,1001\5110273907,22 May 2023,"122,748.13",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5110269534,11 May 2023,"119,266.69",
SURFACE TRANSPORT CORP,EURO PARKING COLLECTION PLC,CCS DVLA Costs,1002\5110248962,03 May 2023,"118,940.71",
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1005\5110252353,24 May 2023,"117,725.20",
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Track General Maintenance,1005\5110268867,10 May 2023,"117,085.65",
LONDON BUS SERVICES LTD,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1006\5110275503,24 May 2023,"116,607.64",
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,Management & Support Consultancy,1005\5110273403,19 May 2023,"116,154.00",
TFL CORPORATE,THAMES CLIPPERS,Claim Settlements,1001\1900167407,17 May 2023,"115,400.59",
SURFACE TRANSPORT CORP,CSTS LTD,Connect PFI Service Costs,1002\5110260119,10 May 2023,"114,471.95",
SURFACE TRANSPORT CORP,CORPORATE DOCUMENT SERVICES LTD,Printing,1002\5110271265,17 May 2023,"113,828.94",
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LIMITED,Bus Contract Payments,1006\1900048949,26 May 2023,"113,350.68",
LONDON UNDERGROUND LTD,METDESK,Computer Software,1005\5110275109,24 May 2023,"112,800.00",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110269871,17 May 2023,"112,714.56",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Maintenance Materials,1005\5110261645,16 May 2023,"112,402.32",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Maintenance Materials,1005\5110265098,24 May 2023,"107,796.98",
LONDON UNDERGROUND LTD,METROLINE TRAVEL LTD,Franchise/Concession Fixed Fee,1005\5110266474,24 May 2023,"107,491.39",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110250302,02 May 2023,"106,556.58",
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001\5110256444,22 May 2023,"106,319.52",
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001\5110267776,26 May 2023,"106,319.52",
LUL NOMINEE SSL LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Fleet,1031\5110249630,22 May 2023,"106,109.08",
LONDON UNDERGROUND LTD,COSTAIN LTD,Professional Engineering Services,1005\5110271918,24 May 2023,"105,731.61",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Civil Engineering Construction Works,1005\5110274016,26 May 2023,"105,721.24",
SURFACE TRANSPORT CORP,LONDON COUNCILS,CCS Service Contract,1002\5110265688,03 May 2023,"104,971.71",
LONDON UNDERGROUND LTD,PROGRESS RAIL SERVICES UK LTD,N/A,1005\5110259362,10 May 2023,"104,772.00",
LONDON UNDERGROUND LTD,PROGRESS RAIL SERVICES UK LTD,N/A,1005\5110267650,24 May 2023,"104,772.00",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5110265776,02 May 2023,"104,360.20",
LONDON UNDERGROUND LTD,BP OIL UK LIMITED,Vehicle Running Costs,1005\5110268804,25 May 2023,"104,259.95",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Vehicle Repairs & Maintenance,1020\5110276308,26 May 2023,"104,033.37",
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5110271253,24 May 2023,"103,801.19",
LONDON UNDERGROUND LTD,UK POWER NETWORKS LTD,Civil Engineering Construction Works,1005\5110271217,17 May 2023,"103,286.68",
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Professional Engineering Services,1012\5110272184,18 May 2023,"102,831.33",
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110265771,02 May 2023,"101,379.42",
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110275646,23 May 2023,"99,924.80",
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110276032,23 May 2023,"99,924.80",
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110276076,23 May 2023,"99,924.80",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5110274860,22 May 2023,"99,033.24",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001\5110275750,23 May 2023,"99,021.50",
TTL PROPERTIES LTD,APAM LTD,Management & Support Consultancy,1040\5110270708,15 May 2023,"98,514.00",
SURFACE TRANSPORT CORP,LONDON COUNCILS,CCS Service Contract,1002\5110250835,10 May 2023,"98,344.73",
SURFACE TRANSPORT CORP,EURO PARKING COLLECTION PLC,CCS DVLA Costs,1002\5110265061,03 May 2023,"97,900.24",
LONDON UNDERGROUND LTD,JNG CONSTRUCTION & ENGINEERING,MR Construction Costs,1005\5110273295,18 May 2023,"97,300.89",
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901693976,05 May 2023,"97,090.00",
DOCKLANDS LIGHT RAILWAY,WORLDLINE IT SERVICES UK LTD,Computer Software,1012\5110267573,11 May 2023,"97,043.21",
LONDON BUS SERVICES LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1006\5110265872,02 May 2023,"95,801.59",
TRANSPORT TRADING LTD,SODEXO LTD,Caterers Service Charges,1004\5110256621,03 May 2023,"95,504.35",
LONDON UNDERGROUND LTD,P & B ELECTRONICS LTD,Signalling Systems,1005\5110272414,19 May 2023,"95,195.75",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110269873,17 May 2023,"94,625.22",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110266737,24 May 2023,"94,123.00",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901694061,05 May 2023,"93,632.00",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003\5110262279,10 May 2023,"93,437.02",
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110272712,17 May 2023,"93,400.13",
LUL NOMINEE SSL LIMITED,SKF (UK) LTD,Fleet,1031\5110250467,02 May 2023,"92,966.40",
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Civil Engineering Construction Works,1005\5110265915,10 May 2023,"92,632.74",
TFL CORPORATE,MRI SOFTWARE EMEA LIMITED,Computer Software,1001\5110256896,16 May 2023,"92,149.75",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110263021,17 May 2023,"91,992.10",
LONDON UNDERGROUND LTD,C E F,Heating & Lighting,1005\5110275551,23 May 2023,"91,627.98",
LONDON UNDERGROUND LTD,C E F,Heating & Lighting,1005\5110275555,23 May 2023,"91,627.98",
LONDON UNDERGROUND LTD,C E F,Heating & Lighting,1005\5110275556,23 May 2023,"91,627.98",
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Fire and Safety Equipment,1005\5110272728,24 May 2023,"91,065.49",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1001\5110277509,26 May 2023,"90,780.47",
LONDON UNDERGROUND LTD,HYDER CONSULTING (UK) LTD,Professional Engineering Services,1005\5110263578,17 May 2023,"90,691.69",
LONDON UNDERGROUND LTD,TPS LTD,Signalling Systems,1005\5110275469,24 May 2023,"90,287.03",
LONDON UNDERGROUND LTD,BIFFA WASTE SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005\5110270063,26 May 2023,"90,258.88",
LONDON UNDERGROUND LTD,MERSEN UK TEESSIDE LIMITED,Maintenance Materials,1005\5110265025,23 May 2023,"90,224.45",
TFL CORPORATE,BENTLEY SYSTEMS LTD,Manage IT Services,1001\5110258054,18 May 2023,"90,192.60",
TFL CORPORATE,ERNST & YOUNG LLP,Financial Statement Audit Fees,1001\5110261747,16 May 2023,"90,046.00",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Signalling Systems,1005\5110254944,02 May 2023,"89,854.58",
SURFACE TRANSPORT CORP,NTT DATA UK LTD,Management & Support Consultancy,1002\5110257616,03 May 2023,"89,575.00",
TFL CORPORATE,CDW LIMITED,Computer Software,1001\5110267773,24 May 2023,"89,296.21",
TFL CORPORATE,LONDON BOROUGH OF BARKING & DAGENHAM,Borough Services - Claim Against Pr Yr Accrual,1001\1900163514,24 May 2023,"89,000.00",
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110275553,23 May 2023,"88,822.00",
LONDON UNDERGROUND LTD,COMMANDER BUILDING SERVICES LIMITED,Maintenance of Plant & Equipment,1005\5110275923,23 May 2023,"88,314.86",
TRANSPORT TRADING LTD,BNP PARIBAS REAL ESTATE ADV & PROP,Management & Support Consultancy,1004\5110267763,24 May 2023,"87,692.31",
TFL CORPORATE,ASITE SOLUTIONS LTD,Computer Software,1001\5110250494,02 May 2023,"87,150.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5110270632,12 May 2023,"86,596.02",
SURFACE TRANSPORT CORP,VCCP GROUP LLP,Production Artwork And Design For Marketing,1002\5110263328,17 May 2023,"86,515.17",
LUL NOMINEE SSL LIMITED,DELTA RAIL GROUP LTD,Connect PFI Service Costs,1031\5110267124,24 May 2023,"85,135.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5110266385,02 May 2023,"84,807.71",
RFL (IINFRASTRUCTURE) LTD,MORSON HUMAN RESOURCES LTD,Staff Training,1025\5110266400,24 May 2023,"84,522.48",
TFL CORPORATE,UITP,Corporate Subscriptions,1001\5110273289,17 May 2023,"84,426.21",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110261845,12 May 2023,"84,222.00",
RAIL FOR LONDON LIMITED,SYDAC LIMITED,Equipment Repairs & Maintenance,1020\5110267035,04 May 2023,"84,090.59",
RFL (IINFRASTRUCTURE) LTD,MORSON HUMAN RESOURCES LTD,Staff Training,1025\5110258694,10 May 2023,"83,195.17",
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005\5110266486,24 May 2023,"82,760.00",
LONDON UNDERGROUND LTD,DELATIM LIMITED,Retentions Control Account > 1Year,1005\5110272664,17 May 2023,"81,731.34",
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900048841,12 May 2023,"80,940.59",
LONDON UNDERGROUND LTD,COMMANDER BUILDING SERVICES LIMITED,Maintenance of Plant & Equipment,1005\5110267376,04 May 2023,"80,790.12",
SURFACE TRANSPORT CORP,RIVERLINX LIMITED,Civil Engineering Construction Works,1002\5110258927,17 May 2023,"80,727.00",
DOCKLANDS LIGHT RAILWAY,KNORR-BREMSE RAIL SYSTEMS LTD,Professional Engineering Services,1012\5110272915,22 May 2023,"80,415.00",
TFL CORPORATE,MEDIAEDGE,Advertising,1001\5110261528,03 May 2023,"80,000.00",
SURFACE TRANSPORT CORP,CORPORATE DOCUMENT SERVICES LTD,Civil Engineering Construction Works,1002\5110243370,05 May 2023,"79,875.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5110269529,11 May 2023,"79,572.39",
SURFACE TRANSPORT CORP,P DUCKER SYSTEMS LTD,PCN and Penalty Fare Processing,1002\5110251349,24 May 2023,"79,405.91",
CYCLE HIRE SCHEME,SERCO LTD,Franchise/Concession Fixed Fee,1016\5110267563,24 May 2023,"79,362.00",
LUL NOMINEE SSL LIMITED,RJC (UK) LTD,Civil Engineering Construction Works,1031\5110262037,10 May 2023,"79,349.71",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110257285,15 May 2023,"79,292.73",
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001\5110273951,19 May 2023,"79,286.09",
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,Cameras,1002\5110250329,16 May 2023,"79,251.10",
