Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:  7,,,,,,,,,,
Start Date:  17 September 2023,,,,,,,,,,
End Date: 14 October 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
TFL CORPORATE,Frankland (UK) Ltd,Building Maintenance & Repairs,1001/5110343432,13 Oct 2023,"£306,348",,,,,
LONDON UNDERGROUND LTD,Enerveo Ltd,MR Construction Costs,1005/5110342599,11 Oct 2023,"£302,151",,,,,
LUL NOMINEE BCV LIMITED,GALLDRIS SERVICES LIMITED,MR Construction Costs,1033/5110336585,12 Oct 2023,"£294,067",,,,,
TFL CORPORATE,Rackspace Ltd,Manage IT Services,1001/5110331344,02 Oct 2023,"£291,416",,,,,
TFL CORPORATE,Infosys Limited,IT Consultancy,1001/5110329365,26 Sep 2023,"£291,000",,,,,
LONDON UNDERGROUND LTD,1stinrail LTD,Track General Maintenance,1005/5110342004,10 Oct 2023,"£289,145",,,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110339851,11 Oct 2023,"£288,255",,,,,
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110331313,21 Sep 2023,"£287,264",,,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Manage IT Services,1004/5110333896,29 Sep 2023,"£282,513",,,,,
DOCKLANDS LIGHT RAILWAY,Ground Transportation Systems Canad,Computer Hardware,1012/5110312754,18 Sep 2023,"£272,453",,,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110330103,19 Sep 2023,"£268,294",,,,,
LONDON UNDERGROUND LTD,Schindler Ltd,Lift Maintenance,1005/5110328566,04 Oct 2023,"£267,232",,,,,
SURFACE TRANSPORT CORP,Sopra Steria Ltd,Computer Software,1002/5110327110,27 Sep 2023,"£265,008",,,,,
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110330090,04 Oct 2023,"£260,102",,,,,
LONDON BUS SERVICES LTD,Ringway Infrastructure Services Ltd,Road Maintenance,1006/5110342575,11 Oct 2023,"£259,735",,,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110332840,27 Sep 2023,"£257,437",,,,,
SURFACE TRANSPORT CORP,Siemens Mobility Limited,Road Maintenance,1002/5110334536,28 Sep 2023,"£256,977",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004/1901697816,05 Oct 2023,"£256,424",,,,,
LONDON UNDERGROUND LTD,The 4OC Limited,Management & Support Consultancy,1005/5110334812,29 Sep 2023,"£256,055",,,,,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD ,Bus Contract Payments,1006/1900049492,13 Oct 2023,"£255,358",,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110322348,20 Sep 2023,"£254,910",,,,,
DOCKLANDS LIGHT RAILWAY,Ashurst LLP,Legal Fees,1012/5110331272,21 Sep 2023,"£250,505",,,,,
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110333727,26 Sep 2023,"£250,025",,,,,
LONDON UNDERGROUND LTD,Total Gas & Power Ltd,Gas,1005/1900268827,27 Sep 2023,"£247,575",,,,,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005/1900269258,05 Oct 2023,"£243,720",,,,,
RAIL FOR LONDON LIMITED,Giffen Group Ltd,Infrastructure Maintenance and Repair,1020/5110330749,20 Sep 2023,"£243,653",,,,,
DOCKLANDS LIGHT RAILWAY,UK Power Networks Services (Co) Ltd,Civil Engineering Construction Works,1012/5110324319,20 Sep 2023,"£242,489",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Exchange Loss Realised,1005/2000779707,28 Sep 2023,"£242,174",,,,,
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Vehicle Repairs & Maintenance,1025/5110342669,11 Oct 2023,"£241,827",,,,,
DOCKLANDS LIGHT RAILWAY,Aecom Infrastructure & Envir UK Ltd,Professional Engineering Services,1012/5110334658,09 Oct 2023,"£239,524",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1005/5110324590,20 Sep 2023,"£238,925",,,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110321283,19 Sep 2023,"£238,225",,,,,
LONDON UNDERGROUND LTD,Lendlease Jacobs Joint Venture,Civil Engineering Construction Works,1005/5110337542,02 Oct 2023,"£236,096",,,,,
TFL CORPORATE,Probrand Ltd,Software Maintenance,1001/5110326378,09 Oct 2023,"£236,062",,,,,
LUL NOMINEE BCV LIMITED,OTIS LIMITED,Escalators,1033/5110343790,13 Oct 2023,"£235,353",,,,,
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110329053,21 Sep 2023,"£234,514",,,,,
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110336978,02 Oct 2023,"£233,647",,,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Connect PFI Service Costs,1002/5110328182,03 Oct 2023,"£231,652",,,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110330658,28 Sep 2023,"£228,537",,,,,
TFL CORPORATE,CDW Limited,Computer Hardware,1001/5110320476,20 Sep 2023,"£221,070",,,,,
RFL (IINFRASTRUCTURE) LTD,Talleres ZITRON SA UK Branch,Franchise/Concession Fixed Fee,1025/5110331944,09 Oct 2023,"£219,383",,,,,
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110332772,25 Sep 2023,"£215,138",,,,,
RAIL FOR LONDON LIMITED,EDF Energy,Traction Current,1020/5110325541,22 Sep 2023,"£214,786",,,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110343041,12 Oct 2023,"£214,187",,,,,
LONDON UNDERGROUND LTD,Wingate Electrical PLC,Civil Engineering Construction Works,1005/5110338986,04 Oct 2023,"£211,720",,,,,
TRANSPORT TRADING LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1004/5110339701,05 Oct 2023,"£211,456",,,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110330826,20 Sep 2023,"£205,687",,,,,
RAIL FOR LONDON LIMITED,VOLKERRAIL SPECIALIST BUSINESSES LTD,Track General Maintenance,1020/5110321694,20 Sep 2023,"£203,031",,,,,
TRANSPORT TRADING LTD,AUSTRIA CARD GmbH,Manage IT Services,1004/5110292122,12 Oct 2023,"£203,013",,,,,
TTL PROPERTIES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1040/5110327032,21 Sep 2023,"£202,509",,,,,
SURFACE TRANSPORT CORP,Jacobs Consultancy UK Ltd,Professional Engineering Services,1002/5110330366,09 Oct 2023,"£202,155",,,,,
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110341358,09 Oct 2023,"£201,186",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110340427,13 Oct 2023,"£199,268",,,,,
TTL PROPERTIES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1040/5110327052,22 Sep 2023,"£197,831",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Computer Hardware,1005/5110324096,20 Sep 2023,"£197,307",,,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Connect PFI Service Costs,1002/5110328184,03 Oct 2023,"£196,625",,,,,
TFL CORPORATE,Isio Group Limited,Management & Support Consultancy,1001/5110326641,27 Sep 2023,"£195,195",,,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110321281,19 Sep 2023,"£194,950",,,,,
TTL PROPERTIES LTD,HA MARKS LTD,Building Maintenance & Repairs,1040/5110338854,03 Oct 2023,"£193,791",,,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110330233,03 Oct 2023,"£193,400",,,,,
TRANSPORT TRADING LTD,Wandsworth Borough Council,Photography & Video,1004/5110331506,06 Oct 2023,"£191,864",,,,,
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,Civil Engineering Construction Works,1005/5110337377,03 Oct 2023,"£191,662",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1005/5110324620,20 Sep 2023,"£191,387",,,,,
RAIL FOR LONDON LIMITED,Octavius Infrastructure Ltd,Civil Engineering Construction Works,1020/5110337042,12 Oct 2023,"£187,942",,,,,
TFL CORPORATE,AMAZON,Manage IT Services,1001/5110327543,28 Sep 2023,"£186,245",,,,,
RFL (IINFRASTRUCTURE) LTD,Mott MacDonald Limited,Professional Engineering Services,1025/5110332224,11 Oct 2023,"£183,723",,,,,
TTL PROPERTIES LTD,Cleshar Contract Services Limited,Building Maintenance & Repairs,1040/5110335356,13 Oct 2023,"£182,106",,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110325054,21 Sep 2023,"£180,970",,,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110307895,22 Sep 2023,"£177,993",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110254246,27 Sep 2023,"£177,594",,,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Cubic Oyster Contract Costs,1004/5110343606,12 Oct 2023,"£176,695",,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110322401,20 Sep 2023,"£176,638",,,,,
LONDON BUS SERVICES LTD,F M Conway Ltd,Road Maintenance,1006/5110340840,11 Oct 2023,"£176,266",,,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Retentions Control Account > 1Year,1005/5110337034,02 Oct 2023,"£175,127",,,,,
RAIL FOR LONDON LIMITED,Kiepe Electric GmbH,Exchange Gain Realised,1020/2000072263,18 Sep 2023,"£175,109",,,,,
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110328139,21 Sep 2023,"£174,233",,,,,
SURFACE TRANSPORT CORP,London Borough of Barking & Dagenha,Borough Services - Claim Against Pr Yr Accrual,1002/1900076547,26 Sep 2023,"£173,000",,,,,
LONDON UNDERGROUND LTD,Mitie Security Ltd,Manage IT Services,1005/5110325660,05 Oct 2023,"£172,602",,,,,
TFL CORPORATE,Ipsos MORI,Research & Study Fees,1001/5110316208,27 Sep 2023,"£172,151",,,,,
LONDON UNDERGROUND LTD,GBM Services Limited,Office Cleaning,1005/5110326523,18 Sep 2023,"£171,480",,,,,
TFL CORPORATE,Marsh Services Ltd,General Insurance,1001/5110331664,21 Sep 2023,"£170,000",,,,,
TFL CORPORATE,Gallagher Bassett Internat. Ltd,Claim Settlements,1001/1900189393,29 Sep 2023,"£169,142",,,,,
SURFACE TRANSPORT CORP,TURNER & TOWNSEND PROJECT MANAGEMEN,Management & Support Consultancy,1002/5110320747,04 Oct 2023,"£168,692",,,,,
LUL NOMINEE SSL LIMITED,Dellner Ferrabyrne Limited,Fleet,1031/5110332343,11 Oct 2023,"£166,619",,,,,
TFL CORPORATE,Frankland (UK) Ltd,Building Maintenance & Repairs,1001/5110336474,02 Oct 2023,"£165,164",,,,,
TFL CORPORATE,AMAZON,Manage IT Services,1001/5110327189,28 Sep 2023,"£162,168",,,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110321279,19 Sep 2023,"£161,750",,,,,
LONDON UNDERGROUND LTD,Morgan Sindall Con. & Infra JV Bemo,Civil Engineering Construction Works,1005/5110327234,27 Sep 2023,"£161,545",,,,,
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110333711,03 Oct 2023,"£160,901",,,,,
RAIL FOR LONDON LIMITED,Kantar Public UK Ltd,Research & Study Fees,1020/5110320514,20 Sep 2023,"£160,500",,,,,
TTL PROPERTIES LTD,Ballymore (Edgware) Limited,Planning & Development Consultancy,1040/5110333710,06 Oct 2023,"£158,652",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110325694,25 Sep 2023,"£158,594",,,,,
SURFACE TRANSPORT CORP,Redspeed International  Ltd,PCN and Penalty Fare Processing,1002/5110331379,11 Oct 2023,"£158,252",,,,,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110341131,09 Oct 2023,"£157,727",,,,,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110338899,04 Oct 2023,"£157,521",,,,,
TTL PROPERTIES LTD,HA MARKS LTD,Building Maintenance & Repairs,1040/5110338855,03 Oct 2023,"£156,836",,,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110330805,20 Sep 2023,"£156,693",,,,,
TTL PROPERTIES LTD,CONAMAR BUILDING SERVICES LTD,Building Maintenance & Repairs,1040/5110341310,09 Oct 2023,"£155,957",,,,,
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110332778,25 Sep 2023,"£153,605",,,,,
LONDON UNDERGROUND LTD,KONE PLC,Lift Maintenance,1005/5110328642,04 Oct 2023,"£152,880",,,,,
TFL CORPORATE,TURNER & TOWNSEND PROJECT MANAGEMEN,Management & Support Consultancy,1001/5110295375,29 Sep 2023,"£152,645",,,,,
LONDON UNDERGROUND LTD,Battersea Project Phase3B DevCo Ltd,Civil Engineering Construction Works,1005/5110335750,28 Sep 2023,"£152,229",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110327188,04 Oct 2023,"£152,094",,,,,
LONDON BUS SERVICES LTD,UniversityBus Ltd (UNO),Bus Contract Payments,1006/1900049453,29 Sep 2023,"£151,256",,,,,
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004/5110339731,12 Oct 2023,"£150,702",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110327141,04 Oct 2023,"£150,400",,,,,
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Traction Current,1005/5110329448,04 Oct 2023,"£150,312",,,,,
LONDON UNDERGROUND LTD,Hyder Consulting (UK) Ltd,Computer Software,1005/5110322234,26 Sep 2023,"£149,319",,,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110330818,20 Sep 2023,"£148,603",,,,,
TTL PROPERTIES LTD,HA MARKS LTD,Building Maintenance & Repairs,1040/5110338853,03 Oct 2023,"£148,429",,,,,
RFL (IINFRASTRUCTURE) LTD,Siemens Mobility Limited,Professional Engineering Services,1025/5110327082,04 Oct 2023,"£148,033",,,,,
DOCKLANDS LIGHT RAILWAY,Dyer & Butler Ltd,Civil Engineering Construction Works,1012/5110332811,04 Oct 2023,"£146,875",,,,,
TRANSPORT TRADING LTD,Quay Office Furnishers Ltd,Building Maintenance & Repairs,1004/5110328538,19 Sep 2023,"£146,400",,,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Land & Buildings,1006/5110339916,09 Oct 2023,"£145,774",,,,,
LONDON BUS SERVICES LTD,EDF Energy,Electricity,1006/5110331963,22 Sep 2023,"£144,708",,,,,
VICTORIA COACH STATN LTD,National Express Ltd,VCS Repayments & Commission,1008/1900004833,29 Sep 2023,"£143,509",,,,,
TTL PROPERTIES LTD,HA MARKS LTD,Building Maintenance & Repairs,1040/5110338852,03 Oct 2023,"£142,109",,,,,
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110333708,03 Oct 2023,"£141,480",,,,,
TFL CORPORATE,Sap UK Ltd,Software Maintenance,1001/5110324815,27 Sep 2023,"£141,026",,,,,
SURFACE TRANSPORT CORP,Corporation of London,Borough Services - Claim Against Pr Yr Accrual,1002/1900076625,20 Sep 2023,"£140,669",,,,,
TFL CORPORATE,Isio Group Limited,Management & Support Consultancy,1001/5110323449,20 Sep 2023,"£140,280",,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1005/5110325590,02 Oct 2023,"£138,973",,,,,
DOCKLANDS LIGHT RAILWAY,RTI LTD,Civil Engineering Construction Works,1012/5110338434,03 Oct 2023,"£138,401",,,,,
SURFACE TRANSPORT CORP,EDF Energy,Electricity,1002/5110325544,22 Sep 2023,"£138,253",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004/1901697811,05 Oct 2023,"£135,660",,,,,
LONDON UNDERGROUND LTD,TPS Ltd,Signalling Systems,1005/5110337544,03 Oct 2023,"£134,779",,,,,
SURFACE TRANSPORT CORP,London Borough of Southwark,Road Maintenance,1002/1900076746,09 Oct 2023,"£134,401",,,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110328125,04 Oct 2023,"£133,879",,,,,
LONDON BUS SERVICES LTD,MITIE Cleaning & Environmental,Building Maintenance & Repairs,1006/5110322856,20 Sep 2023,"£133,070",,,,,
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005/5110312364,28 Sep 2023,"£132,416",,,,,
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005/5110321843,22 Sep 2023,"£132,416",,,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110332167,11 Oct 2023,"£131,563",,,,,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110330669,10 Oct 2023,"£131,509",,,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110313338,22 Sep 2023,"£129,984",,,,,
LONDON UNDERGROUND LTD,Costain Limited,Professional Engineering Services,1005/5110317651,03 Oct 2023,"£128,904",,,,,
TFL CORPORATE,Sky High Plc,Manage IT Services,1001/5110325831,21 Sep 2023,"£126,855",,,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110333107,25 Sep 2023,"£126,641",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110334770,27 Sep 2023,"£126,096",,,,,
TFL CORPORATE,CDW Limited,Computer Hardware,1001/5110320470,20 Sep 2023,"£125,221",,,,,
TTL PROPERTIES LTD,Version 1 Solutions Limited,Manage IT Services,1040/5110339452,04 Oct 2023,"£125,020",,,,,
LONDON BUS SERVICES LTD,Stewart Signs Ltd,Management & Support Consultancy,1006/5110342173,13 Oct 2023,"£124,750",,,,,
LONDON UNDERGROUND LTD,Cooneen Defence Ltd,Uniforms,1005/5110326673,20 Sep 2023,"£124,303",,,,,
LUL NOMINEE SSL LIMITED,Giffen Group Ltd,Retentions Control Account > 1Year,1031/5110334561,27 Sep 2023,"£122,265",,,,,
LONDON BUS SERVICES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1006/5110342781,11 Oct 2023,"£122,174",,,,,
LONDON UNDERGROUND LTD,McGinley Support Services Ltd,Track General Maintenance,1005/5110331638,21 Sep 2023,"£121,786",,,,,
SURFACE TRANSPORT CORP,Jacobs Consultancy UK Ltd,Planning & Development Consultancy,1002/5110320000,19 Sep 2023,"£121,760",,,,,
TTL PROPERTIES LTD,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1040/5110330680,20 Sep 2023,"£120,606",,,,,
TFL CORPORATE,Jacobs U.K Limited,Management & Support Consultancy,1001/5110319034,29 Sep 2023,"£119,273",,,,,
RAIL FOR LONDON LIMITED,Amey OWR Ltd,Legal Fees,1020/5110324763,27 Sep 2023,"£118,629",,,,,
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005/5110333271,28 Sep 2023,"£118,480",,,,,
LONDON UNDERGROUND LTD,Ductclean (UK) Ltd,Track General Maintenance,1005/5110343318,12 Oct 2023,"£118,156",,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110322324,20 Sep 2023,"£117,927",,,,,
LONDON UNDERGROUND LTD,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1005/5110331350,21 Sep 2023,"£117,121",,,,,
LONDON BUS SERVICES LTD,Metroline Travel Limited,Bus Contract Payments,1006/1900049461,29 Sep 2023,"£117,027",,,,,
SURFACE TRANSPORT CORP,LA International Computer Consultan,Management & Support Consultancy,1002/5110343288,12 Oct 2023,"£116,983",,,,,
TFL CORPORATE,Probrand Ltd,Computer Hardware,1001/5110336015,03 Oct 2023,"£116,304",,,,,
SURFACE TRANSPORT CORP,Hyder Consulting (UK) Ltd,Computer Software,1002/5110328586,02 Oct 2023,"£116,187",,,,,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110341138,09 Oct 2023,"£114,278",,,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Professional Engineering Services,1005/5110325613,27 Sep 2023,"£114,191",,,,,
LONDON UNDERGROUND LTD,Ductclean (UK) Ltd,Track General Maintenance,1005/5110329541,18 Sep 2023,"£112,614",,,,,
LONDON UNDERGROUND LTD,TPS Ltd,Signalling Systems,1005/5110332808,25 Sep 2023,"£112,533",,,,,
LONDON UNDERGROUND LTD,GLOBAL RAIL CONSTRUCTION LTD,Professional Engineering Services,1005/5110322915,20 Sep 2023,"£112,260",,,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110329302,18 Sep 2023,"£112,170",,,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Land & Buildings,1006/5110331850,25 Sep 2023,"£111,851",,,,,
LONDON RIVER SERVICES LTD,Talleres ZITRON SA UK Branch,Infrastructure Maintenance and Repair,1007/5110323040,26 Sep 2023,"£111,308",,,,,
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005/5110321741,25 Sep 2023,"£111,200",,,,,
LONDON UNDERGROUND LTD,ACTIVAIR AUTOMATION LTD,Electrical Equipment Maintenance,1005/5110327741,20 Sep 2023,"£110,752",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110334766,27 Sep 2023,"£110,334",,,,,
LONDON UNDERGROUND LTD,Balfour Beatty Group Ltd,Contracted Services Buildings,1005/5110341360,09 Oct 2023,"£109,802",,,,,
DOCKLANDS LIGHT RAILWAY,Data Tech Holdings Ltd,Civil Engineering Construction Works,1012/5110327581,27 Sep 2023,"£109,276",,,,,
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110333724,26 Sep 2023,"£108,343",,,,,
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110341356,09 Oct 2023,"£108,133",,,,,
TRANSPORT TRADING LTD,Graysons Hospitality Limited,Caterers Service Charges,1004/5110320497,19 Sep 2023,"£107,855",,,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Maintenance Materials,1005/5110320121,19 Sep 2023,"£107,797",,,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110343031,12 Oct 2023,"£107,239",,,,,
SURFACE TRANSPORT CORP,Atkins Limited,Management & Support Consultancy,1002/5110324204,27 Sep 2023,"£106,342",,,,,
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001/5110326621,27 Sep 2023,"£106,320",,,,,
SURFACE TRANSPORT CORP,NTT DATA UK Ltd,Manage IT Services,1002/5110333798,11 Oct 2023,"£106,258",,,,,
LONDON UNDERGROUND LTD,McGinley Support Services Ltd,Track General Maintenance,1005/5110343007,12 Oct 2023,"£105,063",,,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110330936,27 Sep 2023,"£104,923",,,,,
RFL (IINFRASTRUCTURE) LTD,Lanes Group plc,Building Maintenance & Repairs,1025/5110324104,21 Sep 2023,"£104,791",,,,,
SURFACE TRANSPORT CORP,Costain Limited,Road Maintenance,1002/5110342467,11 Oct 2023,"£104,634",,,,,
LONDON UNDERGROUND LTD,BP Oil UK Limited,Vehicle Running Costs,1005/5110325842,27 Sep 2023,"£104,607",,,,,
LONDON UNDERGROUND LTD,Z-Tech Control Systems Limited,Escalators,1005/5110338318,12 Oct 2023,"£102,616",,,,,
LONDON RIVER SERVICES LTD,County Building Services Ltd,Infrastructure Maintenance and Repair,1007/5110341799,10 Oct 2023,"£102,460",,,,,
LUL NOMINEE BCV LIMITED,GALLDRIS SERVICES LIMITED,Civil Engineering Construction Works,1033/5110336600,12 Oct 2023,"£102,334",,,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110307880,22 Sep 2023,"£102,173",,,,,
LONDON UNDERGROUND LTD,Z-Tech Control Systems Limited,Escalators,1005/5110322878,22 Sep 2023,"£100,220",,,,,
SURFACE TRANSPORT CORP,London Borough of Waltham Forest,Borough Services - Claim Against Pr Yr Accrual,1002/1900076739,09 Oct 2023,"£100,021",,,,,
LONDON UNDERGROUND LTD,Lanes Group plc,Building Maintenance & Repairs,1005/5110328868,18 Sep 2023,"£100,012",,,,,
TFL CORPORATE,Global Outdoor Media Limited,Advertising,1001/5110332156,10 Oct 2023,"£100,000",,,,,
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,National Rail Contribution,1020/5110333886,05 Oct 2023,"£99,792",,,,,
LONDON UNDERGROUND LTD,Underground Electrical Services Ltd,Escalators,1005/5110331295,04 Oct 2023,"£99,225",,,,,
LONDON UNDERGROUND LTD,Hyder Consulting (UK) Ltd,Professional Engineering Services,1005/5110325057,19 Sep 2023,"£99,032",,,,,
