Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   1,,,,,,
Start Date:  1 April 2023,,,,,,
End Date:   29 April 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
TFL CORPORATE,BOXXE LTD,Computer Hardware,1001\5110247498,04-Apr-23,"277,318.90",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5110241612,12-Apr-23,"275,792.21",
DOCKLANDS LIGHT RAILWAY,CLESHAR CONTRACT SERVICES,Civil Engineering Construction Works,1012\5110249565,26-Apr-23,"271,590.96",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1001\5110260162,19-Apr-23,"270,367.00",
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,Computer Hardware,1001\5110248481,26-Apr-23,"268,944.82",
LONDON UNDERGROUND LTD,HA MARKS LTD,Building Maintenance & Repairs,1005\5110262216,21-Apr-23,"267,208.75",
LONDON UNDERGROUND LTD,MULALLEY & CO LTD,Planning & Development Consultancy,1005\5110257843,19-Apr-23,"266,698.65",
DOCKLANDS LIGHT RAILWAY,MACE Ltd,Professional Engineering Services,1012\5110262078,28-Apr-23,"266,404.35",
LONDON BUS SERVICES LTD,RINGWAY INFRASTRUCTURE SERVICES LTD,Road Maintenance,1006\5110264325,26-Apr-23,"265,950.44",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110257977,28-Apr-23,"263,313.57",
TFL CORPORATE,DAISY CORPORATE SERVICES TRADINGLTD,Maintenance of Telecommunications Equipment,1001\5110254678,26-Apr-23,"262,829.21",
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900048795,25-Apr-23,"261,985.34",
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110246181,17-Apr-23,"261,940.89",
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Signalling Systems,1005\5110261236,28-Apr-23,"259,826.42",
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD ,Bus Contract Payments,1006\1900048817,28-Apr-23,"257,189.87",
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901693605,21-Apr-23,"256,424.00",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services,1002\1900074465,05-Apr-23,"254,630.81",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110257903,21-Apr-23,"253,846.19",
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1005\5110262670,26-Apr-23,"252,774.97",
TTL PROPERTIES LTD,NCP SERVICES LTD,Property Management Fees,1040\5110251923,21-Apr-23,"252,491.36",
TFL CORPORATE,DELOITTE MCS LIMITED ,Management & Support Consultancy,1001\5110252777,24-Apr-23,"250,000.00",
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110264400,26-Apr-23,"247,565.24",
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002\5110241370,12-Apr-23,"245,310.32",
LONDON UNDERGROUND LTD,HARMILL SYSTEMS LTD,Track General Maintenance,1005\5110255746,11-Apr-23,"240,630.00",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5110252185,05-Apr-23,"240,548.45",
LONDON BUS SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1006\5110255297,04-Apr-23,"238,912.33",
TFL CORPORATE,SENATOR INTERNATIONAL LTD,Furniture & Equipment,1001\5110247158,25-Apr-23,"237,067.50",
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Equipment Repairs & Maintenance,1025\5110257526,17-Apr-23,"233,340.19",
LUL NOMINEE SSL LIMITED,CRAIG & DERRICOTT LTD,Stock of Fleet,1031\5110253382,26-Apr-23,"232,944.60",
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900258284,19-Apr-23,"231,080.67",
LONDON BUS SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1006\5110263223,28-Apr-23,"230,379.74",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Cameras,1002\5110257455,27-Apr-23,"229,933.61",
TFL CORPORATE,COMPUTACENTER PLC,Manage IT Services,1001\5110245943,24-Apr-23,"229,353.79",
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110258903,14-Apr-23,"227,056.63",
TFL CORPORATE,HERBERT SMITH LLP,Legal Fees,1001\5110256918,26-Apr-23,"226,667.00",
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Building Maintenance & Repairs,1025\5110261561,20-Apr-23,"226,102.94",
LONDON UNDERGROUND LTD,SOLUTION RAIL LIMITED,MR Construction Costs,1005\5110257909,18-Apr-23,"224,002.54",
LONDON UNDERGROUND LTD,ARMADILLO MARKETING LTD,Stock of Other Spares,1005\5110256858,21-Apr-23,"222,880.00",
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900048731,14-Apr-23,"220,455.12",
TFL CORPORATE,VCCP GROUP LLP,Advertising,1001\5110235949,05-Apr-23,"220,000.00",
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001\5110236029,05-Apr-23,"220,000.00",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110245651,24-Apr-23,"216,949.16",
LONDON UNDERGROUND LTD,ARK SIGNALLING CONSULTANCY,Professional Engineering Services,1005\5110257720,13-Apr-23,"214,867.96",
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110263454,25-Apr-23,"213,464.92",
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005\5110251164,28-Apr-23,"213,383.66",
LONDON UNDERGROUND LTD,PROBRAND LTD,Computer Hardware,1005\5110255333,26-Apr-23,"213,316.25",
LUL NOMINEE BCV LIMITED,SIEMENS MOBILITY LIMITED,Signalling Systems,1033\5110248552,05-Apr-23,"211,261.38",
LONDON UNDERGROUND LTD,HMRC,Payroll Suspense,1005\1900257903,21-Apr-23,"211,014.00",
DOCKLANDS LIGHT RAILWAY,OCTAVIUS INFRASTRUCTURE LTD,Professional Engineering Services,1012\5110238375,12-Apr-23,"210,980.59",
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900048736,14-Apr-23,"209,962.17",
TFL CORPORATE,DELOITTE MCS LIMITED ,Management & Support Consultancy,1001\5110252775,24-Apr-23,"207,932.00",
SURFACE TRANSPORT CORP,CSTS LTD,Maintenance of Plant & Equipment,1002\5110260138,26-Apr-23,"207,633.18",
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005\5110242408,05-Apr-23,"207,628.44",
RFL (IINFRASTRUCTURE) LTD,TALLERES ZITRON SA UK BRANCH,Professional Engineering Services,1025\5110238444,11-Apr-23,"206,859.34",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110234470,03-Apr-23,"206,625.23",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Maintenance of Plant & Equipment,1002\5110256214,28-Apr-23,"205,991.83",
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Professional Engineering Services,1012\5110249011,26-Apr-23,"202,751.53",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110253357,26-Apr-23,"201,531.19",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Maintenance of Plant & Equipment,1002\5110255445,27-Apr-23,"201,167.89",
TRANSPORT TRADING LTD,HERBERT SMITH LLP,Legal Fees,1004\5110242250,12-Apr-23,"200,383.69",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Lift Maintenance,1005\5110239553,06-Apr-23,"200,000.00",
TTL PROPERTIES LTD,HERBERT SMITH LLP,Legal Fees,1040\5110256917,26-Apr-23,"200,000.00",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110252959,19-Apr-23,"199,193.20",
LONDON BUS SERVICES LTD,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1006\5110263157,25-Apr-23,"199,100.29",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110251205,26-Apr-23,"197,684.00",
LONDON UNDERGROUND LTD,HYDER CONSULTING (UK) LTD,Professional Engineering Services,1005\5110235222,04-Apr-23,"196,928.96",
TRANSPORT TRADING LTD,THAMES CLIPPERS,Gross Sales Clearance,1004\800047868,06-Apr-23,"195,308.00",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110262141,21-Apr-23,"195,154.62",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110262169,21-Apr-23,"194,984.26",
TFL CORPORATE,PROBRAND LTD,Computer Hardware,1001\5110246040,24-Apr-23,"193,146.42",
RFL (IINFRASTRUCTURE) LTD,NCC GROUP SECURITY SERVICES LTD,IT Consultancy,1025\5110233496,03-Apr-23,"193,001.67",
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Ticket & Pass Production,1004\5110256557,12-Apr-23,"189,927.68",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5110255450,24-Apr-23,"189,442.40",
DOCKLANDS LIGHT RAILWAY,AECOM LTD,Professional Engineering Services,1012\5110254614,04-Apr-23,"188,462.74",
LONDON RIVER SERVICES LTD,COUNTY BUILDING SERVICES LTD,Infrastructure Maintenance and Repair,1007\5110262673,24-Apr-23,"188,281.12",
RFL (IINFRASTRUCTURE) LTD,DEUTZER TECHNISCHE KOHLE GMBH,Franchise/Concession Fixed Fee,1025\5110241596,14-Apr-23,"187,670.65",
LUL NOMINEE BCV LIMITED,GALLDRIS SERVICES LIMITED,Civil Engineering Construction Works,1033\5110257914,17-Apr-23,"187,137.59",
DOCKLANDS LIGHT RAILWAY,GROUND TRANSPORTATION SYSTEMS UKLTD,Civil Engineering Construction Works,1012\5110247826,25-Apr-23,"186,656.09",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110262273,21-Apr-23,"186,158.46",
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900048732,14-Apr-23,"184,702.60",
SURFACE TRANSPORT CORP,COSTAIN LTD,Civil Engineering Construction Works,1002\5110263275,25-Apr-23,"184,262.94",
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Ticket & Pass Production,1004\5110253390,04-Apr-23,"184,244.30",
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5110247849,14-Apr-23,"183,451.40",
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110259337,27-Apr-23,"181,525.55",
DOCKLANDS LIGHT RAILWAY,EC HARRIS UK LTD,Franchise/Concession Fixed Fee,1012\5110253283,24-Apr-23,"180,130.67",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HAMM& FULHAM,Borough Services,1002\1900074348,12-Apr-23,"179,559.19",
TTL PROPERTIES LTD,DELOITTE MCS LIMITED ,Management & Support Consultancy,1040\5110239879,11-Apr-23,"179,400.00",
TTL PROPERTIES LTD,DELOITTE MCS LIMITED ,Management & Support Consultancy,1040\5110241658,11-Apr-23,"179,400.00",
RAIL FOR LONDON LIMITED,VOESTALPINE TURNOUT TECHNOLOGY UK,Professional Engineering Services,1020\5110243672,19-Apr-23,"179,175.00",
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005\5110259883,18-Apr-23,"177,869.46",
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110246175,17-Apr-23,"177,000.00",
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110263458,25-Apr-23,"175,830.53",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003\5110256892,21-Apr-23,"174,933.17",
LONDON UNDERGROUND LTD,GLOBAL RAIL CONSTRUCTION LTD,Track General Maintenance,1005\5110221156,12-Apr-23,"173,111.91",
LONDON UNDERGROUND LTD,HERBERT SMITH LLP,Planning & Development Consultancy,1005\5110256912,26-Apr-23,"172,334.00",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110253478,25-Apr-23,"166,895.72",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Management & Support Consultancy,1002\5110264666,27-Apr-23,"166,538.36",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110260375,24-Apr-23,"166,423.14",
TFL CORPORATE,PAUL MACARTHUR LTD T/A SCCS,Civil Engineering Construction Works,1001\5110247742,05-Apr-23,"165,945.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5110247371,03-Apr-23,"165,489.04",
RAIL FOR LONDON LIMITED,SCHWEERBAU GMBH & CO.KG,Track General Maintenance,1020\5110240217,12-Apr-23,"165,465.00",
LONDON BUS SERVICES LTD,KIER HIGHWAYS LTD T/A TARMACKIER JV,Road Maintenance,1006\5110263274,26-Apr-23,"165,462.79",
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,Management & Support Consultancy,1005\5110258818,19-Apr-23,"164,897.50",
LONDON UNDERGROUND LTD,HA MARKS LTD,Building Maintenance & Repairs,1005\5110262217,21-Apr-23,"164,364.22",
TFL CORPORATE,IPSOS MORI,Customer Research And Counts,1001\5110238995,06-Apr-23,"163,735.00",
TTL PROPERTIES LTD,NCP SERVICES LTD,Property Management Fees,1040\5110238205,05-Apr-23,"163,623.08",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110249769,26-Apr-23,"163,616.23",
TFL CORPORATE,ATKINS LIMITED,Management & Support Consultancy,1001\5110239477,11-Apr-23,"161,760.94",
LONDON UNDERGROUND LTD,SPOOR-TECH LTD,MR Construction Costs,1005\5110259264,17-Apr-23,"161,550.28",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003\5110247917,05-Apr-23,"158,498.73",
TRANSPORT TRADING LTD,SODEXO LTD,Caterers Service Charges,1004\5110255528,28-Apr-23,"156,970.90",
LONDON BUS SERVICES LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1006\5110257989,18-Apr-23,"152,467.91",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,National Rail Contribution,1020\5110236282,05-Apr-23,"152,344.89",
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001\1900161452,06-Apr-23,"151,517.31",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005\5110247015,18-Apr-23,"148,086.32",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005\5110252404,05-Apr-23,"148,086.32",
RFL (IINFRASTRUCTURE) LTD,SIEMENS MOBILITY LIMITED,Professional Engineering Services,1025\5110239540,11-Apr-23,"148,033.44",
LONDON UNDERGROUND LTD,KONE PLC,Lift Maintenance,1005\5110248554,24-Apr-23,"147,846.93",
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110262051,25-Apr-23,"147,814.61",
LONDON UNDERGROUND LTD,KONE PLC,Lift Maintenance,1005\5110260285,18-Apr-23,"147,284.29",
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004\5110258597,26-Apr-23,"144,923.01",
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,Maintenance of Plant & Equipment,1002\5110254179,26-Apr-23,"143,729.09",
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Civil Engineering Construction Works,1005\5110257383,28-Apr-23,"141,204.22",
SURFACE TRANSPORT CORP,ASITE SOLUTIONS LTD,Computer Software,1002\5110250478,28-Apr-23,"140,100.00",
LUL NOMINEE SSL LIMITED,TRE,Connect PFI Service Costs,1031\5110245961,03-Apr-23,"139,698.00",
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Fleet,1005\5110236188,05-Apr-23,"139,600.00",
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5110243340,19-Apr-23,"139,111.84",
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Variable Track Access Charges,1005\5110236283,05-Apr-23,"139,094.61",
TFL CORPORATE,INFOSYS LIMITED,IT Consultancy,1001\5110246023,12-Apr-23,"138,975.00",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110245654,24-Apr-23,"138,259.11",
LONDON BUS SERVICES LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1006\5110248523,03-Apr-23,"137,827.16",
RAIL FOR LONDON LIMITED,ABELLIO LONDON LTD,Rail Replacement Service Costs,1020\5110245639,20-Apr-23,"137,473.26",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARROW,Borough Services,1002\1900074028,05-Apr-23,"137,433.00",
TFL CORPORATE,INFOSYS LIMITED,IT Consultancy,1001\5110245505,12-Apr-23,"137,000.00",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Miscellaneous Costs,1005\5110259175,14-Apr-23,"135,840.91",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Miscellaneous Costs,1005\5110265009,28-Apr-23,"135,840.91",
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004\1901693556,21-Apr-23,"135,660.00",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110234468,03-Apr-23,"134,138.55",
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,MR Construction Costs,1005\5110256060,19-Apr-23,"133,831.17",
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,Traffic Signals,1002\5110246083,04-Apr-23,"132,532.91",
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005\5110248890,26-Apr-23,"132,416.00",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5110241965,12-Apr-23,"131,509.35",
LONDON UNDERGROUND LTD,TOTAL GAS & POWER LTD,Gas,1005\1900258865,26-Apr-23,"129,633.57",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110250334,05-Apr-23,"128,600.39",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110239541,06-Apr-23,"128,548.11",
TFL CORPORATE,PROBRAND LTD,Computer Hardware,1001\5110252526,24-Apr-23,"128,108.36",
LONDON UNDERGROUND LTD,AMETEK AIRTECHNOLOGY GROUP LTD,Stock of Fleet,1005\5110241354,12-Apr-23,"128,080.12",
LONDON UNDERGROUND LTD,BP OIL UK LIMITED,Vehicle Operating Leases,1005\5110256166,26-Apr-23,"127,725.96",
LONDON UNDERGROUND LTD,METROLINE TRAVEL LTD,Franchise/Concession Fixed Fee,1005\5110247404,26-Apr-23,"127,457.38",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5110244248,19-Apr-23,"127,077.27",
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1005\5110260520,20-Apr-23,"126,643.45",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1005\5110246588,14-Apr-23,"125,683.43",
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Maintenance Materials,1005\5110248751,11-Apr-23,"125,000.00",
LONDON BUS SERVICES LTD,STEWART SIGNS LTD,Management & Support Consultancy,1006\5110260452,24-Apr-23,"124,750.00",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110251501,21-Apr-23,"124,139.11",
TTL PROPERTIES LTD,SABA PARK SERVICES UK LIMITED,Property Management Fees,1040\5110256899,26-Apr-23,"123,503.98",
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,Building Maintenance & Repairs,1006\5110237013,05-Apr-23,"122,557.84",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Maintenance of Plant & Equipment,1002\5110242572,18-Apr-23,"122,160.00",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,National Rail Contribution,1020\5110248539,26-Apr-23,"122,005.38",
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,Borough Services,1002\1900074500,12-Apr-23,"122,000.00",
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Track General Maintenance,1005\5110256945,11-Apr-23,"121,161.04",
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,Building Maintenance & Repairs,1006\5110253760,26-Apr-23,"120,710.92",
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001\5110236011,05-Apr-23,"120,000.00",
LONDON UNDERGROUND LTD,SCHWIHAG GMBH,Maintenance Materials,1005\5110239563,13-Apr-23,"119,970.00",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Professional Engineering Services,1020\5110242768,18-Apr-23,"119,836.74",
TFL CORPORATE,IPSOS MORI,Customer Research And Counts,1001\5110237535,05-Apr-23,"118,827.00",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005\5110261227,26-Apr-23,"118,614.46",
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,VCS Repayments & Commission,1008\1900004787,26-Apr-23,"117,815.00",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,National Rail Contribution,1020\5110255050,26-Apr-23,"117,375.34",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,Borough Services,1002\1900074463,06-Apr-23,"117,261.88",
LONDON UNDERGROUND LTD,COSTAIN LTD,Professional Engineering Services,1005\5110257297,25-Apr-23,"117,156.03",
SURFACE TRANSPORT CORP,PROBRAND LTD,Computer Hardware,1002\5110247991,26-Apr-23,"116,497.87",
RAIL FOR LONDON LIMITED,LINKS SIGNS LTD,MR Construction Costs,1020\5110255736,12-Apr-23,"116,220.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5110255565,19-Apr-23,"116,216.10",
SURFACE TRANSPORT CORP,NTT DATA UK LTD,IT Consultancy,1002\5110237011,05-Apr-23,"116,000.00",
TFL CORPORATE,KANTAR PUBLIC UK LTD,Customer Research And Counts,1001\5110234900,04-Apr-23,"115,924.00",
LONDON UNDERGROUND LTD,BALFOUR BEATTY GROUP LTD,Contracted Services Buildings,1005\5110253292,24-Apr-23,"115,218.11",
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Variable Track Access Charges,1005\5110237762,05-Apr-23,"115,037.29",
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900048733,14-Apr-23,"114,736.68",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110251137,27-Apr-23,"113,428.51",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5110263732,26-Apr-23,"113,295.00",
TFL CORPORATE,SENTRUM IV LIMITED,Manage IT Services,1001\5110260078,19-Apr-23,"113,219.29",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,Borough Services,1002\1900074696,26-Apr-23,"113,000.00",
DOCKLANDS LIGHT RAILWAY,UK POWER NETWORKS LTD,Civil Engineering Construction Works,1012\5110256487,12-Apr-23,"112,830.10",
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110259906,18-Apr-23,"112,811.57",
LONDON BUS SERVICES LTD,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1006\5110251297,05-Apr-23,"112,654.04",
TTL PROPERTIES LTD,NCP SERVICES LTD,Property Management Fees,1040\5110238233,05-Apr-23,"112,403.04",
TFL CORPORATE,EFFICIO LIMITED,Management & Support Consultancy,1001\5110248718,26-Apr-23,"112,400.00",
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,Civil Engineering Construction Works,1012\5110238244,12-Apr-23,"111,664.85",
TRANSPORT TRADING LTD,GRAYSONS HOSPITALITY LIMITED,Caterers Service Charges,1004\5110260081,18-Apr-23,"111,485.41",
LONDON BUS SERVICES LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1006\5110258619,17-Apr-23,"111,118.69",
LONDON UNDERGROUND LTD,COMMANDER BUILDING SERVICES LIMITED,Equipment Repairs & Maintenance,1005\5110261300,26-Apr-23,"110,063.40",
LUL NOMINEE SSL LIMITED,KONI B.V. HOLLAND,Track General Maintenance,1031\5110254103,26-Apr-23,"109,824.00",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Stock Of Track,1005\5110245468,19-Apr-23,"109,552.80",
LONDON UNDERGROUND LTD,MERSEN UK TEESSIDE LIMITED,Maintenance Materials,1005\5110246143,25-Apr-23,"109,373.30",
TRANSPORT TRADING LTD,GRAYSONS HOSPITALITY LIMITED,Caterers Service Charges,1004\5110236293,12-Apr-23,"107,514.26",
TFL CORPORATE,EDENRED (UK GROUP) LIMITED,Staff Welfare Benefits,1001\5110261470,26-Apr-23,"106,858.93",
TFL CORPORATE,MEDIAEDGE,Advertising,1001\5110241872,03-Apr-23,"106,186.08",
LONDON UNDERGROUND LTD,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1005\5110253794,12-Apr-23,"104,772.00",
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Road Maintenance,1002\5110263260,25-Apr-23,"104,749.24",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Telephony Fixed,1002\5110241680,12-Apr-23,"104,496.98",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5110258542,17-Apr-23,"103,986.36",
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005\5110259881,18-Apr-23,"103,530.32",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5110247408,03-Apr-23,"103,528.30",
SURFACE TRANSPORT CORP,LA INTERNATIONAL COMPUTER CONSULTAN,Management & Support Consultancy,1002\5110258721,14-Apr-23,"103,522.00",
DOCKLANDS LIGHT RAILWAY,DELATIM LIMITED,Civil Engineering Construction Works,1012\5110254682,04-Apr-23,"103,014.96",
RFL (IINFRASTRUCTURE) LTD,MORSON HUMAN RESOURCES LTD,Staff Training,1025\5110236057,05-Apr-23,"102,936.13",
