Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:   4,,,,,,,,,,
Start Date:  25 June 2023,,,,,,,,,,
End Date:   22 July 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,Road Maintenance,1002/5110302491,18 Jul 2023,"287,481.51",,,,,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Retentions Control Account > 1Year,1005/5110280900,27 Jun 2023,"286,929.84",,,,,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003/5110290406,06 Jul 2023,"284,763.27",,,,,
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002/5110285091,05 Jul 2023,"284,198.59",,,,,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005/5110282976,26 Jun 2023,"284,000.00",,,,,
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005/5110301110,14 Jul 2023,"282,236.07",,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110281166,27 Jun 2023,"282,082.77",,,,,
LONDON UNDERGROUND LTD,TAZIKER INDUSTRIAL LTD,MR Construction Costs,1005/5110299726,12 Jul 2023,"281,623.62",,,,,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005/5110300086,12 Jul 2023,"279,535.11",,,,,
TTL PROPERTIES LTD,CBRE LIMITED,Management & Support Consultancy,1040/5110295366,19 Jul 2023,"279,153.00",,,,,
LONDON BUS SERVICES LTD,GBM SERVICES LIMITED,Office Cleaning,1006/5110289601,27 Jun 2023,"272,961.88",,,,,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Professional Engineering Services,1012/5110303186,20 Jul 2023,"272,896.63",,,,,
LUL NOMINEE BCV LIMITED,OTIS LIMITED,Escalators,1033/5110298212,19 Jul 2023,"267,746.23",,,,,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016/5110281736,27 Jun 2023,"266,835.00",,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110281156,27 Jun 2023,"266,235.87",,,,,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005/5110299886,19 Jul 2023,"264,431.39",,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110281146,27 Jun 2023,"259,277.77",,,,,
LONDON UNDERGROUND LTD,SOUTH WESTERN RAILWAY,National Rail Qualifying Expenditure Charges,1005/5110291965,19 Jul 2023,"257,104.38",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004/1901695582,04 Jul 2023,"256,424.00",,,,,
TRANSPORT TRADING LTD,AMERICAN EXPRESS PAYMENT SVCS. LTD.,Licence Fees,1004/1901695618,07 Jul 2023,"255,998.06",,,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110285893,11 Jul 2023,"255,226.85",,,,,
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,MR Construction Costs,1031/5110297561,10 Jul 2023,"255,041.79",,,,,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005/5110299843,12 Jul 2023,"254,176.66",,,,,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD ,Bus Contract Payments,1006/1900049166,21 Jul 2023,"253,901.68",,,,,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Road Maintenance,1002/5110297289,06 Jul 2023,"247,676.18",,,,,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,Road Maintenance,1002/5110302489,18 Jul 2023,"247,000.00",,,,,
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Equipment Repairs & Maintenance,1025/5110299610,12 Jul 2023,"245,109.06",,,,,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110263930,20 Jul 2023,"241,696.00",,,,,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005/5110291884,10 Jul 2023,"241,393.37",,,,,
SURFACE TRANSPORT CORP,CSTS LTD,Road Maintenance,1002/5110283707,04 Jul 2023,"241,013.60",,,,,
SURFACE TRANSPORT CORP,CITY OF LONDON POLICE ,MPS Employment Costs SM,1002/5110285758,29 Jun 2023,"240,000.00",,,,,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Road Maintenance,1002/5110290188,17 Jul 2023,"238,988.04",,,,,
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Road Maintenance,1002/5110287274,13 Jul 2023,"237,484.10",,,,,
SURFACE TRANSPORT CORP,CSTS LTD,Road Maintenance,1002/5110283703,04 Jul 2023,"235,207.32",,,,,
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1025/5110287777,03 Jul 2023,"234,178.04",,,,,
LONDON UNDERGROUND LTD,MORGAN SINDALL CON. & INFRA JV BEMO,Civil Engineering Construction Works,1005/5110298327,12 Jul 2023,"234,134.83",,,,,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003/5110299589,13 Jul 2023,"233,647.20",,,,,
SURFACE TRANSPORT CORP,EC HARRIS LLP,Computer Software,1002/5110292950,29 Jun 2023,"232,374.65",,,,,
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Computer Software,1002/5110287333,05 Jul 2023,"229,571.60",,,,,
TFL CORPORATE,DELOITTE MCS LTD,Management & Support Consultancy,1001/5110290282,17 Jul 2023,"228,000.00",,,,,
DOCKLANDS LIGHT RAILWAY,OCTAVIUS INFRASTRUCTURE LTD,Professional Engineering Services,1012/5110292621,05 Jul 2023,"227,463.35",,,,,
TFL CORPORATE,COMMERCE DECISIONS LTD,Manage IT Services,1001/5110294712,13 Jul 2023,"227,300.00",,,,,
SURFACE TRANSPORT CORP,HYDER CONSULTING (UK) LTD,Computer Software,1002/5110304212,21 Jul 2023,"225,102.51",,,,,
TTL PROPERTIES LTD,VINCI CONSTRUCTION UK LIMITED,Building Maintenance & Repairs,1040/5110280031,29 Jun 2023,"223,028.77",,,,,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF CROYDON,Borough Services - Claim Against Pr Yr Accrual,1002/1900075492,04 Jul 2023,"219,046.81",,,,,
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1025/5110297152,05 Jul 2023,"218,027.83",,,,,
LONDON UNDERGROUND LTD,LENDLEASE JACOBS JOINT VENTURE,Civil Engineering Construction Works,1005/5110291414,27 Jun 2023,"217,344.08",,,,,
LONDON UNDERGROUND LTD,LOMBARD,TLL Lease Costs,1005/5110291007,30 Jun 2023,"216,309.50",,,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110298689,07 Jul 2023,"210,485.92",,,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110296920,18 Jul 2023,"208,994.52",,,,,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110292734,05 Jul 2023,"207,116.07",,,,,
RFL (IINFRASTRUCTURE) LTD,TALLERES ZITRON SA UK BRANCH,Franchise/Concession Fixed Fee,1025/5110284011,03 Jul 2023,"204,836.72",,,,,
TFL CORPORATE,PROBRAND LTD,Software Maintenance,1001/5110285836,05 Jul 2023,"204,486.75",,,,,
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005/5110301720,17 Jul 2023,"203,361.83",,,,,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001/5110288012,28 Jun 2023,"201,217.85",,,,,
DOCKLANDS LIGHT RAILWAY,CLESHAR CONTRACT SERVICES,Civil Engineering Construction Works,1012/5110280093,06 Jul 2023,"195,350.09",,,,,
LONDON UNDERGROUND LTD,LENDLEASE JACOBS JOINT VENTURE,Contractors,1005/5110271949,27 Jun 2023,"194,220.56",,,,,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006/1900049111,07 Jul 2023,"194,113.58",,,,,
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Traction Current,1005/5110284053,03 Jul 2023,"193,643.90",,,,,
TTL PROPERTIES LTD,CLESHAR CONTRACT SERVICES,Building Maintenance & Repairs,1040/5110293182,20 Jul 2023,"193,329.92",,,,,
SURFACE TRANSPORT CORP,CSTS LTD,Connect PFI Service Costs,1002/5110282588,28 Jun 2023,"192,347.60",,,,,
TFL CORPORATE,DELOITTE MCS LTD,Management & Support Consultancy,1001/5110290102,17 Jul 2023,"189,925.00",,,,,
DOCKLANDS LIGHT RAILWAY,UK POWER NETWORKS SERVICES (CO) LTD,Civil Engineering Construction Works,1012/5110287002,29 Jun 2023,"188,880.38",,,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110281158,27 Jun 2023,"188,055.19",,,,,
LONDON UNDERGROUND LTD,SOUTH WESTERN RAILWAY,National Rail Qualifying Expenditure Charges,1005/5110291935,19 Jul 2023,"187,800.45",,,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110299388,11 Jul 2023,"186,801.17",,,,,
LONDON UNDERGROUND LTD,LENDLEASE JACOBS JOINT VENTURE,Civil Engineering Construction Works,1005/5110291408,27 Jun 2023,"182,555.33",,,,,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Bus Contract Payments,1006/1900049112,07 Jul 2023,"181,506.24",,,,,
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005/5110294707,30 Jun 2023,"179,963.79",,,,,
SURFACE TRANSPORT CORP,CSTS LTD,Connect PFI Service Costs,1002/5110282583,28 Jun 2023,"178,581.72",,,,,
DOCKLANDS LIGHT RAILWAY,PROGRESS RAIL SERVICES UK LTD,Civil Engineering Construction Works,1012/5110287933,04 Jul 2023,"177,182.00",,,,,
DOCKLANDS LIGHT RAILWAY,TIFLEX LTD,Maintenance Materials,1012/5110283418,28 Jun 2023,"176,149.44",,,,,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003/5110300513,21 Jul 2023,"174,867.37",,,,,
SURFACE TRANSPORT CORP,P DUCKER SYSTEMS LTD,Computer Software,1002/5110253456,04 Jul 2023,"174,857.44",,,,,
LONDON UNDERGROUND LTD,1STINRAIL LTD,Track General Maintenance,1005/5110292105,28 Jun 2023,"174,581.48",,,,,
LONDON UNDERGROUND LTD,OFCOM,Corporate Subscriptions,1005/5110294104,29 Jun 2023,"174,400.00",,,,,
SURFACE TRANSPORT CORP,F M CONWAY LTD,Civil Engineering Construction Works,1002/5110304228,21 Jul 2023,"172,272.54",,,,,
TRANSPORT TRADING LTD,AMERICAN EXPRESS PAYMENT SVCS. LTD.,Licence Fees,1004/1901695617,07 Jul 2023,"171,869.92",,,,,
TTL PROPERTIES LTD,VINCI CONSTRUCTION UK LIMITED,Building Maintenance & Repairs,1040/5110298490,20 Jul 2023,"171,698.80",,,,,
LONDON UNDERGROUND LTD,GBM SERVICES LIMITED,Office Cleaning,1005/5110290176,27 Jun 2023,"171,480.38",,,,,
TTL PROPERTIES LTD,VINCI CONSTRUCTION UK LIMITED,Building Maintenance & Repairs,1040/5110294598,30 Jun 2023,"170,948.70",,,,,
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Manage IT Services,1004/5110294366,05 Jul 2023,"170,580.57",,,,,
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005/5110300554,14 Jul 2023,"169,100.78",,,,,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF TOWER HAMLETS - B,Borough Services - Claim Against Pr Yr Accrual,1002/1900074900,07 Jul 2023,"169,000.00",,,,,
TFL CORPORATE,COGNIZANT WORLDWIDE LIMITED,Software Maintenance,1001/5110285200,28 Jun 2023,"167,441.00",,,,,
TRANSPORT TRADING LTD,SODEXO LTD,Caterers Service Charges,1004/5110287308,05 Jul 2023,"167,263.87",,,,,
LONDON UNDERGROUND LTD,HA MARKS LTD,Building Maintenance & Repairs,1005/5110278265,26 Jun 2023,"167,177.98",,,,,
LONDON UNDERGROUND LTD,WINGATE ELECTRICAL PLC,MR Construction Costs,1005/5110300109,12 Jul 2023,"166,826.01",,,,,
TRANSPORT TRADING LTD,SODEXO LTD,Caterers Service Charges,1004/5110287336,05 Jul 2023,"166,380.89",,,,,
TFL CORPORATE,DELOITTE MCS LTD,Management & Support Consultancy,1001/5110290318,17 Jul 2023,"165,000.00",,,,,
TFL CORPORATE,BANCROFT LTD,Office Accommodation Moves,1001/5110283947,03 Jul 2023,"164,990.83",,,,,
DOCKLANDS LIGHT RAILWAY,DYER & BUTLER LTD,Civil Engineering Construction Works,1012/5110296208,12 Jul 2023,"164,525.05",,,,,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1005/5110271310,17 Jul 2023,"162,091.66",,,,,
LONDON UNDERGROUND LTD,SOLUTION RAIL LIMITED,Research & Study Fees,1005/5110290895,26 Jun 2023,"162,000.00",,,,,
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001/5110288036,28 Jun 2023,"160,994.45",,,,,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005/5110297394,05 Jul 2023,"160,226.79",,,,,
LONDON UNDERGROUND LTD,WINGATE ELECTRICAL PLC,MR Construction Costs,1005/5110298331,07 Jul 2023,"159,819.56",,,,,
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,PCN and Penalty Fare Processing,1002/5110292617,19 Jul 2023,"158,252.22",,,,,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Road Maintenance,1002/5110297292,06 Jul 2023,"157,124.64",,,,,
LUL NOMINEE SSL LIMITED,CRAIG & DERRICOTT LTD,Stock of Fleet,1031/5110281907,27 Jun 2023,"155,893.85",,,,,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Vehicle Repairs & Maintenance,1006/5110293347,03 Jul 2023,"154,061.00",,,,,
DOCKLANDS LIGHT RAILWAY,ASH CONSTRUCTION GROUP,Maintenance Materials,1012/5110272038,18 Jul 2023,"153,745.00",,,,,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Road Maintenance,1002/5110290179,17 Jul 2023,"151,885.45",,,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110278888,26 Jun 2023,"151,554.14",,,,,
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005/5110280044,03 Jul 2023,"148,968.00",,,,,
SURFACE TRANSPORT CORP,EC HARRIS LLP,Computer Software,1002/5110292868,29 Jun 2023,"148,882.64",,,,,
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005/5110300557,13 Jul 2023,"148,086.32",,,,,
RFL (IINFRASTRUCTURE) LTD,SIEMENS MOBILITY LIMITED,Professional Engineering Services,1025/5110284429,04 Jul 2023,"148,033.44",,,,,
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,VCS Repayments & Commission,1008/1900004803,28 Jun 2023,"147,164.54",,,,,
TRANSPORT TRADING LTD,ITSO LIMITED,Cubic Oyster Contract Costs,1004/5110292147,26 Jun 2023,"146,636.46",,,,,
TRANSPORT TRADING LTD,ITSO LIMITED,Cubic Oyster Contract Costs,1004/5110292144,26 Jun 2023,"146,636.46",,,,,
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004/5110303155,20 Jul 2023,"146,444.09",,,,,
LONDON UNDERGROUND LTD,CIRCET (UK) LIMITED,Track General Maintenance,1005/5110293200,06 Jul 2023,"144,841.76",,,,,
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LIMITED,Building Maintenance & Repairs,1004/5110288904,29 Jun 2023,"143,192.36",,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1005/5110288911,06 Jul 2023,"142,668.01",,,,,
LONDON UNDERGROUND LTD,Z-TECH CONTROL SYSTEMS LIMITED,Escalators,1005/5110296597,05 Jul 2023,"140,997.98",,,,,
SURFACE TRANSPORT CORP,MEDIAEDGE:CIA,Advertising,1002/5110287501,27 Jun 2023,"140,912.24",,,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006/5110296912,04 Jul 2023,"140,124.28",,,,,
DOCKLANDS LIGHT RAILWAY,DELATIM LTD,Civil Engineering Construction Works,1012/5110292452,28 Jun 2023,"140,019.47",,,,,
TFL CORPORATE,SAFETYCULTURE PTY LTD,Computer Software,1001/5110290029,06 Jul 2023,"135,930.00",,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Materials - Contractor,1005/5110303744,20 Jul 2023,"135,840.91",,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Materials - Contractor,1005/5110293865,28 Jun 2023,"135,840.91",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004/1901695575,04 Jul 2023,"135,660.00",,,,,
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,Building Maintenance & Repairs,1006/5110292645,19 Jul 2023,"133,336.49",,,,,
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,Building Maintenance & Repairs,1006/5110289756,12 Jul 2023,"133,076.36",,,,,
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LIMITED,Building Maintenance & Repairs,1004/5110297836,12 Jul 2023,"132,945.36",,,,,
TFL CORPORATE,DELOITTE MCS LTD,Management & Support Consultancy,1001/5110290099,17 Jul 2023,"130,950.00",,,,,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110298155,07 Jul 2023,"129,301.66",,,,,
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Civil Engineering Construction Works,1005/5110301814,21 Jul 2023,"128,891.55",,,,,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005/5110299868,19 Jul 2023,"127,744.79",,,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110287159,26 Jun 2023,"126,944.02",,,,,
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001/1900175662,03 Jul 2023,"126,678.74",,,,,
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Civil Engineering Construction Works,1020/5110291302,19 Jul 2023,"125,052.27",,,,,
LONDON UNDERGROUND LTD,TPS LTD,Signalling Systems,1005/5110295213,05 Jul 2023,"124,852.80",,,,,
LONDON BUS SERVICES LTD,STEWART SIGNS LTD,Management & Support Consultancy,1006/5110302013,18 Jul 2023,"124,750.00",,,,,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005/5110299889,12 Jul 2023,"123,851.63",,,,,
LONDON UNDERGROUND LTD,LIONWELD KENNEDY FLOORING LTD,Track General Maintenance,1005/5110298270,10 Jul 2023,"121,836.00",,,,,
SURFACE TRANSPORT CORP,DVLA SWANSEA,Advertising,1002/5110289703,12 Jul 2023,"119,873.29",,,,,
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LIMITED,Building Maintenance & Repairs,1004/5110288905,03 Jul 2023,"119,743.89",,,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006/5110290715,26 Jun 2023,"119,654.21",,,,,
TFL CORPORATE,ATKINS LIMITED,Management & Support Consultancy,1001/5110283886,03 Jul 2023,"118,939.06",,,,,
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Civil Engineering Construction Works,1005/5110301825,19 Jul 2023,"117,861.86",,,,,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110298900,17 Jul 2023,"117,695.60",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Vehicle Operating Leases,1005/5110289100,12 Jul 2023,"115,098.00",,,,,
SURFACE TRANSPORT CORP,NTT DATA UK LTD,IT Consultancy,1002/5110287766,05 Jul 2023,"114,756.25",,,,,
TRANSPORT TRADING LTD,GRAYSONS HOSPITALITY LIMITED,Caterers Service Charges,1004/5110281964,28 Jun 2023,"114,591.53",,,,,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,Professional Engineering Services,1005/5110284942,05 Jul 2023,"114,190.76",,,,,
TFL CORPORATE,DELOITTE MCS LTD,Management & Support Consultancy,1001/5110290337,17 Jul 2023,"112,150.00",,,,,
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Traffic Signals,1002/5110290748,04 Jul 2023,"111,777.57",,,,,
SURFACE TRANSPORT CORP,EURO PARKING COLLECTION PLC,CCS DVLA Costs,1002/5110281682,20 Jul 2023,"111,204.34",,,,,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD,Track General Maintenance,1005/5110299499,11 Jul 2023,"110,768.84",,,,,
LONDON UNDERGROUND LTD,ARK SIGNALLING CONSULTANCY,Professional Engineering Services,1005/5110299375,12 Jul 2023,"109,111.61",,,,,
LONDON BUS SERVICES LTD,VINCI CONSTRUCTION UK LIMITED,Building Maintenance & Repairs,1006/5110289077,04 Jul 2023,"108,677.68",,,,,
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Maintenance Materials,1005/5110281595,27 Jun 2023,"107,796.99",,,,,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005/5110299862,12 Jul 2023,"106,903.23",,,,,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Building Maintenance & Repairs,1005/5110285830,05 Jul 2023,"106,749.77",,,,,
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001/5110283143,28 Jun 2023,"106,319.52",,,,,
LONDON UNDERGROUND LTD,TOTAL GAS & POWER LTD,Gas,1005/1900262972,29 Jun 2023,"105,980.50",,,,,
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Road Maintenance,1002/5110278258,29 Jun 2023,"105,726.68",,,,,
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Traffic Signals,1002/5110290750,04 Jul 2023,"105,321.01",,,,,
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Road Maintenance,1002/5110292524,19 Jul 2023,"104,421.29",,,,,
TFL CORPORATE,O2 UK LIMITED,Telephony Mobile,1001/5110282727,12 Jul 2023,"103,800.00",,,,,
SURFACE TRANSPORT CORP,SKY HIGH PLC,Manage IT Services,1002/5110294214,29 Jun 2023,"102,928.32",,,,,
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,Management & Support Consultancy,1005/5110298144,07 Jul 2023,"102,643.90",,,,,
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005/5110265028,28 Jun 2023,"102,431.99",,,,,
SURFACE TRANSPORT CORP,GTT-EMEA LIMITED,Telephony Fixed,1002/5110289323,14 Jul 2023,"102,125.69",,,,,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005/5110295405,21 Jul 2023,"101,648.72",,,,,
RFL (IINFRASTRUCTURE) LTD,LANES GROUP PLC,Building Maintenance & Repairs,1025/5110281236,27 Jun 2023,"101,417.88",,,,,
LONDON UNDERGROUND LTD,API CAPACITORS LIMITED,Signalling Systems,1005/5110295513,03 Jul 2023,"101,250.00",,,,,
LONDON UNDERGROUND LTD,SCHINDLER LTD,Lift Maintenance,1005/5110291886,10 Jul 2023,"100,585.41",,,,,
TTL PROPERTIES LTD,UK POWER NETWORKS (OPERATIONS) LTD,Electrical Equipment Maintenance,1040/5110303875,21 Jul 2023,"100,418.87",,,,,
TFL CORPORATE,GREATER LONDON AUTHORITY ,Management & Support Consultancy,1001/5110289118,05 Jul 2023,"100,000.00",,,,,
LONDON UNDERGROUND LTD,FT TRANSFORMERS UK LTD,Electrical Equipment Maintenance,1005/5110298439,13 Jul 2023,"98,939.00",,,,,
LONDON UNDERGROUND LTD,BP OIL UK LIMITED,Vehicle Running Costs,1005/5110283050,28 Jun 2023,"98,850.88",,,,,
LONDON BUS SERVICES LTD,VINCI CONSTRUCTION UK LIMITED,Building Maintenance & Repairs,1006/5110286539,05 Jul 2023,"98,732.02",,,,,
TTL PROPERTIES LTD,APAM LTD,Management & Support Consultancy,1040/5110297062,11 Jul 2023,"98,514.00",,,,,
RFL (IINFRASTRUCTURE) LTD,LANES GROUP PLC,Building Maintenance & Repairs,1025/5110292698,19 Jul 2023,"97,920.71",,,,,
LONDON UNDERGROUND LTD,PCG ASSOCIATES LIMITED,Signalling Systems,1005/5110299302,11 Jul 2023,"97,726.70",,,,,
RAIL FOR LONDON LIMITED,SYDAC LIMITED,Equipment Repairs & Maintenance,1020/5110293189,28 Jun 2023,"97,655.22",,,,,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002/5110303464,19 Jul 2023,"97,448.92",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004/1901695466,04 Jul 2023,"97,090.00",,,,,
TTL PROPERTIES LTD,INVESTMENT PROPERTY DATABANK,Property Management Fees,1040/5110292439,27 Jun 2023,"95,913.23",,,,,
TFL CORPORATE,DELOITTE MCS LTD,Management & Support Consultancy,1001/5110290326,17 Jul 2023,"95,825.00",,,,,
TTL PROPERTIES LTD,EDF ENERGY,Electricity,1040/1900005505,04 Jul 2023,"95,210.30",,,,,
TFL CORPORATE,LONDON BOROUGH OF TOWER HAMLETS - B,Borough Services - Claim Against Pr Yr Accrual,1001/1900163488,07 Jul 2023,"95,000.00",,,,,
TFL CORPORATE,TURNER & TOWNSEND PROJECT ,Management & Support Consultancy,1001/5110291313,19 Jul 2023,"93,723.44",,,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1001/5110299632,13 Jul 2023,"93,666.00",,,,,
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004/1901695549,04 Jul 2023,"93,632.00",,,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1001/5110289785,10 Jul 2023,"93,147.84",,,,,
SURFACE TRANSPORT CORP,MEDIAEDGE:CIA,Advertising,1002/5110287502,27 Jun 2023,"93,052.00",,,,,
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Vehicle Repairs & Maintenance,1020/5110284998,28 Jun 2023,"92,933.78",,,,,
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,Connect PFI Service Costs,1002/5110283767,28 Jun 2023,"92,659.10",,,,,
CYCLE HIRE SCHEME,MACE MACRO LTD,Franchise/Concession Fixed Fee,1016/5110286932,29 Jun 2023,"92,446.22",,,,,
