Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  11,,,,,,,,,
Start Date: 07/01/2024,,,,,,,,,
End Date: 03/02/2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
SURFACE TRANSPORT CORP,Department for Transport,Vehicle Repairs & Maintenance,1002/5110392684,22-Jan-24,"309,000.00",,,,
LONDON UNDERGROUND LTD,1stinrail LTD,Track General Maintenance,1005/5110391582,18-Jan-24,"307,903.14",,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Road Maintenance,1002/5110393367,23-Jan-24,"303,065.30",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110388246,11-Jan-24,"302,645.32",,,,
TTL PROPERTIES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1040/5110385295,19-Jan-24,"302,423.77",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110397912,01-Feb-24,"300,233.39",,,,
LONDON UNDERGROUND LTD,OTIS LIMITED,Escalators,1005/5110284584,16-Jan-24,"300,187.90",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110394555,25-Jan-24,"299,888.34",,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110389579,17-Jan-24,"294,384.63",,,,
SURFACE TRANSPORT CORP,Costain Limited,Infrastructure Maintenance and Repair,1002/5110388610,15-Jan-24,"293,142.62",,,,
TTL PROPERTIES LTD,EFFICIO LIMITED,Management & Support Consultancy,1040/5110379240,10-Jan-24,"290,142.00",,,,
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110378294,08-Jan-24,"288,154.44",,,,
DOCKLANDS LIGHT RAILWAY,Track and Build Ltd.,Health & Safety Systems & Assurance,1012/5110396337,29-Jan-24,"285,526.93",,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Land & Buildings,1006/5110388000,10-Jan-24,"284,047.57",,,,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110384085,24-Jan-24,"283,950.54",,,,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF KINGSTON UPON THAMES,Borough Services,1002/1900077438,10-Jan-24,"282,715.17",,,,
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,Road Maintenance,1002/5110390632,17-Jan-24,"280,725.69",,,,
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,Escalators,1033/5110383344,09-Jan-24,"279,495.51",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110379190,10-Jan-24,"278,188.05",,,,
LUL NOMINEE BCV LIMITED,Delatim Limited,Maintenance Materials,1033/5110388821,12-Jan-24,"277,112.53",,,,
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110388433,11-Jan-24,"272,830.30",,,,
RAIL FOR LONDON LIMITED,EDF Energy,Traction Current,1020/5110395790,26-Jan-24,"272,374.75",,,,
TFL CORPORATE,Daisy Corporate Services TradingLtd,Telephony Fixed,1001/5110385706,09-Jan-24,"272,075.93",,,,
TFL CORPORATE,Daisy Corporate Services TradingLtd,Telephony Fixed,1001/5110384707,30-Jan-24,"271,719.53",,,,
TTL PROPERTIES LTD,CBRE LIMITED,Management & Support Consultancy,1040/5110379183,10-Jan-24,"270,161.00",,,,
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110397961,01-Feb-24,"269,949.96",,,,
LONDON UNDERGROUND LTD,Wingate Electrical PLC,Civil Engineering Construction Works,1005/5110390334,24-Jan-24,"269,601.08",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004/1901700609,22-Jan-24,"266,000.00",,,,
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Vehicle Repairs & Maintenance,1025/5110392675,24-Jan-24,"259,868.69",,,,
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110390627,02-Feb-24,"258,059.08",,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Management & Support Consultancy,1005/5110378519,10-Jan-24,"257,657.21",,,,
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,Retentions Control Account > 1Year,1002/1900077850,19-Jan-24,"257,404.67",,,,
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Vehicle Repairs & Maintenance,1025/5110392677,24-Jan-24,"252,353.90",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004/1901700786,01-Feb-24,"244,720.00",,,,
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Vehicle Repairs & Maintenance,1025/5110388679,16-Jan-24,"243,208.66",,,,
RAIL FOR LONDON LIMITED,Spoor-Tech Limited,Civil Engineering Construction Works,1020/5110387009,10-Jan-24,"241,446.84",,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110379317,10-Jan-24,"240,075.00",,,,
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,Road Maintenance,1002/5110390629,17-Jan-24,"233,415.00",,,,
LUL NOMINEE SSL LIMITED,David Brown Santasalo UK Limited,Signalling Systems,1031/5110382329,17-Jan-24,"230,880.00",,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110383326,17-Jan-24,"230,859.68",,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110394392,25-Jan-24,"229,220.60",,,,
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,Civil Engineering Construction Works,1005/5110389648,17-Jan-24,"227,288.47",,,,
TFL CORPORATE,Probrand Ltd,Computer Hardware,1001/5110386830,10-Jan-24,"220,880.00",,,,
RFL (IINFRASTRUCTURE) LTD,1stinrail LTD,LTM Warehousing & Packaging,1025/5110386556,08-Jan-24,"220,540.55",,,,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110381473,16-Jan-24,"217,331.60",,,,
RFL (IINFRASTRUCTURE) LTD,Talleres ZITRON SA UK Branch,Franchise/Concession Fixed Fee,1025/5110376297,08-Jan-24,"216,619.76",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110392779,22-Jan-24,"216,505.62",,,,
TRANSPORT TRADING LTD,exceet Card Austria GmbH,Manage IT Services,1004/5110383322,19-Jan-24,"214,500.00",,,,
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1025/5110388122,11-Jan-24,"213,766.62",,,,
RFL (IINFRASTRUCTURE) LTD,Solution Rail Limited,Civil Engineering Construction Works,1025/5110390220,17-Jan-24,"209,981.20",,,,
LONDON UNDERGROUND LTD,Lendlease Jacobs Joint Venture,Civil Engineering Construction Works,1005/5110383370,23-Jan-24,"209,702.10",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110392087,22-Jan-24,"208,887.26",,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Land & Buildings,1006/5110387997,10-Jan-24,"205,738.71",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110394648,02-Feb-24,"202,263.07",,,,
TFL CORPORATE,WM Reply Ltd,Manage IT Services,1001/5110393363,01-Feb-24,"200,000.00",,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110379315,10-Jan-24,"199,000.00",,,,
TRANSPORT TRADING LTD,Willmott Dixon Interiors Ltd,Civil Engineering Construction Works,1004/5110385265,10-Jan-24,"198,697.74",,,,
RAIL FOR LONDON LIMITED,Arriva Rail London,Franchise/Concession Fixed Fee,1020/5110390069,17-Jan-24,"197,926.75",,,,
TFL CORPORATE,Perfect Circle JV Ltd,Management & Support Consultancy,1001/5110386153,26-Jan-24,"197,721.73",,,,
LUL NOMINEE BCV LIMITED,Siemens Mobility Limited,Signalling Systems,1033/5110381503,10-Jan-24,"196,612.42",,,,
LONDON BUS SERVICES LTD,East London Bus & Coach Company Ltd,Bus Contract Payments,1006/1900049850,19-Jan-24,"196,442.63",,,,
DOCKLANDS LIGHT RAILWAY,Ashurst LLP,Legal Fees,1012/5110382327,10-Jan-24,"195,203.00",,,,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006/1900049848,19-Jan-24,"195,106.07",,,,
RFL (IINFRASTRUCTURE) LTD,Lanes Group plc,Building Maintenance & Repairs,1025/5110388452,31-Jan-24,"191,992.26",,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Road Maintenance,1002/5110370055,11-Jan-24,"191,670.34",,,,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005/5110381753,22-Jan-24,"191,321.70",,,,
LONDON UNDERGROUND LTD,Wave Utilities,Water,1005/1900275273,10-Jan-24,"188,374.54",,,,
LONDON UNDERGROUND LTD,BRITISH GAS BUSINESS ,Water,1005/1900275272,09-Jan-24,"188,374.54",,,,
LONDON BUS SERVICES LTD,F M Conway Ltd,Road Maintenance,1006/5110396830,31-Jan-24,"179,475.81",,,,
LONDON UNDERGROUND LTD,Wave Utilities,Water,1005/1900275271,10-Jan-24,"178,795.07",,,,
TTL PROPERTIES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1040/5110385267,19-Jan-24,"178,575.28",,,,
LONDON UNDERGROUND LTD,HEGENSCHEIDT-MFD GMBH,Equipment Repairs & Maintenance,1005/5110391958,19-Jan-24,"177,627.54",,,,
RAIL FOR LONDON LIMITED,EUROQUARZ GmbH,Exchange Loss Realised,1020/2000073693,22-Jan-24,"177,513.20",,,,
SURFACE TRANSPORT CORP,Costain Limited,Infrastructure Maintenance and Repair,1002/5110392509,26-Jan-24,"177,348.83",,,,
RAIL FOR LONDON LIMITED,UK Power Networks Services (Co) Ltd,Electrical Equipment Maintenance,1020/5110387032,24-Jan-24,"177,103.98",,,,
TRANSPORT TRADING LTD,Willmott Dixon Interiors Ltd,Civil Engineering Construction Works,1004/5110386041,10-Jan-24,"177,017.06",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110397254,31-Jan-24,"176,164.72",,,,
TFL CORPORATE,TURNER & TOWNSEND PROJECT MANAGEMEN,Professional Engineering Services,1001/5110382487,17-Jan-24,"174,196.98",,,,
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110374397,10-Jan-24,"174,039.08",,,,
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110386623,23-Jan-24,"173,369.97",,,,
TFL CORPORATE,Qualtrics LLC,Computer Software,1001/5110388047,26-Jan-24,"172,078.99",,,,
LONDON UNDERGROUND LTD,GBM Services Limited,Office Cleaning,1005/5110384265,08-Jan-24,"171,480.38",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110394060,24-Jan-24,"170,955.68",,,,
DOCKLANDS LIGHT RAILWAY,PROGRESS RAIL SERVICES UK LTD,Civil Engineering Construction Works,1012/5110384509,17-Jan-24,"170,459.00",,,,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110382451,17-Jan-24,"170,085.60",,,,
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004/5110388695,16-Jan-24,"169,521.17",,,,
SURFACE TRANSPORT CORP,QA Ltd,Staff Training,1002/5110382968,17-Jan-24,"169,388.00",,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110379318,10-Jan-24,"169,375.00",,,,
TFL CORPORATE,Jacobs U.K. Limited,Professional Engineering Services,1001/5110383741,17-Jan-24,"165,814.40",,,,
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Terminal 5 PFI Service Costs,1020/5110379384,10-Jan-24,"165,431.00",,,,
TRANSPORT TRADING LTD,Sodexo Ltd,Caterers Service Charges,1004/5110392932,30-Jan-24,"165,395.07",,,,
LONDON BUS SERVICES LTD,Kier Highways Ltd t/a TarmacKier JV,Road Maintenance,1006/5110396181,31-Jan-24,"164,932.98",,,,
SURFACE TRANSPORT CORP,Ringway Infrastructure Services Ltd,Road Maintenance,1002/5110396339,31-Jan-24,"164,823.07",,,,
LONDON BUS SERVICES LTD,EDF Energy,Electricity,1006/5110398450,01-Feb-24,"164,402.18",,,,
LONDON UNDERGROUND LTD,Schindler Ltd,Lift Maintenance,1005/5110395852,29-Jan-24,"164,106.62",,,,
TFL CORPORATE,Sentrum IV Limited,Manage IT Services,1001/5110386989,10-Jan-24,"163,089.92",,,,
LUL NOMINEE SSL LIMITED,Schaeffler (UK) Ltd,Stock of Fleet,1031/5110377924,19-Jan-24,"162,872.44",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110376961,08-Jan-24,"162,777.24",,,,
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Terminal 5 PFI Service Costs,1020/5110378732,10-Jan-24,"160,441.00",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110394059,24-Jan-24,"159,483.59",,,,
TRANSPORT TRADING LTD,MVA Consultancy Group,Event Management Fee,1004/5110388878,31-Jan-24,"158,706.00",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110382083,12-Jan-24,"158,593.55",,,,
SURFACE TRANSPORT CORP,Redspeed International  Ltd,PCN and Penalty Fare Processing,1002/5110386633,31-Jan-24,"158,252.22",,,,
TRANSPORT TRADING LTD,AUSTRIA CARD GmbH,Manage IT Services,1004/5110376681,10-Jan-24,"157,899.00",,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110379316,10-Jan-24,"157,400.00",,,,
LONDON BUS SERVICES LTD,UniversityBus Ltd (UNO),Bus Contract Payments,1006/1900049846,19-Jan-24,"156,118.39",,,,
VICTORIA COACH STATN LTD,National Express Ltd,VCS Repayments & Commission,1008/1900004864,26-Jan-24,"154,792.37",,,,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004/800049566,11-Jan-24,"154,278.00",,,,
TFL CORPORATE,AMAZON,Manage IT Services,1001/5110384885,30-Jan-24,"154,227.49",,,,
TFL CORPORATE,Gallagher Bassett Internat. Ltd,Claim Settlements,1001/1900206839,10-Jan-24,"153,939.47",,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Manage IT Services,1004/5110388074,16-Jan-24,"151,314.93",,,,
SURFACE TRANSPORT CORP,Siemens Traffic Controls,Contracted Services - Roads,1002/5110384034,17-Jan-24,"151,301.67",,,,
LONDON UNDERGROUND LTD,TURNER & TOWNSEND PROJECT MANAGEMEN,Professional Engineering Services,1005/5110387120,15-Jan-24,"150,909.44",,,,
RFL (IINFRASTRUCTURE) LTD,Siemens Mobility Limited,Professional Engineering Services,1025/5110376665,08-Jan-24,"148,033.44",,,,
LONDON UNDERGROUND LTD,KONE PLC,Lift Maintenance,1005/5110389485,15-Jan-24,"147,541.79",,,,
DOCKLANDS LIGHT RAILWAY,Cleshar Contract Services Limited,Maintenance Materials,1012/5110383809,17-Jan-24,"146,546.18",,,,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,MR Construction Costs,1005/5110380384,22-Jan-24,"146,480.73",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110387166,31-Jan-24,"146,035.98",,,,
LONDON UNDERGROUND LTD,Abellio London Ltd,Franchise/Concession Fixed Fee,1005/5110382052,15-Jan-24,"145,990.74",,,,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110386048,17-Jan-24,"144,722.65",,,,
RAIL FOR LONDON LIMITED,Arriva Rail London,Franchise/Concession Fixed Fee,1020/5110387319,01-Feb-24,"143,513.57",,,,
TFL CORPORATE,Sentrum IV Limited,Manage IT Services,1001/5110383108,12-Jan-24,"142,652.85",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Materials - Contractor,1005/5110391544,18-Jan-24,"142,632.96",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110385338,08-Jan-24,"142,021.32",,,,
RFL (IINFRASTRUCTURE) LTD,Solution Rail Limited,Research & Study Fees,1025/5110395927,30-Jan-24,"141,644.55",,,,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD ,Bus Contract Payments,1006/1900049833,19-Jan-24,"140,730.04",,,,
TFL CORPORATE,AMAZON,Manage IT Services,1001/5110384892,30-Jan-24,"140,606.32",,,,
SURFACE TRANSPORT CORP,Asite Solutions Ltd,Computer Software,1002/5110382998,17-Jan-24,"140,100.00",,,,
LUL NOMINEE SSL LIMITED,Giffen Group Ltd,Civil Engineering Construction Works,1031/5110387311,10-Jan-24,"139,913.68",,,,
TRANSPORT TRADING LTD,Perfect Circle JV Ltd,Management & Support Consultancy,1004/5110386157,26-Jan-24,"139,847.69",,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1005/5110386660,31-Jan-24,"139,820.93",,,,
RAIL FOR LONDON LIMITED,WH Scott & Son Engineers Ltd,Plant & Equipment Purchases,1020/5110385052,02-Feb-24,"138,175.00",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1005/5110365198,15-Jan-24,"137,472.56",,,,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110382356,17-Jan-24,"134,178.64",,,,
LUL NOMINEE SSL LIMITED,CPC Project Services LLP,Management & Support Consultancy,1031/5110391078,22-Jan-24,"133,305.75",,,,
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004/5110390700,01-Feb-24,"133,294.72",,,,
RAIL FOR LONDON LIMITED,Stadler Rail Service Deutschld GmbH,Exchange Loss Realised,1020/2000073598,12-Jan-24,"133,157.60",,,,
LONDON UNDERGROUND LTD,Commander Building Services Limited,Building Maintenance & Repairs,1005/5110385276,16-Jan-24,"131,896.71",,,,
TRANSPORT TRADING LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1004/5110393330,25-Jan-24,"131,270.95",,,,
SURFACE TRANSPORT CORP,Ove Arup & Partners Ltd,Management & Support Consultancy,1002/5110379306,10-Jan-24,"130,000.00",,,,
TFL CORPORATE,XPS PENSIONS LIMITED,Management & Support Consultancy,1001/5110385006,10-Jan-24,"129,230.00",,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Road Maintenance,1002/5110393440,31-Jan-24,"128,785.04",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110387018,31-Jan-24,"128,243.43",,,,
LONDON UNDERGROUND LTD,Abellio London Ltd,Franchise/Concession Fixed Fee,1005/5110382054,15-Jan-24,"128,016.20",,,,
LONDON UNDERGROUND LTD,Delatim Ltd,MR Construction Costs,1005/5110388424,11-Jan-24,"127,173.39",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110382163,16-Jan-24,"126,096.00",,,,
LONDON BUS SERVICES LTD,Stewart Signs Ltd,Management & Support Consultancy,1006/5110389657,18-Jan-24,"124,750.00",,,,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LIMITED,Bus Contract Payments,1006/1900049921,02-Feb-24,"123,701.73",,,,
RAIL FOR LONDON LIMITED,Deutzer Technische Kohle GmbH,Track General Maintenance,1020/5110379251,15-Jan-24,"123,285.37",,,,
SURFACE TRANSPORT CORP,EDF Energy,Electricity,1002/5110398442,01-Feb-24,"122,408.77",,,,
LONDON UNDERGROUND LTD,GT GetTaxi (UK) Ltd,PCO Outsourced Services,1005/5110396170,31-Jan-24,"122,274.49",,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110393698,23-Jan-24,"122,143.42",,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110383460,17-Jan-24,"120,802.48",,,,
LONDON UNDERGROUND LTD,MTR Corporation (UK) Limited,Civil Engineering Construction Works,1005/5110384486,08-Jan-24,"120,753.39",,,,
LONDON UNDERGROUND LTD,OTIS LIMITED,Escalators,1005/5110361038,16-Jan-24,"120,127.34",,,,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110386196,17-Jan-24,"117,637.25",,,,
DOCKLANDS LIGHT RAILWAY,Octavius Infrastructure Ltd,Professional Engineering Services,1012/5110389448,30-Jan-24,"117,440.96",,,,
SURFACE TRANSPORT CORP,County Building Services Ltd,Building Maintenance & Repairs,1002/5110396338,29-Jan-24,"117,178.53",,,,
LONDON BUS SERVICES LTD,MITIE Cleaning & Environmental,Building Maintenance & Repairs,1006/5110383031,17-Jan-24,"117,135.06",,,,
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005/5110383516,17-Jan-24,"115,864.00",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Vehicle Operating Leases,1005/5110382358,16-Jan-24,"115,098.00",,,,
DOCKLANDS LIGHT RAILWAY,Data Tech Holdings Ltd,Civil Engineering Construction Works,1012/5110380044,17-Jan-24,"115,031.40",,,,
TFL CORPORATE,Isio Group Limited,Management & Support Consultancy,1001/5110380377,15-Jan-24,"115,000.00",,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Land & Buildings,1006/5110394375,29-Jan-24,"114,301.01",,,,
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,Civil Engineering Construction Works,1005/5110383348,12-Jan-24,"113,436.85",,,,
DOCKLANDS LIGHT RAILWAY,L C SWITCHGEAR LTD,Vehicle Repairs & Maintenance,1012/5110370013,09-Jan-24,"113,294.00",,,,
TRANSPORT TRADING LTD,Daisy Corporate Services TradingLtd,Telephony Fixed,1004/5110377144,09-Jan-24,"113,242.63",,,,
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110383525,15-Jan-24,"112,847.66",,,,
LONDON BUS SERVICES LTD,Telent Technology Services Ltd,Road Maintenance,1006/5110381601,02-Feb-24,"111,408.70",,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110383323,17-Jan-24,"110,956.08",,,,
LONDON UNDERGROUND LTD,ACTIVAIR AUTOMATION LTD,Electrical Equipment Maintenance,1005/5110388093,18-Jan-24,"110,752.00",,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110393696,26-Jan-24,"110,619.60",,,,
LONDON UNDERGROUND LTD,ARK Signalling Consultancy,Professional Engineering Services,1005/5110375410,10-Jan-24,"109,131.60",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110397262,31-Jan-24,"109,098.83",,,,
LUL NOMINEE SSL LIMITED,Hyder Consulting (UK) Ltd,Civil Engineering Construction Works,1031/5110396177,01-Feb-24,"108,860.59",,,,
DOCKLANDS LIGHT RAILWAY,Delatim Ltd,Civil Engineering Construction Works,1012/5110388346,11-Jan-24,"108,807.11",,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Maintenance Materials,1005/5110376661,08-Jan-24,"107,797.00",,,,
RFL (IINFRASTRUCTURE) LTD,Probrand Ltd,Computer Hardware,1025/5110387430,12-Jan-24,"107,371.78",,,,
SURFACE TRANSPORT CORP,LA International Computer Consultan,Management & Support Consultancy,1002/5110388852,12-Jan-24,"106,896.70",,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110383934,18-Jan-24,"106,783.23",,,,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110391448,31-Jan-24,"106,547.69",,,,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110386050,17-Jan-24,"106,465.51",,,,
TFL CORPORATE,Pertemps Recruitment PartnershipLtd,Recruitment Expenses,1001/5110386073,19-Jan-24,"106,449.00",,,,
TRANSPORT TRADING LTD,Total Gas & Power Ltd,Gas,1004/1901700636,25-Jan-24,"105,796.47",,,,
SURFACE TRANSPORT CORP,NTT DATA UK Ltd,Manage IT Services,1002/5110383335,17-Jan-24,"105,520.85",,,,
SURFACE TRANSPORT CORP,SmartSourcing Ltd,Management & Support Consultancy,1002/5110385879,09-Jan-24,"104,950.50",,,,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110378398,10-Jan-24,"104,272.50",,,,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110384529,12-Jan-24,"104,229.10",,,,
TRANSPORT TRADING LTD,Daisy Corporate Services TradingLtd,Telephony Fixed,1004/5110377635,09-Jan-24,"104,009.47",,,,
RAIL FOR LONDON LIMITED,London Rail Leasing Limited,Vehicle Operating Leases,1020/5110384811,11-Jan-24,"103,916.61",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110394643,31-Jan-24,"102,756.17",,,,
LONDON UNDERGROUND LTD,Ductclean (UK) Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110386955,15-Jan-24,"102,718.51",,,,
DOCKLANDS LIGHT RAILWAY,ASH Construction Group,Maintenance Materials,1012/5110393387,23-Jan-24,"102,218.10",,,,
LONDON BUS SERVICES LTD,Metroline Travel Limited,Bus Contract Payments,1006/1900049854,19-Jan-24,"101,943.90",,,,
TRANSPORT TRADING LTD,Graysons Hospitality Limited,Caterers Service Charges,1004/5110380617,09-Jan-24,"101,906.39",,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110383473,17-Jan-24,"101,091.12",,,,
