Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  13,,,,,,,,,
Start Date:  03 March 2024,,,,,,,,,
End Date: 31 March 2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214034,06 March 2024,"£2,099",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215959,13 March 2024,"£2,099",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218212,22 March 2024,"£2,099",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218447,22 March 2024,"£2,099",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216217,20 March 2024,"£2,099",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216788,20 March 2024,"£2,099",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215757,13 March 2024,"£2,099",,,,
TFL CORPORATE,Corporate Document Services Ltd,Advertising,1001/5110420083,13 March 2024,"£2,097",,,,
VICTORIA COACH STATN LTD,Oyster Sales Service,VCS Repayments & Commission,1008/5110418914,22 March 2024,"£2,097",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214775,06 March 2024,"£2,096",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215733,13 March 2024,"£2,096",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218152,22 March 2024,"£2,096",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216901,20 March 2024,"£2,096",,,,
LONDON TRANSPORT MUSEUM,Telco Lifts Ltd,Building Maintenance & Repairs,1011/5110428753,22 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214619,06 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217447,22 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216842,20 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214919,06 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216105,13 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217868,22 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216514,20 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213985,06 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217044,20 March 2024,"£2,095",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215103,13 March 2024,"£2,095",,,,
LONDON UNDERGROUND LTD,Underground Electrical Services Ltd,Escalators,1005/5110425158,20 March 2024,"£2,093",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110413758,22 March 2024,"£2,092",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278378,06 March 2024,"£2,092",,,,
LT MUSEUM TRADING LTD,The London Toy Company,LTM Purchase of Gifts for Resale,1024/1900024384,05 March 2024,"£2,092",,,,
LONDON UNDERGROUND LTD,GRINSTY RAIL LTD,Stock of Fleet,1005/5110431120,28 March 2024,"£2,091",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279854,22 March 2024,"£2,091",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279851,22 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214747,06 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217693,22 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216782,20 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215672,13 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216005,13 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214957,06 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215795,13 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216108,13 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216083,13 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216080,13 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214684,06 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213957,06 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217030,20 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214695,06 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214917,06 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214896,06 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214801,06 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217862,22 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217830,22 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217466,22 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218364,22 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218209,22 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218135,22 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217196,20 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217076,20 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217028,20 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216111,13 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217136,20 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217128,20 March 2024,"£2,091",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217089,20 March 2024,"£2,091",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279081,13 March 2024,"£2,090",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279714,22 March 2024,"£2,090",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409875,19 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409876,19 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409271,18 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409273,18 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409987,19 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415652,22 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110419609,28 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415589,22 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410846,18 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410847,18 March 2024,"£2,089",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279106,13 March 2024,"£2,086",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279570,20 March 2024,"£2,086",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279802,22 March 2024,"£2,086",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279619,20 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215580,13 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215578,13 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214274,06 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218343,22 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218345,22 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216499,20 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216500,20 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216008,13 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217820,22 March 2024,"£2,086",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217134,20 March 2024,"£2,086",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279719,22 March 2024,"£2,085",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279817,22 March 2024,"£2,085",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214153,06 March 2024,"£2,085",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214120,06 March 2024,"£2,085",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215398,13 March 2024,"£2,085",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217676,22 March 2024,"£2,085",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216576,20 March 2024,"£2,085",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216572,20 March 2024,"£2,085",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278988,13 March 2024,"£2,084",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279996,22 March 2024,"£2,084",,,,
TRANSPORT TRADING LTD,DeepStore Limited,Document Archive & Storage,1004/5110417134,06 March 2024,"£2,084",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279096,13 March 2024,"£2,083",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279697,22 March 2024,"£2,083",,,,
TFL CORPORATE,Ashurst LLP,Legal Fees,1001/5110422165,22 March 2024,"£2,083",,,,
TFL CORPORATE,Hildebrand Technology Limited,Property Management Fees,1001/5110423365,19 March 2024,"£2,082",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214723,06 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215691,13 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218106,22 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217042,20 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214754,06 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216029,13 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217894,22 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214622,06 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216848,20 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218214,22 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216079,13 March 2024,"£2,081",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216796,20 March 2024,"£2,081",,,,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Professional Engineering Services,1012/5110425406,22 March 2024,"£2,081",,,,
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Equipment Repairs & Maintenance,1033/5110426850,22 March 2024,"£2,080",,,,
LONDON UNDERGROUND LTD,Spinview UK Ltd,Computer Software,1005/5110421650,13 March 2024,"£2,079",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279117,13 March 2024,"£2,079",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279954,22 March 2024,"£2,079",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217928,22 March 2024,"£2,079",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215832,13 March 2024,"£2,079",,,,
LONDON UNDERGROUND LTD,Motivair Compressors Ltd,Building Maintenance & Repairs,1005/5110428526,27 March 2024,"£2,079",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213922,06 March 2024,"£2,078",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217657,22 March 2024,"£2,078",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216385,20 March 2024,"£2,078",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215044,13 March 2024,"£2,078",,,,
TFL CORPORATE,Corporate Document Services Ltd,Advertising,1001/5110423991,20 March 2024,"£2,078",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409276,18 March 2024,"£2,077",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110417036,22 March 2024,"£2,077",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410837,18 March 2024,"£2,077",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214416,06 March 2024,"£2,076",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216025,13 March 2024,"£2,076",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217851,22 March 2024,"£2,076",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216977,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110407003,13 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110407002,13 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110407001,13 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110407004,13 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110407166,13 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110407165,13 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110407164,13 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110402559,06 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110402487,06 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110402486,06 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110402485,06 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110402488,06 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110402558,06 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110402557,06 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110402556,06 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415116,22 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415117,22 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410897,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415115,22 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415311,22 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415312,22 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415309,22 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110415310,22 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410820,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410853,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110407167,13 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410819,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410895,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410896,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410854,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110410894,20 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,rygor commercials ltd,Vehicle Operating Leases,1005/5110415977,22 March 2024,"£2,076",,,,
LUL NOMINEE SSL LIMITED,VIKING PRECISION ENGINEERS LTD,Stock of Fleet,1031/5110431510,28 March 2024,"£2,076",,,,
SURFACE TRANSPORT CORP,REDACTED,Legal Fees,1002/1900078401,12 March 2024,"£2,076",,,,
LONDON UNDERGROUND LTD,Mono Europe Ltd,Furniture & Equipment,1005/5110420195,13 March 2024,"£2,075",,,,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Track General Maintenance,1020/5110401553,05 March 2024,"£2,075",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214992,06 March 2024,"£2,073",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216033,13 March 2024,"£2,073",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217854,22 March 2024,"£2,073",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217294,20 March 2024,"£2,073",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214454,06 March 2024,"£2,073",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215537,13 March 2024,"£2,073",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217519,22 March 2024,"£2,073",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216877,20 March 2024,"£2,073",,,,
LONDON UNDERGROUND LTD,RJC (UK) LTD,Escalators,1005/5110401359,04 March 2024,"£2,070",,,,
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,Stock of Fleet,1031/5110403666,22 March 2024,"£2,070",,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Lift Maintenance,1005/5110427401,21 March 2024,"£2,070",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215682,13 March 2024,"£2,070",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215163,13 March 2024,"£2,070",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214793,06 March 2024,"£2,070",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218100,22 March 2024,"£2,070",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218126,22 March 2024,"£2,070",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217056,20 March 2024,"£2,070",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217101,20 March 2024,"£2,070",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110393370,08 March 2024,"£2,069",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110393365,08 March 2024,"£2,069",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110416729,26 March 2024,"£2,069",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110393490,08 March 2024,"£2,069",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278842,13 March 2024,"£2,068",,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Signalling Systems,1005/5110418292,28 March 2024,"£2,068",,,,
TRANSPORT TRADING LTD,Quay Office Furnishers Ltd,Building Maintenance & Repairs,1004/5110414021,22 March 2024,"£2,065",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217287,20 March 2024,"£2,065",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215090,13 March 2024,"£2,064",,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110412076,20 March 2024,"£2,064",,,,
TTL PROPERTIES LTD,EVERSHEDS,Legal Fees,1040/5110428656,27 March 2024,"£2,064",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218231,22 March 2024,"£2,063",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008886,20 March 2024,"£2,063",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008871,13 March 2024,"£2,063",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900279950,22 March 2024,"£2,062",,,,
