Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  12,,,,,,
Start Date:  04 February 2024,,,,,,
End Date: 02 March 2024,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,Lombard,TLL Lease Costs,1005/5110383279,22/02/2024,"£221,137",
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Ticket & Pass Production,1004/5110401996,14/02/2024,"£220,650",
LONDON BUS SERVICES LTD,Tarmac Kier Joint Venture,Road Maintenance,1006/5110411681,28/02/2024,"£217,480",
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005/5110399951,09/02/2024,"£216,966",
LONDON UNDERGROUND LTD,Abellio London Ltd,Franchise/Concession Fixed Fee,1005/5110371654,08/02/2024,"£216,899",
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110409333,21/02/2024,"£216,506",
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110410327,28/02/2024,"£216,506",
LONDON RIVER SERVICES LTD,County Building Services Ltd,Infrastructure Maintenance and Repair,1007/5110411610,26/02/2024,"£214,008",
LUL NOMINEE SSL LIMITED,Giffen Group Ltd,Civil Engineering Construction Works,1031/5110402227,27/02/2024,"£213,389",
SURFACE TRANSPORT CORP,BT Repayments/Openreach,Electricity,1002/5110391360,07/02/2024,"£213,084",
DOCKLANDS LIGHT RAILWAY,MTR Corporation (UK) Limited,Civil Engineering Construction Works,1012/5110413866,28/02/2024,"£211,544",
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110410312,28/02/2024,"£208,887",
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110409386,21/02/2024,"£208,887",
LONDON UNDERGROUND LTD,1stinrail LTD,Track General Maintenance,1005/5110402147,08/02/2024,"£206,696",
RFL (IINFRASTRUCTURE) LTD,Talleres ZITRON SA UK Branch,Franchise/Concession Fixed Fee,1025/5110394711,29/02/2024,"£204,808",
LONDON UNDERGROUND LTD,Herbert Smith LLP,Legal Fees,1005/5110402461,27/02/2024,"£203,661",
TTL PROPERTIES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1040/5110397932,14/02/2024,"£203,440",
TRANSPORT TRADING LTD,Quay Office Furnishers Ltd,Building Maintenance & Repairs,1004/5110404785,19/02/2024,"£197,836",
DOCKLANDS LIGHT RAILWAY,RTI LTD,Civil Engineering Construction Works,1012/5110394674,19/02/2024,"£190,875",
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110406426,15/02/2024,"£190,770",
LUL NOMINEE BCV LIMITED,Alstom Engineering & Services LTD,Maintenance Materials,1033/5110404833,01/03/2024,"£189,707",
TRANSPORT TRADING LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1004/5110400523,12/02/2024,"£188,794",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110414692,01/03/2024,"£188,770",
RAIL FOR LONDON LIMITED,Rhomberg Sersa UK Ltd,Civil Engineering Construction Works,1020/5110409348,21/02/2024,"£185,137",
LONDON UNDERGROUND LTD,Delatim Ltd,Civil Engineering Construction Works,1005/5110402817,15/02/2024,"£184,922",
TTL PROPERTIES LTD,Saba Park Services UK Limited,Property Management Fees,1040/5110405017,28/02/2024,"£184,674",
LUL NOMINEE SSL LIMITED,DB Santasalo UK (Industrial) Ltd,Signalling Systems,1031/5110414495,29/02/2024,"£183,738",
TTL PROPERTIES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1040/5110397930,22/02/2024,"£180,954",
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Ticket & Pass Production,1004/5110401995,14/02/2024,"£178,987",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110401669,14/02/2024,"£177,934",
LONDON UNDERGROUND LTD,Lanes Group plc,Civil Engineering Construction Works,1005/5110404493,29/02/2024,"£177,683",
RAIL FOR LONDON LIMITED,Balfour Beatty Group Ltd,Signalling Systems,1020/5110406851,28/02/2024,"£176,063",
LONDON UNDERGROUND LTD,UK Power Networks Services (Co) Ltd,Electrical Equipment Maintenance,1005/5110402650,09/02/2024,"£175,927",
TFL CORPORATE,Sentrum IV Limited,Manage IT Services,1001/5110414053,01/03/2024,"£175,583",
LONDON UNDERGROUND LTD,Wave Utilities,Water,1005/1900277359,07/02/2024,"£175,073",
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110412557,28/02/2024,"£174,682",
RFL (IINFRASTRUCTURE) LTD,Spoor-Tech Limited,Computer Software,1025/5110394750,15/02/2024,"£172,348",
RFL (IINFRASTRUCTURE) LTD,Spoor-Tech Limited,Computer Software,1025/5110415731,01/03/2024,"£172,348",
LUL NOMINEE SSL LIMITED,CPC Project Services LLP,Management & Support Consultancy,1031/5110406848,16/02/2024,"£172,054",
LONDON UNDERGROUND LTD,GBM Services Limited,Office Cleaning,1005/5110395412,05/02/2024,"£171,480",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110408994,20/02/2024,"£170,231",
LONDON UNDERGROUND LTD,TURNER & TOWNSEND PROJECT MANAGEMEN,Professional Engineering Services,1005/5110398420,28/02/2024,"£169,460",
TTL PROPERTIES LTD,BNP Paribas Real Estate Adv & Prop,Property Management Fees,1040/5110407227,19/02/2024,"£169,231",
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1005/5110391961,14/02/2024,"£169,181",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Terminal 5 PFI Service Costs,1020/5110391127,13/02/2024,"£169,038",
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110400661,06/02/2024,"£168,567",
LONDON UNDERGROUND LTD,Delatim Ltd,MR Construction Costs,1005/5110396854,09/02/2024,"£168,207",
LONDON BUS SERVICES LTD,EDF Energy,Electricity,1006/5110406520,22/02/2024,"£166,647",
TRANSPORT TRADING LTD,Sodexo Ltd,Caterers Service Charges,1004/5110402146,28/02/2024,"£166,009",
SURFACE TRANSPORT CORP,HB Reavis UK Ltd,Other Joint Funding Contributions,1002/1900078127,12/02/2024,"£165,687",
TFL CORPORATE,Sentrum IV Limited,Manage IT Services,1001/5110412164,27/02/2024,"£165,629",
LONDON BUS SERVICES LTD,UniversityBus Ltd (UNO),Bus Contract Payments,1006/1900049965,16/02/2024,"£165,562",
TFL CORPORATE,Perfect Circle JV Ltd,Planning & Development Consultancy,1001/5110391972,13/02/2024,"£164,522",
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD ,Bus Contract Payments,1006/1900049952,16/02/2024,"£162,073",
LONDON UNDERGROUND LTD,Metroline Travel Limited,Franchise/Concession Fixed Fee,1005/5110398306,05/02/2024,"£161,639",
LONDON UNDERGROUND LTD,Balfour Beatty Group Ltd,Electrical Equipment Maintenance,1005/5110408064,21/02/2024,"£161,570",
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,Civil Engineering Construction Works,1005/5110403443,23/02/2024,"£161,254",
DOCKLANDS LIGHT RAILWAY,Delatim Ltd,Civil Engineering Construction Works,1012/5110400514,06/02/2024,"£160,054",
TFL CORPORATE,AMAZON,Manage IT Services,1001/5110400396,28/02/2024,"£159,384",
DOCKLANDS LIGHT RAILWAY,Delatim Ltd,Civil Engineering Construction Works,1012/5110415974,01/03/2024,"£158,701",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110409038,20/02/2024,"£158,594",
SURFACE TRANSPORT CORP,Redspeed International  Ltd,PCN and Penalty Fare Processing,1002/5110400315,28/02/2024,"£158,252",
LONDON UNDERGROUND LTD,Ross Pneumatrol Ltd,Stock of Fleet,1005/5110384045,08/02/2024,"£156,290",
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110409051,20/02/2024,"£155,990",
LONDON UNDERGROUND LTD,Lendlease Jacobs Joint Venture,Civil Engineering Construction Works,1005/5110399486,22/02/2024,"£154,205",
LONDON UNDERGROUND LTD,Ductclean (UK) Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110411556,23/02/2024,"£153,447",
LONDON UNDERGROUND LTD,OTIS LIMITED,Escalators,1005/5110405552,14/02/2024,"£152,176",
TRANSPORT TRADING LTD,Willmott Dixon Interiors Ltd,Civil Engineering Construction Works,1004/5110412450,28/02/2024,"£150,290",
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110402843,09/02/2024,"£149,315",
TFL CORPORATE,Probrand Ltd,Computer Hardware,1001/5110401275,23/02/2024,"£149,108",
RFL (IINFRASTRUCTURE) LTD,Siemens Mobility Limited,Professional Engineering Services,1025/5110388194,06/02/2024,"£148,033",
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004/5110406479,29/02/2024,"£146,789",
LONDON UNDERGROUND LTD,Delatim Ltd,MR Construction Costs,1005/5110402972,21/02/2024,"£146,297",
LONDON UNDERGROUND LTD,Schindler Ltd,Escalators,1005/5110400503,08/02/2024,"£145,377",
SURFACE TRANSPORT CORP,Tarmac Kier Joint Venture,Road Maintenance,1002/5110409070,28/02/2024,"£143,463",
LONDON UNDERGROUND LTD,"Track, Protection & Signalling Ltd",Signalling Systems,1005/5110409374,21/02/2024,"£143,160",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Materials - Contractor,1005/5110404141,13/02/2024,"£142,633",
TRANSPORT TRADING LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1004/5110388472,06/02/2024,"£142,507",
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110396840,19/02/2024,"£142,353",
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110391560,23/02/2024,"£142,024",
TFL CORPORATE,AMAZON,Manage IT Services,1001/5110401124,28/02/2024,"£140,730",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1005/5110397285,20/02/2024,"£138,723",
TFL CORPORATE,Frankland (UK) Ltd,Building Maintenance & Repairs,1001/5110399794,06/02/2024,"£138,557",
LONDON UNDERGROUND LTD,EFFICIO LIMITED,Professional Engineering Services,1005/5110380874,07/02/2024,"£137,750",
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110403682,14/02/2024,"£136,366",
TFL CORPORATE,Urban Design London,Section 159 Payments,1001/1900213884,26/02/2024,"£135,000",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110393993,07/02/2024,"£133,966",
LONDON UNDERGROUND LTD,Morgan Sindall Con. & Infra JV Bemo,Civil Engineering Construction Works,1005/5110403966,14/02/2024,"£133,636",
TTL PROPERTIES LTD,Quay Office Furnishers Ltd,Property Management Fees,1040/5110399833,12/02/2024,"£133,444",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110393996,07/02/2024,"£133,393",
LONDON BUS SERVICES LTD,MITIE Cleaning & Environmental,Building Maintenance & Repairs,1006/5110392224,14/02/2024,"£133,036",
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110402826,09/02/2024,"£133,025",
TFL CORPORATE,REDACTED,Legal Fees,1001/5110403267,27/02/2024,"£133,000",
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005/5110367497,09/02/2024,"£132,416",
RFL (IINFRASTRUCTURE) LTD,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1025/5110403597,12/02/2024,"£132,309",
RAIL FOR LONDON LIMITED,VOESTALPINE TURNOUT TECHNOLOGY UK,Professional Engineering Services,1020/5110355586,07/02/2024,"£132,275",
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004/800049796,08/02/2024,"£132,101",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110398477,27/02/2024,"£131,509",
LUL NOMINEE BCV LIMITED,Cleshar Contract Services Limited,Escalators,1033/5110404181,28/02/2024,"£129,466",
TFL CORPORATE,Perfect Circle JV Ltd,Management & Support Consultancy,1001/5110393224,14/02/2024,"£129,081",
SURFACE TRANSPORT CORP,London Borough of Sutton,Borough Services,1002/1900077785,26/02/2024,"£128,843",
SURFACE TRANSPORT CORP,EDF Energy,Electricity,1002/5110406510,22/02/2024,"£128,565",
TRANSPORT TRADING LTD,Sodexo Ltd,Caterers Service Charges,1004/5110402150,26/02/2024,"£126,571",
TRANSPORT TRADING LTD,Graysons Hospitality Limited,Caterers Service Charges,1004/5110390351,07/02/2024,"£126,260",
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110400182,28/02/2024,"£126,238",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110395519,21/02/2024,"£126,096",
VICTORIA COACH STATN LTD,Telent Technology Services Ltd,Computer Software,1008/5110396801,21/02/2024,"£125,778",
CYCLE HIRE SCHEME,Serco Ltd,Franchise/Concession Fixed Fee,1016/5110390209,07/02/2024,"£125,440",
LONDON UNDERGROUND LTD,Morgan Sindall Con. & Infra JV Bemo,Civil Engineering Construction Works,1005/5110404038,14/02/2024,"£125,427",
SURFACE TRANSPORT CORP,LA International Computer Consultan,Management & Support Consultancy,1002/5110406899,26/02/2024,"£125,336",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110386149,07/02/2024,"£123,136",
LUL NOMINEE BCV LIMITED,MARL INTERNATIONAL LTD,Vehicle Repairs & Maintenance,1033/5110391097,13/02/2024,"£122,718",
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Equipment Repairs & Maintenance,1005/5110410230,22/02/2024,"£121,874",
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110396853,29/02/2024,"£121,043",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110407456,20/02/2024,"£120,931",
LONDON BUS SERVICES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1006/5110392841,05/02/2024,"£120,310",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110401643,12/02/2024,"£118,706",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110382361,06/02/2024,"£118,215",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110382360,06/02/2024,"£118,215",
RAIL FOR LONDON LIMITED,Spoor-Tech Limited,Civil Engineering Construction Works,1020/5110415669,01/03/2024,"£117,352",
LONDON UNDERGROUND LTD,CRL Contracts Ltd,Civil Engineering Construction Works,1005/5110402815,14/02/2024,"£115,277",
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Cameras,1005/5110388023,06/02/2024,"£115,066",
TFL CORPORATE,Isio Group Limited,Management & Support Consultancy,1001/5110401300,21/02/2024,"£115,000",
LONDON UNDERGROUND LTD,BP Oil UK Limited,Vehicle Running Costs,1005/5110400597,28/02/2024,"£114,762",
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110390058,07/02/2024,"£114,600",
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Professional Engineering Services,1005/5110387328,06/02/2024,"£114,191",
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LIMITED,Bus Contract Payments,1006/1900050038,01/03/2024,"£114,034",
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110409332,21/02/2024,"£113,795",
LONDON BUS SERVICES LTD,Abellio London Ltd,Bus Contract Payments,1006/1900049934,16/02/2024,"£113,606",
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005/5110396623,21/02/2024,"£113,169",
TTL PROPERTIES LTD,ETEC CONTRACT SERVICES LIMITED,Building Maintenance & Repairs,1040/5110406457,16/02/2024,"£112,610",
LONDON UNDERGROUND LTD,BERWIN LEIGHTON PAISNER,Legal Fees,1005/5110411808,28/02/2024,"£112,032",
TFL CORPORATE,EVERSHEDS,Legal Fees,1001/5110413707,28/02/2024,"£111,941",
SURFACE TRANSPORT CORP,NTT DATA UK Ltd,Manage IT Services,1002/5110390357,06/02/2024,"£111,292",
DOCKLANDS LIGHT RAILWAY,Track and Build Ltd.,Health & Safety Systems & Assurance,1012/5110411588,26/02/2024,"£110,269",
TRANSPORT TRADING LTD,Perfect Circle JV Ltd,Management & Support Consultancy,1004/5110398154,05/02/2024,"£110,253",
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110388640,07/02/2024,"£109,522",
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110390060,07/02/2024,"£109,125",
RFL (IINFRASTRUCTURE) LTD,Schindler Ltd,Escalators,1025/5110400505,06/02/2024,"£109,039",
LONDON BUS SERVICES LTD,F M Conway Ltd,Road Maintenance,1006/5110411739,28/02/2024,"£108,553",
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Maintenance Materials,1005/5110387663,06/02/2024,"£107,797",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110401321,08/02/2024,"£107,774",
TFL CORPORATE,TURNER & TOWNSEND PROJECT MANAGEMEN,Professional Engineering Services,1001/5110398416,28/02/2024,"£107,124",
TFL CORPORATE,Eversheds LLP (Cardiff),Purchase of Land & Buildings,1001/1900213861,22/02/2024,"£107,016",
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110408296,01/03/2024,"£106,905",
TFL CORPORATE,Perfect Circle JV Ltd,Planning & Development Consultancy,1001/5110392085,14/02/2024,"£106,823",
LONDON BUS SERVICES LTD,EDF Energy,Electricity,1006/5110405071,15/02/2024,"£106,543",
LONDON UNDERGROUND LTD,OTIS LIMITED,Escalators,1005/5110405556,14/02/2024,"£105,344",
LONDON UNDERGROUND LTD,Ductclean (UK) Ltd,Track General Maintenance,1005/5110402746,09/02/2024,"£104,738",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110396820,05/02/2024,"£104,152",
LONDON UNDERGROUND LTD,TURNER & TOWNSEND PROJECT MANAGEMEN,Professional Engineering Services,1005/5110398422,28/02/2024,"£103,641",
RFL (IINFRASTRUCTURE) LTD,Lanes Group plc,Building Maintenance & Repairs,1025/5110403998,28/02/2024,"£103,357",
SURFACE TRANSPORT CORP,SmartSourcing Ltd,Management & Support Consultancy,1002/5110412666,27/02/2024,"£102,259",
RAIL FOR LONDON LIMITED,Kantar Public UK Ltd,Research & Study Fees,1020/5110397301,26/02/2024,"£102,238",
LONDON UNDERGROUND LTD,PCG Associates Limited,Signalling Systems,1005/5110408875,21/02/2024,"£100,376",
LONDON UNDERGROUND LTD,MERSEN UK TEESSIDE LIMITED,Vehicle Repairs & Maintenance,1005/5110394036,20/02/2024,"£100,301",
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110405600,16/02/2024,"£100,114",
LONDON UNDERGROUND LTD,Ductclean (UK) Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110409061,27/02/2024,"£99,852",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110396053,21/02/2024,"£99,819",
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110390891,09/02/2024,"£99,811",
SURFACE TRANSPORT CORP,NTT DATA UK Ltd,Management & Support Consultancy,1002/5110398042,22/02/2024,"£99,756",
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Fleet,1005/5110396142,21/02/2024,"£99,312",
LONDON UNDERGROUND LTD,FT TRANSFORMERS UK LTD,Electrical Equipment Maintenance,1005/5110412097,28/02/2024,"£98,939",
LONDON UNDERGROUND LTD,BRYEN & LANGLEY LTD,Building Maintenance & Repairs,1005/5110399062,07/02/2024,"£98,150",
LONDON BUS SERVICES LTD,EDF Energy,Electricity,1006/5110410595,01/03/2024,"£97,831",
DOCKLANDS LIGHT RAILWAY,Ashurst LLP,Legal Fees,1012/5110395828,06/02/2024,"£97,735",
SURFACE TRANSPORT CORP,NTT DATA UK Ltd,Management & Support Consultancy,1002/5110397969,27/02/2024,"£97,221",
RAIL FOR LONDON LIMITED,Delatim Ltd,Connect PFI Service Costs,1020/5110402935,01/03/2024,"£97,192",
LONDON BUS SERVICES LTD,Airwave Solutions Ltd,Radio Systems Equipment & Maintenance,1006/5110388675,15/02/2024,"£97,152",
LONDON UNDERGROUND LTD,Biffa Waste Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110388311,05/02/2024,"£96,916",
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110387641,06/02/2024,"£96,504",
TFL CORPORATE,Engine Partners UK LLP,Research & Study Fees,1001/5110401283,07/02/2024,"£96,439",
LONDON UNDERGROUND LTD,McGinley Support Services Ltd,Track General Maintenance,1005/5110392054,07/02/2024,"£96,183",
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110400707,07/02/2024,"£95,912",
LUL NOMINEE SSL LIMITED,Sydac Limited,Civil Engineering Construction Works,1031/5110395080,12/02/2024,"£95,576",
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110390859,09/02/2024,"£94,764",
RAIL FOR LONDON LIMITED,Ashurst LLP,Legal Fees,1020/5110405604,15/02/2024,"£94,432",
SURFACE TRANSPORT CORP,Corporation of London,Borough Services,1002/1900077793,20/02/2024,"£94,129",
LONDON UNDERGROUND LTD,Octavius Infrastructure Ltd,Civil Engineering Construction Works,1005/5110412559,27/02/2024,"£93,568",
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1005/5110407658,19/02/2024,"£93,342",
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110405984,16/02/2024,"£93,101",
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005/1900277362,07/02/2024,"£92,226",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110409040,01/03/2024,"£92,047",
RAIL FOR LONDON LIMITED,Stadler Rail Service Deutschld GmbH,Exchange Gain Realised,1020/2000074137,01/03/2024,"£91,016",
RFL (IINFRASTRUCTURE) LTD,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1025/5110400495,07/02/2024,"£91,015",
TTL PROPERTIES LTD,Ballymore (Edgware) Limited,Planning & Development Consultancy,1040/5110400876,14/02/2024,"£90,871",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110408778,20/02/2024,"£90,565",
RAIL FOR LONDON LIMITED,Abellio London Ltd,Franchise/Concession Fixed Fee,1020/5110392601,14/02/2024,"£90,268",
RAIL FOR LONDON LIMITED,MITIE FM LIMITED,Security Services (Guards),1020/5110389641,06/02/2024,"£90,192",
