BATCH ID,NAME VEND,INVOICEID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
800190120,"Mitie FM Limited,             ",2.47E+13,42,81.61,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,33,120.49,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,2,95.94,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,13,62.22,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,16,74.36,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,30,51.67,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,58,233.5,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,49,153.09,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,40,145.19,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,50,69.28,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,72,46.37,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,81,51.41,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,90,57.85,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,79,55.55,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,82,47.91,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,86,88.6,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,76,58.73,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,78,224.02,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,67,47.5,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,91,79.15,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,43,49.8,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,22,86.81,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,41,80.09,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,89,149.03,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,74,170.29,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,34,100.24,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,59,52.91,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,68,77.62,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,64,68.78,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,65,76.75,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,92,68.99,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,87,57.08,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,97,71.09,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,21,9.67,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,20,55.56,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,23,77.83,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,19,88.46,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,17,57.21,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,57,55.81,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,48,131.65,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,51,107.34,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,53,56.24,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,60,43.23,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,55,89.49,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,37,132.83,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,73,75.73,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,71,112.74,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,84,49.75,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,85,66.93,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,75,41.48,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,96,109.96,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,63,104.9,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,88,49.01,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,80,30.93,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,77,54.23,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,3,82.76,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,83,61.64,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,5,73.01,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,4,58.05,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,14,108.29,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,9,85.97,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,10,65.28,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,12,31.3,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,26,103.64,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,25,60.06,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,24,38.29,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,28,40.37,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,39,72.2,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,61,80.85,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,45,107.9,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,46,67.56,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,38,57.57,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,52,67.75,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,31,49.7,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,56,59.63,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,36,35.2,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,93,50.08,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,66,110.05,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,47,66.59,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,35,51.85,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,54,45.2,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,44,37.62,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,62,44.44,PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
800190120,"Mitie FM Limited,             ",2.47E+13,69,"2,496.59",PLANNED SOFT FM CONTRACT                ,11/04/2023,,Property Department,Facilities & Management Services
