Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category, Invoice Value  £ ,,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,SAFER COMMUNITIES,SERVICES,NEWCASTLE CITY COUNCIL,5122727315,25.04.2023,REVENUE," 25,549.00 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,SAFER COMMUNITIES,PRINTING/STATIONERY/GENERAL OFFICE EQUIPMENT,ALPHAGRAPHICS,5122728539,02.05.2023,REVENUE, 496.00 ,,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,JOINT COMMISSIONING,COMMUNICATIONS & COMPUTING,BT REDCARE,5122725585,19.04.2023,REVENUE," 6,603.36 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,JOINT COMMISSIONING,COMMUNICATIONS & COMPUTING,BT REDCARE,5122728958,02.05.2023,REVENUE," 1,650.00 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,JOINT COMMISSIONING,EQUIPMENT/FURNITURE/MATERIALS,BT REDCARE,5122730811,10.05.2023,REVENUE," 1,899.64 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,JOINT COMMISSIONING,EQUIPMENT/FURNITURE/MATERIALS,BT REDCARE,5122730972,11.05.2023,REVENUE," 1,545.00 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,JOINT COMMISSIONING,COMMUNICATIONS & COMPUTING,BT REDCARE,5122731232,11.05.2023,REVENUE," 8,834.34 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,JOINT COMMISSIONING,COMMUNICATIONS & COMPUTING,BT REDCARE,5122736351,01.06.2023,REVENUE," 3,661.51 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,JOINT COMMISSIONING,COMMUNICATIONS & COMPUTING,BT REDCARE,5122741981,22.06.2023,REVENUE," 6,837.55 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,PUBLIC PROTECTION & REGULATORY SERVICES,SERVICES,SOUTHERN ENVIRONMENTAL SERVICES,5122731887,16.05.2023,REVENUE," 1,960.00 ",,,,,,
SUNDERLAND CITY COUNCIL,CITY DEVELOPMENT,REGULATORY SERVICES,PUBLIC PROTECTION & REGULATORY SERVICES,SERVICES,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,5122742617,28.06.2023,REVENUE, 649.00 ,,,,,,
SUNDERLAND CITY COUNCIL,CORPORATE SERVICES,NON DISTRIBUTED COSTS,NON DISTRIBUTED COSTS (CORPORATE SERVICES),PRECEPT,NORTHUMBRIA POLICE,3300311530,26.04.2023,REVENUE," 1,039,883.00 ",,,,,,
SUNDERLAND CITY COUNCIL,CORPORATE SERVICES,NON DISTRIBUTED COSTS,NON DISTRIBUTED COSTS (CORPORATE SERVICES),PRECEPT,NORTHUMBRIA POLICE,3300311903,26.05.2023,REVENUE," 1,039,883.00 ",,,,,,
SUNDERLAND CITY COUNCIL,CORPORATE SERVICES,NON DISTRIBUTED COSTS,NON DISTRIBUTED COSTS (CORPORATE SERVICES),PRECEPT,NORTHUMBRIA POLICE,3300312444,28.06.2023,REVENUE," 1,039,883.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY,DEPOTS,DIRECT TRANSPORT COSTS,W O SILMON LIMITED,5122736202,01.06.2023,REVENUE, 440.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY,DEPOTS,"REPAIRS, ALTERATIONS & MAINTENANCE",ARM PIPETEK LTD,5122737101,05.06.2023,REVENUE," 11,169.71 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY,DEPOTS,"REPAIRS, ALTERATIONS & MAINTENANCE",ARM PIPETEK LTD,5122737666,07.06.2023,REVENUE," 19,075.06 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY,DEPOTS,DIRECT TRANSPORT COSTS,W O SILMON LIMITED,5122737462,06.06.2023,REVENUE," 1,300.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,PUBLIC CONVENIENCES,CLEANING & DOMESTIC,GREENHAM LIMITED,5122730653,10.05.2023,REVENUE," 2,090.72 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,PUBLIC CONVENIENCES,CLEANING & DOMESTIC,GREENHAM LIMITED,5122735262,26.05.2023,REVENUE," 2,021.78 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,PUBLIC CONVENIENCES,CLEANING & DOMESTIC,GREENHAM LIMITED,5122741534,23.06.2023,REVENUE," 1,396.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122729396,04.05.2023,REVENUE, 716.10 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122731963,15.05.2023,REVENUE, 693.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122740064,15.06.2023,REVENUE, 716.10 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122722905,05.04.2023,REVENUE," 11,583.29 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",NEW DECK FLOORING LIMITED,5122722834,05.04.2023,REVENUE," 2,430.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",NEW DECK FLOORING LIMITED,5122722835,05.04.2023,REVENUE," 1,845.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",NEW DECK FLOORING LIMITED,5122722836,05.04.2023,REVENUE," 2,173.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122722998,06.04.2023,REVENUE," 2,610.74 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122722999,06.04.2023,REVENUE," 2,016.49 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MCCARRICK CONSTRUCTION COMPANY LIMITED,5122723513,11.04.2023,REVENUE," 8,406.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,A.C.T CONSTRUCTION SERVICES LIMITED,5122723660,12.04.2023,REVENUE, 904.24 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,MITIE PROPERTY SERVICES,5122723717,12.04.2023,REVENUE," 2,393.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,BELL DECORATING GROUP LIMITED,5122724149,13.04.2023,REVENUE," 4,591.88 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122724074,14.04.2023,REVENUE," 1,954.74 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122724798,17.04.2023,REVENUE, 663.40 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122725174,18.04.2023,REVENUE, 432.77 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,BELL DECORATING GROUP LIMITED,5122725077,19.04.2023,REVENUE," 3,314.07 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MCCARRICK CONSTRUCTION COMPANY LIMITED,5122726471,26.04.2023,REVENUE," 12,543.48 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MCCARRICK CONSTRUCTION COMPANY LIMITED,5122727962,28.04.2023,REVENUE," 7,441.23 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,MITIE PROPERTY SERVICES,5122728349,28.04.2023,REVENUE," 1,613.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",RHODAR LIMITED,5122727387,02.05.2023,REVENUE," 2,938.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",RHODAR LIMITED,5122727390,03.05.2023,REVENUE," 1,929.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,GROUNDS MAINTENANCE,AIREDALE FORESTRY LIMITED,5122730160,09.05.2023,REVENUE, 586.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122731066,12.05.2023,REVENUE," 2,218.94 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122731979,15.05.2023,REVENUE, 642.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122731992,15.05.2023,REVENUE, 455.08 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122730438,18.05.2023,REVENUE," 4,915.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122730440,18.05.2023,REVENUE," 4,683.33 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122733574,19.05.2023,REVENUE," 1,752.27 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122733912,22.05.2023,REVENUE," 1,711.73 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MITIE PROPERTY SERVICES,5122737503,06.06.2023,REVENUE," 2,417.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122736100,08.06.2023,REVENUE," 5,180.78 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122735995,09.06.2023,REVENUE," 2,390.84 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122738059,09.06.2023,REVENUE,"-2,390.84 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122738511,12.06.2023,REVENUE," 4,633.10 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,PETER COX NEWCASTLE & NORTH EAST,5122739143,13.06.2023,REVENUE, 511.62 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,PETER COX NEWCASTLE & NORTH EAST,5122739176,13.06.2023,REVENUE, 703.62 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,PETER COX NEWCASTLE & NORTH EAST,5122739460,14.06.2023,REVENUE," 1,459.01 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,PETER COX NEWCASTLE & NORTH EAST,5122739461,14.06.2023,REVENUE," 1,173.50 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122740103,16.06.2023,REVENUE, 663.40 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MCCARRICK CONSTRUCTION COMPANY LIMITED,5122739091,20.06.2023,REVENUE," 11,411.57 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,BELL DECORATING GROUP LIMITED,5122741263,21.06.2023,REVENUE, 645.95 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,BELL DECORATING GROUP LIMITED,5122742373,23.06.2023,REVENUE, 757.72 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122742955,27.06.2023,REVENUE, 455.08 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",NEW DECK FLOORING LIMITED,5122743894,29.06.2023,REVENUE," 2,676.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,BELL DECORATING GROUP LIMITED,5122744556,30.06.2023,REVENUE, 655.06 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,MACDONALD MARTIN LTD,5122722491,04.04.2023,REVENUE," 1,765.50 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,JC MAINTENANCE SERVICES LTD,5122722849,05.04.2023,REVENUE," 1,806.60 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MACDONALD MARTIN LTD,5122716385,06.04.2023,REVENUE, 574.67 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,MITIE PROPERTY SERVICES,5122722867,06.04.2023,REVENUE," 12,325.47 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,GASTRONORTH LTD,5122723696,12.04.2023,REVENUE," 2,851.26 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,A.C.T CONSTRUCTION SERVICES LIMITED,5122724175,13.04.2023,REVENUE," 68,320.08 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",A.C.T CONSTRUCTION SERVICES LIMITED,5122724176,13.04.2023,REVENUE," 34,999.50 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122724365,19.04.2023,REVENUE, 748.52 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,JC MAINTENANCE SERVICES LTD,5122725909,21.04.2023,REVENUE," 3,664.11 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,NORTHERN CONSTRUCTION SOLUTIONS,5122726675,24.04.2023,REVENUE," 32,298.78 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MACDONALD MARTIN LTD,5122729280,03.05.2023,REVENUE,-898.63 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MACDONALD MARTIN LTD,5122729282,03.05.2023,REVENUE," 10,000.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",H MALONE & SONS LTD,5122730381,09.05.2023,REVENUE," 10,472.30 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,BCE NORTHERN,5122730382,10.05.2023,REVENUE," 45,023.20 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,MARINE SCAFFOLDING LIMITED,5122731120,11.05.2023,REVENUE," 1,936.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122730050,11.05.2023,REVENUE," 2,500.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,NORTHERN CONSTRUCTION SOLUTIONS,5122730652,16.05.2023,REVENUE," 16,871.27 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",ONE STOP HIRE,5122731603,16.05.2023,REVENUE, 491.74 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,A.C.T CONSTRUCTION SERVICES LIMITED,5122735106,26.05.2023,REVENUE," 4,087.20 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122736254,02.06.2023,REVENUE," 5,428.73 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,EXCALIBUR FABRICATIONS LTD,5122736526,05.06.2023,REVENUE, 722.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",A.C.T CONSTRUCTION SERVICES LIMITED,5122738100,08.06.2023,REVENUE," 86,993.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,ASTOR BANNERMAN (MEDICAL) LTD,5122738113,08.06.2023,REVENUE," 10,578.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,HOWDEN JOINERY LIMITED ,5122737515,09.06.2023,REVENUE," 1,555.98 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,ASTOR BANNERMAN (MEDICAL) LTD,5122739194,14.06.2023,REVENUE, 727.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,ASTOR BANNERMAN (MEDICAL) LTD,5122739267,14.06.2023,REVENUE,-727.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,BCE NORTHERN,5122739946,15.06.2023,REVENUE," 27,273.08 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",H MALONE & SONS LTD,5122740006,15.06.2023,REVENUE," 6,099.35 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HEPPLE ENGINEERING SERVICES LIMITED,5122740021,15.06.2023,REVENUE, 537.13 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,N P STRUCTURES LTD,5122738490,16.06.2023,REVENUE," 7,116.89 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,N P STRUCTURES LTD,5122738661,16.06.2023,REVENUE," 14,120.39 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",ONE STOP HIRE,5122740082,16.06.2023,REVENUE, 541.74 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,N P STRUCTURES LTD,5122740239,16.06.2023,REVENUE,"-1,103.84 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,BELL DECORATING GROUP LIMITED,5122736510,20.06.2023,REVENUE," 18,453.60 ",,,,,,
